1	ORDER	FAMILY	TAXON	AUTHORITY	YEAR	REFERENCE	URL		
11916	PSITTACIFORMES	Psittaculidae	Charmosyna placentis pallidior	"(Rothschild & Hartert, E)"	1905	Novit. Zool. 12: 253	https://biodiversitylibrary.org/page/3479003		
11917	PSITTACIFORMES	Psittaculidae	Charmosyna placentis intensior	(Kinnear)	1928	Bull. B.O.C. 48: 84	https://biodiversitylibrary.org/page/40501131		
11918	PSITTACIFORMES	Psittaculidae	Charmosyna placentis ornata	Mayr	1940	Am. Mus. Novit. 1091: 1	http://hdl.handle.net/2246/3778		
11919	PSITTACIFORMES	Psittaculidae	Charmosyna diadema  qq 	"(Verreaux, J & Des Murs)"	1860	Rev. Mag. Zool. (Ser. 2) 12: 390	https://biodiversitylibrary.org/page/2264786		
11920	PSITTACIFORMES	Psittaculidae	Charmosyna amabilis	"(Ramsay, EP)"	1875	Sydney Morning Herald no. 11604: 9	https://trove.nla.gov.au/newspaper/article/13357883?searchTerm=amabilis&searchLimits=exactPhrase|||anyWords|||notWords|||requestHandler|||dateFrom=1875-01-01|||dateTo=1875-12-31|||l-advstate=New+South		
11921	PSITTACIFORMES	Psittaculidae	Charmosyna margarethae	Tristram	1879	Ibis (Ser. 4) 3: 442 pl. 12	https://biodiversitylibrary.org/page/8609618		
11922	PSITTACIFORMES	Psittaculidae	Charmosyna pulchella	"Gray, GR"	1859	List Birds Brit. Mus. 3 (2): 102	https://biodiversitylibrary.org/page/19060063		
11923	PSITTACIFORMES	Psittaculidae	Charmosyna pulchella pulchella	"Gray, GR"	1859	List Birds Brit. Mus. 3 (2): 102	https://biodiversitylibrary.org/page/19060063		
11924	PSITTACIFORMES	Psittaculidae	Charmosyna pulchella rothschildi	"(Hartert, E)"	1930	Novit. Zool. 36: 105	https://biodiversitylibrary.org/page/3434591		
11925	PSITTACIFORMES	Psittaculidae	Charmosyna josefinae	(Finsch)	1873	Atti Soc. Ital. Sci. Nat. Mus. Civ. Stor. Nat. Milano 15: 427 pl. 7	https://biodiversitylibrary.org/page/39820459		
11926	PSITTACIFORMES	Psittaculidae	Charmosyna josefinae josefinae	(Finsch)	1873	Atti Soc. Ital. Sci. Nat. Mus. Civ. Stor. Nat. Milano 15: 427 pl. 7	https://biodiversitylibrary.org/page/39820459		
11927	PSITTACIFORMES	Psittaculidae	Charmosyna josefinae sepikiana	Neumann	1922	Verh. Orn. Ges. Bayern 15: 235	https://biodiversitylibrary.org/page/32684676		
11928	PSITTACIFORMES	Psittaculidae	Charmosyna josefinae cyclopum	"Hartert, E"	1930	Novit. Zool. 36: 104	https://biodiversitylibrary.org/page/3434590		
11929	PSITTACIFORMES	Psittaculidae	Charmosyna papou	(Scopoli)	1786	Del. Flor. Faun. Insubr. 2: 86	http://bibdigital.rjb.csic.es/ing/Libro.php?Libro=2427		
11930	PSITTACIFORMES	Psittaculidae	Charmosyna papou papou	(Scopoli)	1786	Del. Flor. Faun. Insubr. 2: 86	http://bibdigital.rjb.csic.es/ing/Libro.php?Libro=2427		
11931	PSITTACIFORMES	Psittaculidae	Charmosyna papou stellae	"Meyer, AB"	1886	Zeitsch. ges. Orn. 3: 9 pl. 2	https://biodiversitylibrary.org/page/41086653		
11932	PSITTACIFORMES	Psittaculidae	Charmosyna papou wahnesi	Rothschild	1906	Bull. B.O.C. 19: 27	https://biodiversitylibrary.org/page/32433109		
11933	PSITTACIFORMES	Psittaculidae	Charmosyna papou goliathina	"Rothschild & Hartert, E"	1911	Novit. Zool. 18: 160	https://biodiversitylibrary.org/page/3109479		
11934	PSITTACIFORMES	Psittaculidae	Vini	"Lesson, R"	1833				
11935	PSITTACIFORMES	Psittaculidae	Vini australis	"(Gmelin, JF)"	1788	Syst. Nat. 1 pt 1 p. 329	https://www.biodiversitylibrary.org/page/2896929		
11936	PSITTACIFORMES	Psittaculidae	Vini kuhlii	(Vigors)	1824	Zool. Journ. 1: 412 pl. 16			
11937	PSITTACIFORMES	Psittaculidae	Vini stepheni	(North)	1908	Rec. Austr. Mus. 7: 29	https://biodiversitylibrary.org/page/8055747		
11938	PSITTACIFORMES	Psittaculidae	Vini peruviana	"(Müller, PLS)"	1776	Natursyst. Suppl. 9: 80	https://biodiversitylibrary.org/page/52710033		
11939	PSITTACIFORMES	Psittaculidae	Vini ultramarina	(Kuhl)	1820	Nova Acta Acad. Caes. Leop. Carol. 10: 49	https://biodiversitylibrary.org/page/37020467		
11940	PSITTACIFORMES	Psittaculidae	Phigys	"Gray, GR"	1870				
11941	PSITTACIFORMES	Psittaculidae	Phigys solitarius	(Suckow)	1800	Anf. theor. ang. Naturgesch. Thier. 2: 334	https://biodiversitylibrary.org/page/41032824		
11942	PSITTACIFORMES	Psittaculidae	Neopsittacus	Salvadori	1875				
11943	PSITTACIFORMES	Psittaculidae	Neopsittacus musschenbroekii	(Schlegel)	1871	Nederl. Tijdschr. Dierk. 4: 34	https://biodiversitylibrary.org/page/49085593		
11944	PSITTACIFORMES	Psittaculidae	Neopsittacus pullicauda	"Hartert, E"	1896	Novit. Zool. 3: 17	https://biodiversitylibrary.org/page/3218394		
11945	PSITTACIFORMES	Psittaculidae	Parvipsitta	Mathews	1916				
11946	PSITTACIFORMES	Psittaculidae	Parvipsitta pusilla	(Shaw)	1790	"J. voy. NSW: 262, pl. 48"	https://biodiversitylibrary.org/page/47182885		
11947	PSITTACIFORMES	Psittaculidae	Parvipsitta porphyrocephala	(Dietrichsen)	1837	Trans. Linn. Soc. London (Ser. 1) 17: 553	https://biodiversitylibrary.org/page/734479		
11948	PSITTACIFORMES	Psittaculidae	Lorius	Vigors	1825				
11949	PSITTACIFORMES	Psittaculidae	Lorius garrulus	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 100	https://biodiversitylibrary.org/page/764492		
11950	PSITTACIFORMES	Psittaculidae	Lorius garrulus garrulus	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 100	https://biodiversitylibrary.org/page/764492		
11951	PSITTACIFORMES	Psittaculidae	Lorius garrulus flavopalliatus	Salvadori	1877	Ann. Mus. Civ. Stor. Nat. Genova 10: 33	https://biodiversitylibrary.org/page/29836622		
11952	PSITTACIFORMES	Psittaculidae	Lorius garrulus morotaianus	(Van Bemmel)	1940	Treubia 17 Afl. 4: 333	https://e-journal.biologi.lipi.go.id/index.php/treubia/article/view/2580/2222		
11953	PSITTACIFORMES	Psittaculidae	Lorius domicella	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 100	https://biodiversitylibrary.org/page/764492		
11954	PSITTACIFORMES	Psittaculidae	Lorius lory	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 100	https://biodiversitylibrary.org/page/764492		
11955	PSITTACIFORMES	Psittaculidae	Lorius lory lory	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 100	https://biodiversitylibrary.org/page/764492		
11956	PSITTACIFORMES	Psittaculidae	Lorius lory cyanauchen	"(Müller, S)"	1841	"Verh. Nat. Gesch. [Temminck] Land-Volk. no. 4: 107, note"	https://biodiversitylibrary.org/page/56901945		
11957	PSITTACIFORMES	Psittaculidae	Lorius lory jobiensis	"(Meyer, AB)"	1874	"Sitz. K. Akad. Wiss. Wien 70: 229, 231"	https://biodiversitylibrary.org/page/8663428		
11958	PSITTACIFORMES	Psittaculidae	Lorius lory erythrothorax	Salvadori	1877	Ann. Mus. Civ. Stor. Nat. Genova 10: 32	https://biodiversitylibrary.org/page/29836621		
11959	PSITTACIFORMES	Psittaculidae	Lorius lory salvadorii	"Meyer, AB"	1891				
11960	PSITTACIFORMES	Psittaculidae	Lorius lory viridicrissalis	Beaufort	1909	Nova Guinea 5 livr. 3: 403	https://biodiversitylibrary.org/page/40348565		
11961	PSITTACIFORMES	Psittaculidae	Lorius lory somu	(Diamond)	1967	Am. Mus. Novit. 2284: 4	http://hdl.handle.net/2246/3080		
11962	PSITTACIFORMES	Psittaculidae	Lorius hypoinochrous	"Gray, GR"	1859	List Birds Brit. Mus. 3 (2): 49	https://biodiversitylibrary.org/page/19060010		
11963	PSITTACIFORMES	Psittaculidae	Lorius hypoinochrous hypoinochrous	"Gray, GR"	1859	List Birds Brit. Mus. 3 (2): 49	https://biodiversitylibrary.org/page/19060010		
11964	PSITTACIFORMES	Psittaculidae	Lorius hypoinochrous devittatus	"Hartert, E"	1898	Novit. Zool. 5: 530	https://biodiversitylibrary.org/page/3219940		
11965	PSITTACIFORMES	Psittaculidae	Lorius hypoinochrous rosselianus	"Rothschild & Hartert, E"	1918	Novit. Zool. 25: 312	https://biodiversitylibrary.org/page/3857142		
11966	PSITTACIFORMES	Psittaculidae	Lorius albidinucha	"(Rothschild & Hartert, E)"	1924	Bull. B.O.C. 45: 7	https://biodiversitylibrary.org/page/40498854		
11967	PSITTACIFORMES	Psittaculidae	Lorius chlorocercus	Gould	1856	Proc. Zool. Soc. London pt 24: 137	https://biodiversitylibrary.org/page/12860665		
11968	PSITTACIFORMES	Psittaculidae	Chalcopsitta	Bonaparte	1850				
11969	PSITTACIFORMES	Psittaculidae	Chalcopsitta atra	(Scopoli)	1786	Del. Flor. Faun. Insubr. 2: 87	http://bibdigital.rjb.csic.es/ing/Libro.php?Libro=2427		
11970	PSITTACIFORMES	Psittaculidae	Chalcopsitta atra atra	(Scopoli)	1786	Del. Flor. Faun. Insubr. 2: 87	http://bibdigital.rjb.csic.es/ing/Libro.php?Libro=2427		
11971	PSITTACIFORMES	Psittaculidae	Chalcopsitta atra bernsteini	"Rosenberg, HKB"	1861	J. für Orn. 9: 46	https://biodiversitylibrary.org/page/32902240		
11972	PSITTACIFORMES	Psittaculidae	Chalcopsitta atra insignis	Oustalet	1878	Bull. Hebdo. Assoc. Sci. France 21 no. 533: 247			
11973	PSITTACIFORMES	Psittaculidae	Chalcopsitta duivenbodei	"Dubois, AJC"	1884	Bull. Mus. R. Hist. Nat. Belg. 3: 113 pl. 5			
11974	PSITTACIFORMES	Psittaculidae	Chalcopsitta scintillata	(Temminck)	1835	Pl. Col. livr. 96 pl. 569			
11975	PSITTACIFORMES	Psittaculidae	Chalcopsitta scintillata scintillata	(Temminck)	1835	Pl. Col. livr. 96 pl. 569			
11976	PSITTACIFORMES	Psittaculidae	Chalcopsitta scintillata rubrifrons	"Gray, GR"	1858	Proc. Zool. Soc. London pt 26: 182 pl. 135	https://biodiversitylibrary.org/page/32271694		
11977	PSITTACIFORMES	Psittaculidae	Chalcopsitta scintillata chloroptera	Salvadori	1876	Ann. Mus. Civ. Stor. Nat. Genova 9: 15	https://biodiversitylibrary.org/page/29875741		
11978	PSITTACIFORMES	Psittaculidae	Pseudeos	"Peters, JL"	1935				
11979	PSITTACIFORMES	Psittaculidae	Pseudeos fuscata	(Blyth)	1858	J. Asiat. Soc. Bengal 27: 279	https://biodiversitylibrary.org/page/40260553		
11980	PSITTACIFORMES	Psittaculidae	Pseudeos cardinalis	"(Gray, GR)"	1849	Gen. Birds 3 App. p. 20	https://www.biodiversitylibrary.org/page/43592021		
11981	PSITTACIFORMES	Psittaculidae	Psitteuteles	Bonaparte	1854				
11982	PSITTACIFORMES	Psittaculidae	Psitteuteles versicolor	(Lear)	1831	Ill. Psittac. pt 7 pl. 36	https://biodiversitylibrary.org/page/40634465		
11983	PSITTACIFORMES	Psittaculidae	Psitteuteles iris	(Temminck)	1835	Pl. Col. livr. 96 pl. 567			
11984	PSITTACIFORMES	Psittaculidae	Psitteuteles iris iris	(Temminck)	1835	Pl. Col. livr. 96 pl. 567			
11985	PSITTACIFORMES	Psittaculidae	Psitteuteles iris wetterensis	(Hellmayr)	1912	Novit. Zool. 19: 211	https://biodiversitylibrary.org/page/3109191		
11986	PSITTACIFORMES	Psittaculidae	Psitteuteles goldiei	(Sharpe)	1882	"J. Linn. Soc. London Zool. 16: 317, 426"	https://biodiversitylibrary.org/page/31982558		
11987	PSITTACIFORMES	Psittaculidae	Eos	Wagler	1832				
11988	PSITTACIFORMES	Psittaculidae	Eos histrio	"(Müller, PLS)"	1776	Natursyst. Suppl. 9: 76	https://biodiversitylibrary.org/page/52710029		
11989	PSITTACIFORMES	Psittaculidae	Eos histrio histrio	"(Müller, PLS)"	1776	Natursyst. Suppl. 9: 76	https://biodiversitylibrary.org/page/52710029		
11990	PSITTACIFORMES	Psittaculidae	Eos histrio challengeri	Salvadori	1891	"Cat. Birds Brit. Mus. 20: 18, 22"	https://biodiversitylibrary.org/page/8382300		
11991	PSITTACIFORMES	Psittaculidae	Eos histrio talautensis	"Meyer, AB & Wiglesworth"	1894	J. für Orn. 42: 240	https://biodiversitylibrary.org/page/32697590		
11992	PSITTACIFORMES	Psittaculidae	Eos squamata	(Boddaert)	1783	Table Planches Enlum.: 42	https://biodiversitylibrary.org/page/27822661		
11993	PSITTACIFORMES	Psittaculidae	Eos squamata squamata	(Boddaert)	1783	Table Planches Enlum.: 42	https://biodiversitylibrary.org/page/27822661		
11994	PSITTACIFORMES	Psittaculidae	Eos squamata riciniata	(Bechstein)	1811	Allg. Uebers. Vögel 4 1: 69	https://biodiversitylibrary.org/page/54265764		
11995	PSITTACIFORMES	Psittaculidae	Eos squamata obiensis	Rothschild	1899	Bull. B.O.C. 10: 16	https://biodiversitylibrary.org/page/50788967		
11996	PSITTACIFORMES	Psittaculidae	Eos bornea	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 97	https://biodiversitylibrary.org/page/727004		
11997	PSITTACIFORMES	Psittaculidae	Eos bornea bornea	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 97	https://biodiversitylibrary.org/page/727004		
11998	PSITTACIFORMES	Psittaculidae	Eos bornea cyanonotha	(Vieillot)	1818	Nouv. Dict. d'Hist. Nat. 25: 334	https://biodiversitylibrary.org/page/18044100		
11999	PSITTACIFORMES	Psittaculidae	Eos reticulata	"(Müller, S)"	1841	"Verh. Nat. Gesch. [Temminck] Land-Volk. no. 4: 108, note"	https://biodiversitylibrary.org/page/56901946		
12000	PSITTACIFORMES	Psittaculidae	Eos cyanogenia	Bonaparte	1850	Compt. Rend. 30: 135	https://biodiversitylibrary.org/page/4618140		
12001	PSITTACIFORMES	Psittaculidae	Eos semilarvata	Bonaparte	1850	Compt. Rend. 30: 135	https://biodiversitylibrary.org/page/4618140		
12002	PSITTACIFORMES	Psittaculidae	Trichoglossus	Stephens	1826				
12003	PSITTACIFORMES	Psittaculidae	Trichoglossus ornatus	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 98	https://biodiversitylibrary.org/page/727005		
12004	PSITTACIFORMES	Psittaculidae	Trichoglossus forsteni	Bonaparte	1850	Compt. Rend. 30: 134	https://biodiversitylibrary.org/page/4618139		
12005	PSITTACIFORMES	Psittaculidae	Trichoglossus forsteni forsteni	Bonaparte	1850	Compt. Rend. 30: 134	https://biodiversitylibrary.org/page/4618139		
12006	PSITTACIFORMES	Psittaculidae	Trichoglossus forsteni mitchellii	"Gray, GR"	1859	List Birds Brit. Mus. 3 (2): 62	https://biodiversitylibrary.org/page/19060023		
12007	PSITTACIFORMES	Psittaculidae	Trichoglossus forsteni djampeanus	"Hartert, E"	1897	Novit. Zool. 4: 172	https://biodiversitylibrary.org/page/3219049		
12008	PSITTACIFORMES	Psittaculidae	Trichoglossus forsteni stresemanni	Meise	1929	J. für Orn. 77: 472			
12009	PSITTACIFORMES	Psittaculidae	Trichoglossus weberi	(Büttikofer)	1894	Reise Niederl. Ost-Ind. 3: 290 pl. 17 fig. 1	https://biodiversitylibrary.org/page/47775096		
12010	PSITTACIFORMES	Psittaculidae	Trichoglossus capistratus	(Bechstein)	1811	Allg. Uebers. Vögel 4 1: 68	https://biodiversitylibrary.org/page/54265759		
12011	PSITTACIFORMES	Psittaculidae	Trichoglossus capistratus capistratus	(Bechstein)	1811	Allg. Uebers. Vögel 4 1: 68	https://biodiversitylibrary.org/page/54265759		
12012	PSITTACIFORMES	Psittaculidae	Trichoglossus capistratus fortis	"Hartert, E"	1898	Novit. Zool. 5: 120	https://biodiversitylibrary.org/page/3220062		
12013	PSITTACIFORMES	Psittaculidae	Trichoglossus capistratus flavotectus	Hellmayr	1914	Zool. Timor 1: 79	https://biodiversitylibrary.org/page/9403003		
12014	PSITTACIFORMES	Psittaculidae	Trichoglossus haematodus	(Linnaeus)	1771	Mantissa Plant. p. 524	http://bibdigital.rjb.csic.es/ing/Libro.php?Libro=947		
12015	PSITTACIFORMES	Psittaculidae	Trichoglossus haematodus haematodus	(Linnaeus)	1771	Mantissa Plant. p. 524	http://bibdigital.rjb.csic.es/ing/Libro.php?Libro=947		
12016	PSITTACIFORMES	Psittaculidae	Trichoglossus haematodus massena	Bonaparte	1854	Rev. Mag. Zool. (Ser. 2) 6: 157	https://biodiversitylibrary.org/page/13681228		
12017	PSITTACIFORMES	Psittaculidae	Trichoglossus haematodus nigrogularis	"Gray, GR"	1858	Proc. Zool. Soc. London pt 26: 183	https://biodiversitylibrary.org/page/32271695		
12018	PSITTACIFORMES	Psittaculidae	Trichoglossus haematodus deplanchii	"Verreaux, J & Des Murs"	1860	Rev. Mag. Zool. (Ser. 2) 12: 388	https://biodiversitylibrary.org/page/2264784		
12019	PSITTACIFORMES	Psittaculidae	Trichoglossus haematodus flavicans	Cabanis & Reichenow	1876	Sitz. Ges. Nat. Freunde Berlin: 73	https://biodiversitylibrary.org/page/8795583		
12020	PSITTACIFORMES	Psittaculidae	Trichoglossus haematodus nesophilus	Neumann	1929	J. für Orn. 77: 197			
12021	PSITTACIFORMES	Psittaculidae	Trichoglossus rosenbergii	Schlegel	1871	Nederl. Tijdschr. Dierk. 4: 9	https://biodiversitylibrary.org/page/49085618		
12022	PSITTACIFORMES	Psittaculidae	Trichoglossus moluccanus	"(Gmelin, JF)"	1788	Syst. Nat. (ed. 12) 1: 316	https://biodiversitylibrary.org/page/2896916		
12023	PSITTACIFORMES	Psittaculidae	Trichoglossus moluccanus moluccanus	"(Gmelin, JF)"	1788	Syst. Nat. (ed. 12) 1: 316	https://biodiversitylibrary.org/page/2896916		
12024	PSITTACIFORMES	Psittaculidae	Trichoglossus moluccanus septentrionalis	Robinson	1900	Bull. Liverp. Mus. 2: 115	https://biodiversitylibrary.org/page/12801365		
12025	PSITTACIFORMES	Psittaculidae	Trichoglossus rubritorquis	Vigors & Horsfield	1827	Trans. Linn. Soc. London (Ser. 1) 15: 291	https://biodiversitylibrary.org/page/778540		
12026	PSITTACIFORMES	Psittaculidae	Trichoglossus euteles	(Temminck)	1835	Pl. Col. livr. 96 pl. 568			
12027	PSITTACIFORMES	Psittaculidae	Trichoglossus flavoviridis	Wallace	1863	Proc. Zool. Soc. London (1862): 337 pl. 39	https://biodiversitylibrary.org/page/28627327		
12028	PSITTACIFORMES	Psittaculidae	Trichoglossus flavoviridis flavoviridis	Wallace	1863	Proc. Zool. Soc. London (1862): 337 pl. 39	https://biodiversitylibrary.org/page/28627327		
12029	PSITTACIFORMES	Psittaculidae	Trichoglossus flavoviridis meyeri	Walden	1871	Ann. Mag. Nat. Hist. (Ser. 4) 8: 281	https://biodiversitylibrary.org/page/19244457		
12030	PSITTACIFORMES	Psittaculidae	Trichoglossus johnstoniae	"Hartert, E"	1903	Bull. B.O.C. 14: 10	https://biodiversitylibrary.org/page/37116802		
12031	PSITTACIFORMES	Psittaculidae	Trichoglossus rubiginosus	(Bonaparte)	1850	Compt. Rend. 30: 134	https://biodiversitylibrary.org/page/4618139		
12032	PSITTACIFORMES	Psittaculidae	Trichoglossus chlorolepidotus	(Kuhl)	1820	Nova Acta Acad. Caes. Leop. Carol. 10: 48	https://biodiversitylibrary.org/page/37020466		
12033	PSITTACIFORMES	Psittaculidae	Glossopsitta	Bonaparte	1854				
12034	PSITTACIFORMES	Psittaculidae	Glossopsitta concinna	(Shaw)	1791	"Nat. Misc. 3 pl. 87, text"	https://biodiversitylibrary.org/page/44484237		
12035	PSITTACIFORMES	Psittaculidae	Glossopsitta concinna concinna	(Shaw)	1791	"Nat. Misc. 3 pl. 87, text"	https://biodiversitylibrary.org/page/44484237		
12036	PSITTACIFORMES	Psittaculidae	Glossopsitta concinna didimus	Mathews	1915	Austral Av. Rec. 2: 127	https://biodiversitylibrary.org/page/34804733		
12037	PSITTACIFORMES	Psittaculidae	Melopsittacus	Gould	1840				
12038	PSITTACIFORMES	Psittaculidae	Melopsittacus undulatus	(Shaw)	1805	"Nat. Misc. 16 pl. 673, text"	https://biodiversitylibrary.org/page/40521332		
12039	PSITTACIFORMES	Psittaculidae	Psittaculirostris	"Gray, JE & Gray, GR"	1859				
12040	PSITTACIFORMES	Psittaculidae	Psittaculirostris desmarestii	(Desmarest)	1826	Dict. Sci. Nat. 39: 89	https://biodiversitylibrary.org/page/25305322		
12041	PSITTACIFORMES	Psittaculidae	Psittaculirostris desmarestii desmarestii	(Desmarest)	1826	Dict. Sci. Nat. 39: 89	https://biodiversitylibrary.org/page/25305322		
12042	PSITTACIFORMES	Psittaculidae	Psittaculirostris desmarestii blythii	(Wallace)	1864	Proc. Zool. Soc. London (1864): 284	https://biodiversitylibrary.org/page/28500593		
12043	PSITTACIFORMES	Psittaculidae	Psittaculirostris desmarestii cervicalis	(Salvadori & D'Albertis)	1875	Ann. Mus. Civ. Stor. Nat. Genova 7: 811	https://biodiversitylibrary.org/page/34621260		
12044	PSITTACIFORMES	Psittaculidae	Psittaculirostris desmarestii occidentalis	(Salvadori)	1876	Ann. Mus. Civ. Stor. Nat. Genova 7: 911	https://biodiversitylibrary.org/page/34621360		
12045	PSITTACIFORMES	Psittaculidae	Psittaculirostris desmarestii godmani	(Ogilvie-Grant)	1911	Bull. B.O.C. 27: 67	https://biodiversitylibrary.org/page/32553903		
12046	PSITTACIFORMES	Psittaculidae	Psittaculirostris edwardsii	(Oustalet)	1885	Ann. Sci. Nat. Zool. (Ser. 6) 19 art. 3: 1	https://biodiversitylibrary.org/page/36373415		
12047	PSITTACIFORMES	Psittaculidae	Psittaculirostris salvadorii	(Oustalet)	1880	Bull. Hebdo. Assoc. Sci. France (Ser. 2) 1: 172			
12048	PSITTACIFORMES	Psittaculidae	Cyclopsitta	Reichenbach	1850				
12049	PSITTACIFORMES	Psittaculidae	Cyclopsitta gulielmitertii	(Schlegel)	1866	Nederl. Tijdschr. Dierk. 3: 252	https://biodiversitylibrary.org/page/49109753		
12050	PSITTACIFORMES	Psittaculidae	Cyclopsitta gulielmitertii gulielmitertii	(Schlegel)	1866	Nederl. Tijdschr. Dierk. 3: 252	https://biodiversitylibrary.org/page/49109753		
12051	PSITTACIFORMES	Psittaculidae	Cyclopsitta gulielmitertii melanogenia	"(Rosenberg, HKB)"	1866	Natuurk. Tijdschr. Neder. Ind. 29: 142	https://biodiversitylibrary.org/page/13566832		
12052	PSITTACIFORMES	Psittaculidae	Cyclopsitta gulielmitertii suavissima	"Sclater, PL"	1876	Ann. Mus. Civ. Stor. Nat. Genova 9: 12	https://biodiversitylibrary.org/page/29875738		
12053	PSITTACIFORMES	Psittaculidae	Cyclopsitta gulielmitertii fuscifrons	Salvadori	1876	Ann. Mus. Civ. Stor. Nat. Genova 9: 14	https://biodiversitylibrary.org/page/29875740		
12054	PSITTACIFORMES	Psittaculidae	Cyclopsitta gulielmitertii nigrifrons	Reichenow	1891	J. für Orn. (Ser. 4) 39: 217	https://biodiversitylibrary.org/page/32707521		
12055	PSITTACIFORMES	Psittaculidae	Cyclopsitta gulielmitertii amabilis	(Reichenow)	1891	J. für Orn. (Ser. 4) 39: 432	https://biodiversitylibrary.org/page/32707736		
12056	PSITTACIFORMES	Psittaculidae	Cyclopsitta diophthalma	(Hombron & Jacquinot)	1841	Ann. Sci. Nat. Zool. (Ser. 2) 16: 318	https://biodiversitylibrary.org/page/35730775		
12057	PSITTACIFORMES	Psittaculidae	Cyclopsitta diophthalma diophthalma	(Hombron & Jacquinot)	1841	Ann. Sci. Nat. Zool. (Ser. 2) 16: 318	https://biodiversitylibrary.org/page/35730775		
12058	PSITTACIFORMES	Psittaculidae	Cyclopsitta diophthalma coxeni	Gould	1867	Proc. Zool. Soc. London (1867): 182	https://biodiversitylibrary.org/page/29533622		
12059	PSITTACIFORMES	Psittaculidae	Cyclopsitta diophthalma aruensis	(Schlegel)	1874	J. Linn. Soc. London Zool. 16: 318	https://biodiversitylibrary.org/page/31982559		
12060	PSITTACIFORMES	Psittaculidae	Cyclopsitta diophthalma macleayana	"Ramsay, EP"	1874	Sydney Morning Herald {November 5] : 5 col. 5	https://trove.nla.gov.au/newspaper/article/30942596?searchTerm=%22Cyclopsitta%20macleayana%22&searchLimits=notWords|||requestHandler|||anyWords|||exactPhrase=Cyclopsitta+macleayana|||dateTo|||dateFrom		
12061	PSITTACIFORMES	Psittaculidae	Cyclopsitta diophthalma virago	"Hartert, E"	1895	Novit. Zool. 2: 61	https://biodiversitylibrary.org/page/3859336		
12062	PSITTACIFORMES	Psittaculidae	Cyclopsitta diophthalma inseparabilis	"Hartert, E"	1898	Bull. B.O.C. 8: 9	https://biodiversitylibrary.org/page/32475645		
12063	PSITTACIFORMES	Psittaculidae	Cyclopsitta diophthalma marshalli	(Iredale)	1946	Emu 46: 1			
12064	PSITTACIFORMES	Psittaculidae	Bolbopsittacus	Salvadori	1891				
12065	PSITTACIFORMES	Psittaculidae	Bolbopsittacus lunulatus	(Scopoli)	1786	Del. Flor. Faun. Insubr. 2: 86	http://bibdigital.rjb.csic.es/ing/Libro.php?Libro=2427		
12066	PSITTACIFORMES	Psittaculidae	Bolbopsittacus lunulatus lunulatus	(Scopoli)	1786	Del. Flor. Faun. Insubr. 2: 86	http://bibdigital.rjb.csic.es/ing/Libro.php?Libro=2427		
12067	PSITTACIFORMES	Psittaculidae	Bolbopsittacus lunulatus mindanensis	(Steere)	1890	List Birds Mamms. Steere Exped. p. 6	https://biodiversitylibrary.org/page/40202757		
12068	PSITTACIFORMES	Psittaculidae	Bolbopsittacus lunulatus intermedius	Salvadori	1891	"Cat. Birds Brit. Mus. 20: 504, 505 pl. 13"	https://biodiversitylibrary.org/page/8382809		
12069	PSITTACIFORMES	Psittaculidae	Bolbopsittacus lunulatus callainipictus	Parkes	1971	Bull. B.O.C. 91: 96	https://biodiversitylibrary.org/page/40823657		
12070	PSITTACIFORMES	Psittaculidae	Loriculus	Blyth	1849				
12071	PSITTACIFORMES	Psittaculidae	Loriculus vernalis	(Sparrman)	1787	"Mus. Carls. fasc. 2 no. xxix pl. 29, text"	https://biodiversitylibrary.org/page/41149438		
12072	PSITTACIFORMES	Psittaculidae	Loriculus vernalis vernalis	(Sparrman)	1787	"Mus. Carls. fasc. 2 no. xxix pl. 29, text"	https://biodiversitylibrary.org/page/41149438		
12073	PSITTACIFORMES	Psittaculidae	Loriculus vernalis phileticus	Deignan	1956	Proc. Biol. Soc. Wash. 69: 207	https://biodiversitylibrary.org/page/34549901		
12074	PSITTACIFORMES	Psittaculidae	Loriculus beryllinus	(Pennant)	1781	Indische Zool.: 40			
12075	PSITTACIFORMES	Psittaculidae	Loriculus philippensis	"(Müller, PLS)"	1776	Natursyst. Suppl. 9: 80	https://biodiversitylibrary.org/page/52710033		
12076	PSITTACIFORMES	Psittaculidae	Loriculus philippensis philippensis	"(Müller, PLS)"	1776	Natursyst. Suppl. 9: 80	https://biodiversitylibrary.org/page/52710033		
12077	PSITTACIFORMES	Psittaculidae	Loriculus philippensis regulus	Souancé	1856	Rev. Mag. Zool. (Ser. 2) 8: 222	https://biodiversitylibrary.org/page/2303507		
12078	PSITTACIFORMES	Psittaculidae	Loriculus philippensis apicalis	Souancé	1856	Rev. Mag. Zool. (Ser. 2) 8: 220	https://biodiversitylibrary.org/page/2303505		
