1	ORDER	FAMILY	TAXON	AUTHORITY	YEAR	REFERENCE	URL
10725	PICIFORMES	Picidae	Campephilus rubricollis trachelopyrus	(Malherbe)	1857	Bull. Soc. d'Hist. Nat. Moselle cahier 8: 1	https://biodiversitylibrary.org/page/33817076
10726	PICIFORMES	Picidae	Campephilus rubricollis olallae	(Gyldenstolpe)	1945	K. Svenska Vetensk. Akad. Handl. Ser. 3 22 (3): 127	
10727	PICIFORMES	Picidae	Campephilus robustus	"(Lichtenstein, MHK)"	1818	Verz. ausgestop. Saug. Vog.: 9	
10728	PICIFORMES	Picidae	Campephilus melanoleucos	"(Gmelin, JF)"	1788	Syst. Nat. (ed. 12) 1: 426	https://biodiversitylibrary.org/page/2897026
10729	PICIFORMES	Picidae	Campephilus melanoleucos melanoleucos	"(Gmelin, JF)"	1788	Syst. Nat. (ed. 12) 1: 426	https://biodiversitylibrary.org/page/2897026
10730	PICIFORMES	Picidae	Campephilus melanoleucos malherbii	"Gray, GR"	1845	Gen. Birds 2: [436] pl. CVIII	https://biodiversitylibrary.org/page/43661652
10731	PICIFORMES	Picidae	Campephilus melanoleucos cearae	(Cory)	1915	Field Mus. Nat. Hist. Pub. Orn. Ser. 1: 306	https://biodiversitylibrary.org/page/2643825
10732	PICIFORMES	Picidae	Campephilus guatemalensis	(Hartlaub)	1844	Rev. Zool. 7: 214	https://biodiversitylibrary.org/page/2284838
10733	PICIFORMES	Picidae	Campephilus guatemalensis guatemalensis	(Hartlaub)	1844	Rev. Zool. 7: 214	https://biodiversitylibrary.org/page/2284838
10734	PICIFORMES	Picidae	Campephilus guatemalensis regius	Reichenbach	1854	"Handb. spec. Orn. cont. xii: 393 pl. DCXLIX fig. 4331, 4332"	
10735	PICIFORMES	Picidae	Campephilus guatemalensis nelsoni	(Ridgway)	1911	Proc. Biol. Soc. Wash. 24: 34	https://biodiversitylibrary.org/page/3779357
10736	PICIFORMES	Picidae	Campephilus gayaquilensis	"(Lesson, R)"	1845	Echo Monde Sav. - 2 12 no. 52 col. 920	https://biodiversitylibrary.org/page/47082405
10737	PICIFORMES	Picidae	Campephilus leucopogon	(Valenciennes)	1826	Dict. Sci. Nat. 40: 178	https://biodiversitylibrary.org/page/25307087
10738	PICIFORMES	Picidae	Campephilus magellanicus	"(King, PP)"	1827	Zool. Journ. 3: 430	https://biodiversitylibrary.org/page/27485956
10739	PICIFORMES	Picidae	Campephilus principalis	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 113	https://biodiversitylibrary.org/page/727018
10740	PICIFORMES	Picidae	Campephilus principalis principalis	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 113	https://biodiversitylibrary.org/page/727018
10741	PICIFORMES	Picidae	Campephilus principalis bairdii	Cassin	1864	Proc. Acad. Nat. Sci. Philadelphia 15: 322	https://biodiversitylibrary.org/page/1958587
10742	PICIFORMES	Picidae	Campephilus imperialis	(Gould)	1832	Proc. Comm. Zool. Soc. London pt 2: 140	https://biodiversitylibrary.org/page/12861738
10743	PICIFORMES	Picidae	Chrysophlegma	Gould	1850		
10744	PICIFORMES	Picidae	Chrysophlegma miniaceum	(Pennant)	1769	Indn. Zool.: 4 pl. 4	https://biodiversitylibrary.org/page/56772642
10745	PICIFORMES	Picidae	Chrysophlegma miniaceum miniaceum	(Pennant)	1769	Indn. Zool.: 4 pl. 4	https://biodiversitylibrary.org/page/56772642
10746	PICIFORMES	Picidae	Chrysophlegma miniaceum malaccense	(Latham)	1790	Index Orn. 1: 241	https://biodiversitylibrary.org/page/53510612
10747	PICIFORMES	Picidae	Chrysophlegma miniaceum niasense	Büttikofer	1896	Notes Leyden Mus. 18: 169	https://biodiversitylibrary.org/page/9632324
10748	PICIFORMES	Picidae	Chrysophlegma miniaceum perlutum	(Kloss)	1918	Ibis (Ser. 10) 6: 110	https://biodiversitylibrary.org/page/16281908
10749	PICIFORMES	Picidae	Chrysophlegma mentale	(Temminck)	1826	Pl. Col. livr. 65 pl. 384	
10750	PICIFORMES	Picidae	Chrysophlegma mentale mentale	(Temminck)	1826	Pl. Col. livr. 65 pl. 384	
10751	PICIFORMES	Picidae	Chrysophlegma mentale humii	Hargitt	1889	Ibis (Ser. 6) 1:231	https://biodiversitylibrary.org/page/16280611
10752	PICIFORMES	Picidae	Chrysophlegma flavinucha	(Gould)	1834	Proc. Zool. Soc. London pt 1: 120	https://biodiversitylibrary.org/page/12859560
10753	PICIFORMES	Picidae	Chrysophlegma flavinucha flavinucha	(Gould)	1834	Proc. Zool. Soc. London pt 1: 120	https://biodiversitylibrary.org/page/12859560
10754	PICIFORMES	Picidae	Chrysophlegma flavinucha mystacale	Salvadori	1879	Ann. Mus. Civ. Stor. Nat. Genova 14: 182	https://biodiversitylibrary.org/page/9186454
10755	PICIFORMES	Picidae	Chrysophlegma flavinucha wrayi	Sharpe	1888	Proc. Zool. Soc. London (1888): 279	https://biodiversitylibrary.org/page/31825760
10756	PICIFORMES	Picidae	Chrysophlegma flavinucha pierrei	(Oustalet)	1889	Le Nat. (Ser. 2) 3: 45	https://biodiversitylibrary.org/page/10450866
10757	PICIFORMES	Picidae	Chrysophlegma flavinucha ricketti	Styan	1898	Bull. B.O.C. 7: 40	https://biodiversitylibrary.org/page/32475594
10758	PICIFORMES	Picidae	Chrysophlegma flavinucha styani	Ogilvie-Grant	1899	Ibis (Ser. 7) 5: 585	https://biodiversitylibrary.org/page/9036128
10759	PICIFORMES	Picidae	Chrysophlegma flavinucha korinchi	Chasen	1940	Treubia 17 Afl. 4: 261	https://e-journal.biologi.lipi.go.id/index.php/treubia/article/view/2572/2214
10760	PICIFORMES	Picidae	Chrysophlegma flavinucha kumaonense	Koelz	1950	Am. Mus. Novit. 1452: 4	http://hdl.handle.net/2246/4237
10761	PICIFORMES	Picidae	Picus	Linnaeus	1758		
10762	PICIFORMES	Picidae	Picus chlorolophus	Vieillot	1818	Nouv. Dict. d'Hist. Nat. 26: 78	https://biodiversitylibrary.org/page/18046214
10763	PICIFORMES	Picidae	Picus chlorolophus chlorolophus	Vieillot	1818	Nouv. Dict. d'Hist. Nat. 26: 78	https://biodiversitylibrary.org/page/18046214
10764	PICIFORMES	Picidae	Picus chlorolophus chlorigaster	Jerdon	1845	Madras J. Lit. Sci. 13 (31): 139	https://biodiversitylibrary.org/page/46472800
10765	PICIFORMES	Picidae	Picus chlorolophus rodgeri	"(Hartert, E & Butler, AL)"	1898	Novit. Zool. 5: 508	https://biodiversitylibrary.org/page/3219929
10766	PICIFORMES	Picidae	Picus chlorolophus citrinocristatus	(Rickett)	1901	Bull. B.O.C. 11: 46	https://biodiversitylibrary.org/page/37116516
10767	PICIFORMES	Picidae	Picus chlorolophus longipennis	"(Hartert, E)"	1910	Novit. Zool. 17: 222	https://biodiversitylibrary.org/page/3108819
10768	PICIFORMES	Picidae	Picus chlorolophus vanheysti	(Robinson & Kloss)	1919	J. Str. Branch R. As. Soc. no. 80: 97	https://biodiversitylibrary.org/page/41828465
10769	PICIFORMES	Picidae	Picus chlorolophus simlae	"Meinertzhagen, R"	1924	Bull. B.O.C. 44: 54	https://biodiversitylibrary.org/page/40499289
10770	PICIFORMES	Picidae	Picus chlorolophus wellsi	"Meinertzhagen, R"	1924	Bull. B.O.C. 44: 56	https://biodiversitylibrary.org/page/40499291
10771	PICIFORMES	Picidae	Picus chlorolophus annamensis	"Meinertzhagen, R"	1924	Bull. B.O.C. 44: 57	https://biodiversitylibrary.org/page/40499292
10772	PICIFORMES	Picidae	Picus puniceus	Horsfield	1821	Trans. Linn. Soc. London (Ser. 1) 13: 176	https://biodiversitylibrary.org/page/754909
10773	PICIFORMES	Picidae	Picus puniceus puniceus	Horsfield	1821	Trans. Linn. Soc. London (Ser. 1) 13: 176	https://biodiversitylibrary.org/page/754909
10774	PICIFORMES	Picidae	Picus puniceus observandus	"(Hartert, E)"	1896	Novit. Zool. 3: 542	https://biodiversitylibrary.org/page/3218600
10775	PICIFORMES	Picidae	Picus puniceus soligae	Meyer de Schauensee & Ripley	1940	Proc. Acad. Nat. Sci. Philadelphia 91 [1939]: 405	https://www.jstor.org/stable/4064295
10776	PICIFORMES	Picidae	Picus viridanus	Blyth	1843	J. Asiat. Soc. Bengal 12 (2): 1000	https://biodiversitylibrary.org/page/40060989
10777	PICIFORMES	Picidae	Picus vittatus	Vieillot	1818	Nouv. Dict. d'Hist. Nat. 26: 91	https://biodiversitylibrary.org/page/18046227
10778	PICIFORMES	Picidae	Picus xanthopygaeus	"(Gray, JE & Gray, GR)"	1847	Cat. Mamm. Birds Nepal Thibet: 117	https://biodiversitylibrary.org/page/23852890
10779	PICIFORMES	Picidae	Picus squamatus	Vigors	1831	Proc. Comm. Zool. Soc. London pt 1: 8	https://biodiversitylibrary.org/page/12861416
10780	PICIFORMES	Picidae	Picus squamatus squamatus	Vigors	1831	Proc. Comm. Zool. Soc. London pt 1: 8	https://biodiversitylibrary.org/page/12861416
10781	PICIFORMES	Picidae	Picus squamatus flavirostris	(Menzbier)	1886	Bull. Soc. Imp. Nat. Moscou 62: 439	https://biodiversitylibrary.org/page/34271449
10782	PICIFORMES	Picidae	Picus awokera	Temminck	1836	Pl. Col. livr. 99 pl. 585	
10783	PICIFORMES	Picidae	Picus awokera awokera	Temminck	1836	Pl. Col. livr. 99 pl. 585	
10784	PICIFORMES	Picidae	Picus awokera horii	Taka-Tsukasa	1918	Dobutsu. Zasshi 30: 422	
10785	PICIFORMES	Picidae	Picus awokera takatsukasae	"Kuroda, Nagamichi"	1921	Auk 38: 576	https://sora.unm.edu/sites/default/files/journals/auk/v038n04/p0575-p0582.pdf
10786	PICIFORMES	Picidae	Picus viridis	Linnaeus	1758	Syst. Nat. (ed. 10) 1: 113	https://biodiversitylibrary.org/page/727018
10787	PICIFORMES	Picidae	Picus viridis viridis	Linnaeus	1758	Syst. Nat. (ed. 10) 1: 113	https://biodiversitylibrary.org/page/727018
10788	PICIFORMES	Picidae	Picus viridis karelini	"Brandt, JF"	1841	Bull. Sci. Acad. Imp. Sci. St. Petersb. 9 no. 1 col. 12	
10789	PICIFORMES	Picidae	Picus viridis innominatus	(Zarudny & Loudon)	1905	Orn. Monatsb. 13: 49	https://biodiversitylibrary.org/page/32582084
10790	PICIFORMES	Picidae	Picus sharpei	"(Saunders, H)"	1872	Proc. Zool. Soc. London Pt 1: 153	https://www.biodiversitylibrary.org/page/28611513
10791	PICIFORMES	Picidae	Picus vaillantii	(Malherbe)	1847	Mem. Acad. R. Metz 28: 130	
10792	PICIFORMES	Picidae	Picus rabieri	(Oustalet)	1898	Bull. Mus. d'Hist. Nat. Paris 4: 12	https://biodiversitylibrary.org/page/42893415
10793	PICIFORMES	Picidae	Picus erythropygius	"(Elliot, DG)"	1865	Nouv. Arch. Mus. d'Hist. Nat. Bull. 1 fasc. 4: 76 pl. 3	https://biodiversitylibrary.org/page/13961344
10794	PICIFORMES	Picidae	Picus erythropygius erythropygius	"(Elliot, DG)"	1865	Nouv. Arch. Mus. d'Hist. Nat. Bull. 1 fasc. 4: 76 pl. 3	https://biodiversitylibrary.org/page/13961344
10795	PICIFORMES	Picidae	Picus erythropygius nigrigenis	(Hume)	1874	"Stray Feathers 2: 444, 471, note"	https://biodiversitylibrary.org/page/29846825
10796	PICIFORMES	Picidae	Picus canus	"Gmelin, JF"	1788	Syst. Nat. (ed. 12) 1: 434	https://biodiversitylibrary.org/page/2897034
10797	PICIFORMES	Picidae	Picus canus canus	"Gmelin, JF"	1788	Syst. Nat. (ed. 12) 1: 434	https://biodiversitylibrary.org/page/2897034
10798	PICIFORMES	Picidae	Picus canus guerini	(Malherbe)	1849	Rev. Mag. Zool. (Ser. 2) 1: 539	https://biodiversitylibrary.org/page/2343761
10799	PICIFORMES	Picidae	Picus canus tancolo	(Gould)	1863	Proc. Zool. Soc. London (1862): 283	https://biodiversitylibrary.org/page/28627265
10800	PICIFORMES	Picidae	Picus canus jessoensis	Stejneger	1886	Proc. U.S. Natl. Mus. 9: 106	https://biodiversitylibrary.org/page/7600971
10801	PICIFORMES	Picidae	Picus canus kogo	(Bianchi)	1906	Bull. B.O.C. 16: 69	https://biodiversitylibrary.org/page/32432753
10802	PICIFORMES	Picidae	Picus canus sordidior	(Rippon)	1906	Bull. B.O.C. 19: 32	https://biodiversitylibrary.org/page/32433114
10803	PICIFORMES	Picidae	Picus canus robinsoni	(Ogilvie-Grant)	1906	Bull. B.O.C. 19: 11	https://biodiversitylibrary.org/page/32433093
10804	PICIFORMES	Picidae	Picus canus dedemi	(Van Oort)	1911	Notes Leyden Mus. 34: 59	https://biodiversitylibrary.org/page/13206669
10805	PICIFORMES	Picidae	Picus canus hessei	Gyldenstolpe	1916	Orn. Monatsb. 24: 28	https://biodiversitylibrary.org/page/8762328
10806	PICIFORMES	Picidae	Picus canus sanguiniceps	"Baker, ECS"	1926	Bull. B.O.C. 46: 70	https://biodiversitylibrary.org/page/40498733
10807	PICIFORMES	Picidae	Picus canus sobrinus	"Peters, JL"	1948	Check-list Birds World 6: 136	https://biodiversitylibrary.org/page/14477569
10808	PICIFORMES	Picidae	Dinopium	Rafinesque	1814		
10809	PICIFORMES	Picidae	Dinopium shorii	(Vigors)	1831	Proc. Comm. Zool. Soc. London pt 1: 175	https://biodiversitylibrary.org/page/12861585
10810	PICIFORMES	Picidae	Dinopium shorii shorii	(Vigors)	1831	Proc. Comm. Zool. Soc. London pt 1: 175	https://biodiversitylibrary.org/page/12861585
10811	PICIFORMES	Picidae	Dinopium shorii anguste	Ripley	1950	Proc. Biol. Soc. Wash. 63: 102	https://biodiversitylibrary.org/page/35879034
10812	PICIFORMES	Picidae	Dinopium javanense	(Ljungh)	1797	K. Vet. Akad. Nya Handl. (Ser. 2) 18: 134 pl. 6	https://biodiversitylibrary.org/page/46950189
10813	PICIFORMES	Picidae	Dinopium javanense javanense	(Ljungh)	1797	K. Vet. Akad. Nya Handl. (Ser. 2) 18: 134 pl. 6	https://biodiversitylibrary.org/page/46950189
10814	PICIFORMES	Picidae	Dinopium javanense intermedium	(Blyth)	1845	J. Asiat. Soc. Bengal 14 (1): 193	https://biodiversitylibrary.org/page/40131964
10815	PICIFORMES	Picidae	Dinopium javanense borneonense	"(Dubois, AJC)"	1897	Proc. Zool. Soc. London (1897): 782	https://biodiversitylibrary.org/page/30987999
10816	PICIFORMES	Picidae	Dinopium javanense exsul	"(Hartert, E)"	1901	Novit. Zool. 8: 51	https://biodiversitylibrary.org/page/3267785
10817	PICIFORMES	Picidae	Dinopium javanense malabaricum	Whistler	1934	J. Bombay Nat. Hist. Soc. 37 (1): 294	https://biodiversitylibrary.org/page/48185688
10818	PICIFORMES	Picidae	Dinopium everetti	(Tweeddale)	1878	Proc. Zool. Soc. London (1878): 612 pl. 37	https://biodiversitylibrary.org/page/28519288
10819	PICIFORMES	Picidae	Dinopium benghalense	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 113	https://biodiversitylibrary.org/page/727018
10820	PICIFORMES	Picidae	Dinopium benghalense benghalense	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 113	https://biodiversitylibrary.org/page/727018
10821	PICIFORMES	Picidae	Dinopium benghalense puncticolle	(Malherbe)	1845	"Cat. Rer. nat. rar.: 18 no. 189, 190"	https://biodiversitylibrary.org/page/13555729
10822	PICIFORMES	Picidae	Dinopium benghalense dilutum	(Blyth)	1852	Cat. Birds Mus. As. Soc.: 56	
10823	PICIFORMES	Picidae	Dinopium benghalense tehminae	(Whistler & Kinnear)	1934	J. Bombay Nat. Hist. Soc. 37 (1): 293	https://biodiversitylibrary.org/page/48185687
10824	PICIFORMES	Picidae	Dinopium benghalense jaffnense	(Whistler)	1944	Spolia Zeylanica 23: 206	
10825	PICIFORMES	Picidae	Dinopium psarodes	"(Lichtenstein, AAH)"	1793	Cat. Nat. Rari. P. 18	https://www.biodiversitylibrary.org/page/13555729
10826	PICIFORMES	Picidae	Chrysocolaptes	Blyth	1843		
10827	PICIFORMES	Picidae	Chrysocolaptes lucidus	(Scopoli)	1786	Del. Flor. Faun. Insubr. 2: 89	http://bibdigital.rjb.csic.es/ing/Libro.php?Libro=2427
10828	PICIFORMES	Picidae	Chrysocolaptes lucidus lucidus	(Scopoli)	1786	Del. Flor. Faun. Insubr. 2: 89	http://bibdigital.rjb.csic.es/ing/Libro.php?Libro=2427
10829	PICIFORMES	Picidae	Chrysocolaptes lucidus rufopunctatus	Hargitt	1889	Ibis (Ser. 6) 1:231	https://biodiversitylibrary.org/page/16280611
10830	PICIFORMES	Picidae	Chrysocolaptes lucidus montanus	Ogilvie-Grant	1905	Bull. B.O.C. 16: 16	https://biodiversitylibrary.org/page/32432698
10831	PICIFORMES	Picidae	Chrysocolaptes haematribon	(Wagler)	1827	"Syst. Av. Picus sp. 95, p. 46"	https://biodiversitylibrary.org/page/54130563
10832	PICIFORMES	Picidae	Chrysocolaptes xanthocephalus	"Walden & Layard, EL"	1872	Ibis (Ser. 3) 2: 99 pl. 4	https://biodiversitylibrary.org/page/8618053
10833	PICIFORMES	Picidae	Chrysocolaptes erythrocephalus	Sharpe	1877	Trans. Linn. Soc. London (Ser. 2) 1: 315 pl. 46 fig. 1	https://biodiversitylibrary.org/page/28379493
10834	PICIFORMES	Picidae	Chrysocolaptes strictus	(Horsfield)	1821	Trans. Linn. Soc. London (Ser. 1) 13: 176	https://biodiversitylibrary.org/page/754909
10835	PICIFORMES	Picidae	Chrysocolaptes strictus strictus	(Horsfield)	1821	Trans. Linn. Soc. London (Ser. 1) 13: 176	https://biodiversitylibrary.org/page/754909
10836	PICIFORMES	Picidae	Chrysocolaptes strictus kangeanensis	Hoogerwerf	1963	Bull. B.O.C. 83: 113	https://biodiversitylibrary.org/page/40813632
10837	PICIFORMES	Picidae	Chrysocolaptes guttacristatus	(Tickell)	1833	J. Asiat. Soc. Bengal 2: 578	https://biodiversitylibrary.org/page/37179078
10838	PICIFORMES	Picidae	Chrysocolaptes guttacristatus guttacristatus	(Tickell)	1833	J. Asiat. Soc. Bengal 2: 578	https://biodiversitylibrary.org/page/37179078
10839	PICIFORMES	Picidae	Chrysocolaptes guttacristatus sultaneus	(Hodgson)	1837	J. Asiat. Soc. Bengal 6 (1): 105	https://biodiversitylibrary.org/page/37179339
10840	PICIFORMES	Picidae	Chrysocolaptes guttacristatus indomalayicus	Hesse	1911	Orn. Monatsb. 19: 182	https://biodiversitylibrary.org/page/32971244
10841	PICIFORMES	Picidae	Chrysocolaptes guttacristatus socialis	Koelz	1939	Proc. Biol. Soc. Wash. 52: 78	https://biodiversitylibrary.org/page/34606427
10842	PICIFORMES	Picidae	Chrysocolaptes guttacristatus andrewsi	Amadon	1943	Ibis 83: 332	
10843	PICIFORMES	Picidae	Chrysocolaptes stricklandi	"(Layard, EL)"	1854	Ann. Mag. Nat. Hist. (Ser. 2) 13: 449	https://biodiversitylibrary.org/page/22193781
10844	PICIFORMES	Picidae	Chrysocolaptes festivus	(Boddaert)	1783	Table Planches Enlum.: 43	https://biodiversitylibrary.org/page/27822663
10845	PICIFORMES	Picidae	Chrysocolaptes festivus festivus	(Boddaert)	1783	Table Planches Enlum.: 43	https://biodiversitylibrary.org/page/27822663
10846	PICIFORMES	Picidae	Chrysocolaptes festivus tantus	Ripley	1946	Spolia Zeylanica 24: 214	
10847	PICIFORMES	Picidae	Gecinulus	Blyth	1845		
10848	PICIFORMES	Picidae	Gecinulus grantia	(Horsfield)	1840	Proc. Zool. Soc. London pt 7: 165	https://biodiversitylibrary.org/page/30571408
10849	PICIFORMES	Picidae	Gecinulus grantia grantia	(Horsfield)	1840	Proc. Zool. Soc. London pt 7: 165	https://biodiversitylibrary.org/page/30571408
10850	PICIFORMES	Picidae	Gecinulus grantia viridanus	Slater	1897	Ibis (Ser. 7) 3: 176	https://biodiversitylibrary.org/page/16188963
10851	PICIFORMES	Picidae	Gecinulus grantia indochinensis	Delacour	1927	Bull. B.O.C. 47: 154	https://biodiversitylibrary.org/page/40499169
10852	PICIFORMES	Picidae	Gecinulus viridis	Blyth	1862	J. Asiat. Soc. Bengal 31: 341	https://biodiversitylibrary.org/page/56712067
10853	PICIFORMES	Picidae	Gecinulus viridis viridis	Blyth	1862	J. Asiat. Soc. Bengal 31: 341	https://biodiversitylibrary.org/page/56712067
10854	PICIFORMES	Picidae	Gecinulus viridis robinsoni	Kloss	1918	Ibis (Ser. 10) 6: 105	https://biodiversitylibrary.org/page/16281903
10855	PICIFORMES	Picidae	Gecinulus rafflesii	(Vigors)	1830	Mem. Life Pub. Serv. Sir T.S. Raffles: 669	
10856	PICIFORMES	Picidae	Gecinulus rafflesii rafflesii	(Vigors)	1830	Mem. Life Pub. Serv. Sir T.S. Raffles: 669	
10857	PICIFORMES	Picidae	Gecinulus rafflesii dulitensis	(Delacour)	1946	Zoologica 31: 2	https://biodiversitylibrary.org/page/50979086
10858	PICIFORMES	Picidae	Blythipicus	Bonaparte	1854		
10859	PICIFORMES	Picidae	Blythipicus rubiginosus	(Swainson)	1837	Birds W. Afr. 2: 150	
10860	PICIFORMES	Picidae	Blythipicus pyrrhotis	(Hodgson)	1837	J. Asiat. Soc. Bengal 6 (1): 108	https://biodiversitylibrary.org/page/37179342
10861	PICIFORMES	Picidae	Blythipicus pyrrhotis pyrrhotis	(Hodgson)	1837	J. Asiat. Soc. Bengal 6 (1): 108	https://biodiversitylibrary.org/page/37179342
10862	PICIFORMES	Picidae	Blythipicus pyrrhotis sinensis	(Rickett)	1897	Bull. B.O.C. 6: 50	https://biodiversitylibrary.org/page/32475526
10863	PICIFORMES	Picidae	Blythipicus pyrrhotis hainanus	(Ogilvie-Grant)	1899	Ibis (Ser. 7) 5: 585	https://biodiversitylibrary.org/page/9036128
10864	PICIFORMES	Picidae	Blythipicus pyrrhotis annamensis	Kinnear	1926	Bull. B.O.C. 46: 72	https://biodiversitylibrary.org/page/40498735
10865	PICIFORMES	Picidae	Blythipicus pyrrhotis cameroni	Robinson	1928	Bull. B.O.C. 48: 57	https://biodiversitylibrary.org/page/40501102
10866	PICIFORMES	Picidae	Reinwardtipicus	Bonaparte	1854		
10867	PICIFORMES	Picidae	Reinwardtipicus validus	(Temminck)	1825	Pl. Col. livr. 64 pl. 378	
10868	PICIFORMES	Picidae	Reinwardtipicus validus validus	(Temminck)	1825	Pl. Col. livr. 64 pl. 378	
10869	PICIFORMES	Picidae	Reinwardtipicus validus xanthopygius	(Finsch)	1905	Notes Leyden Mus. 26: 34	https://biodiversitylibrary.org/page/9645777
10870	PICIFORMES	Picidae	Micropternus	Blyth	1845		
10871	PICIFORMES	Picidae	Micropternus brachyurus	(Vieillot)	1818	Nouv. Dict. d'Hist. Nat. 26: 103	https://biodiversitylibrary.org/page/18046239
10872	PICIFORMES	Picidae	Micropternus brachyurus brachyurus	(Vieillot)	1818	Nouv. Dict. d'Hist. Nat. 26: 103	https://biodiversitylibrary.org/page/18046239
10873	PICIFORMES	Picidae	Micropternus brachyurus badius	(Raffles)	1822	Trans. Linn. Soc. London (Ser. 1) 13: 289	https://biodiversitylibrary.org/page/755035
10874	PICIFORMES	Picidae	Micropternus brachyurus phaioceps	(Blyth)	1845	J. Asiat. Soc. Bengal 14 (1): 195	https://biodiversitylibrary.org/page/40131966
10875	PICIFORMES	Picidae	Micropternus brachyurus jerdonii	(Malherbe)	1849	Rev. Mag. Zool. (Ser. 2) 1: 535	https://biodiversitylibrary.org/page/2343765
10876	PICIFORMES	Picidae	Micropternus brachyurus badiosus	(Bonaparte)	1850	Consp. Gen. Av. 1: 113	https://biodiversitylibrary.org/page/43560174
10877	PICIFORMES	Picidae	Micropternus brachyurus fokiensis	(Swinhoe)	1863	Proc. Zool. Soc. London (1863): 87	https://biodiversitylibrary.org/page/30681395
10878	PICIFORMES	Picidae	Micropternus brachyurus holroydi	Swinhoe	1870	Ibis (Ser. 2) 6: 95	https://biodiversitylibrary.org/page/16187034
10879	PICIFORMES	Picidae	Micropternus brachyurus humei	Kloss	1918	Ibis (Ser. 10) 6: 109	https://biodiversitylibrary.org/page/16281907
10880	PICIFORMES	Picidae	Micropternus brachyurus williamsoni	Kloss	1918	Ibis (Ser. 10) 6: 107	https://biodiversitylibrary.org/page/16281905
10881	PICIFORMES	Picidae	Micropternus brachyurus annamensis	Delacour & Jabouille	1924	Bull. B.O.C. 45: 31	https://biodiversitylibrary.org/page/40498838
10882	PICIFORMES	Picidae	Meiglyptes	Swainson	1837		
10883	PICIFORMES	Picidae	Meiglyptes tristis	(Horsfield)	1821	Trans. Linn. Soc. London (Ser. 1) 13: 177	https://biodiversitylibrary.org/page/754910
10884	PICIFORMES	Picidae	Meiglyptes tristis tristis	(Horsfield)	1821	Trans. Linn. Soc. London (Ser. 1) 13: 177	https://biodiversitylibrary.org/page/754910
10885	PICIFORMES	Picidae	Meiglyptes tristis grammithorax	(Malherbe)	1862	"Monogr. Picidees 2: 12; 3 pl. 48 fig. 4, 5, 6"	https://biodiversitylibrary.org/page/40242059
10886	PICIFORMES	Picidae	Meiglyptes jugularis	(Blyth)	1845	J. Asiat. Soc. Bengal 14 (1): 195	https://biodiversitylibrary.org/page/40131966
10887	PICIFORMES	Picidae	Meiglyptes tukki	"(Lesson, R)"	1839	Rev. Zool. 2: 167	https://biodiversitylibrary.org/page/2299373
10888	PICIFORMES	Picidae	Meiglyptes tukki tukki	"(Lesson, R)"	1839	Rev. Zool. 2: 167	https://biodiversitylibrary.org/page/2299373
10889	PICIFORMES	Picidae	Meiglyptes tukki infuscatus	Salvadori	1887	Ann. Mus. Civ. Stor. Nat. Genova 24: 531	https://biodiversitylibrary.org/page/29872435
10890	PICIFORMES	Picidae	Meiglyptes tukki percnerpes	Oberholser	1924	J. Wash. Acad. Sci. 14: 301	https://biodiversitylibrary.org/page/39702525
10891	PICIFORMES	Picidae	Meiglyptes tukki pulonis	Chasen & Kloss	1929	J. Orn. Erganzungsband 2: 112	
10892	PICIFORMES	Picidae	Meiglyptes tukki batu	Meyer de Schauensee & Ripley	1940	Proc. Acad. Nat. Sci. Philadelphia 91 [1939]: 406	https://www.jstor.org/stable/4064295
10893	PICIFORMES	Picidae	Mulleripicus	Bonaparte	1854		
10894	PICIFORMES	Picidae	Mulleripicus fulvus	(Quoy & Gaimard)	1832	Voy. Astrolabe Zool. 1: 228 Atlas Ois. pl. 17 fig. 2 2	
10895	PICIFORMES	Picidae	Mulleripicus fulvus fulvus	(Quoy & Gaimard)	1832	Voy. Astrolabe Zool. 1: 228 Atlas Ois. pl. 17 fig. 2 2	
10896	PICIFORMES	Picidae	Mulleripicus fulvus wallacei	Tweeddale	1877	Ann. Mag. Nat. Hist. (Ser. 4) 20: 533	https://biodiversitylibrary.org/page/15686658
10897	PICIFORMES	Picidae	Mulleripicus funebris	(Valenciennes)	1826	Dict. Sci. Nat. 40: 179	https://biodiversitylibrary.org/page/25307088
10898	PICIFORMES	Picidae	Mulleripicus funebris funebris	(Valenciennes)	1826	Dict. Sci. Nat. 40: 179	https://biodiversitylibrary.org/page/25307088
10899	PICIFORMES	Picidae	Mulleripicus funebris fuliginosus	Tweeddale	1877	Ann. Mag. Nat. Hist. (Ser. 4) 20: 534	https://biodiversitylibrary.org/page/15686659
10900	PICIFORMES	Picidae	Mulleripicus pulverulentus	(Temminck)	1826	Pl. Col. livr. 66 pl. 389	
10901	PICIFORMES	Picidae	Mulleripicus pulverulentus pulverulentus	(Temminck)	1826	Pl. Col. livr. 66 pl. 389	
10902	PICIFORMES	Picidae	Mulleripicus pulverulentus harterti	Hesse	1911	Orn. Monatsb. 19: 182	https://biodiversitylibrary.org/page/32971244
10903	PICIFORMES	Picidae	Mulleripicus pulverulentus mohun	Ripley	1950	Proc. Biol. Soc. Wash. 63: 103	https://biodiversitylibrary.org/page/35879035
