1	ORDER	FAMILY	TAXON	AUTHORITY	TYPE SPECIES	YEAR	REFERENCE	URL
971	GALLIFORMES	Phasianidae	Tetrastes sewerzowi sewerzowi	Przewalski		1876	Mongol. Strana Tangut. 2: 130 pl. 18	
972	GALLIFORMES	Phasianidae	Tetrastes sewerzowi secundus	Riley		1925	Auk 42: 423	https://sora.unm.edu/sites/default/files/journals/auk/v042n03/p0422-p0423.pdf
973	GALLIFORMES	Phasianidae	Falcipennis	"Elliot, DG"	1.000	1864		
974	GALLIFORMES	Phasianidae	Falcipennis falcipennis	(Hartlaub)		1855	J. für Orn. 3: 39	https://biodiversitylibrary.org/page/13947197
975	GALLIFORMES	Phasianidae	Falcipennis canadensis	(Linnaeus)		1758	Syst. Nat. (ed. 10) 1: 159	https://biodiversitylibrary.org/page/727066
976	GALLIFORMES	Phasianidae	Falcipennis canadensis osgoodi	(Bishop)		1900	Auk 17: 114	https://sora.unm.edu/sites/default/files/journals/auk/v017n02/p0113-p0120.pdf
977	GALLIFORMES	Phasianidae	Falcipennis canadensis atratus	(Grinnell)		1910	Univ. Calif. Pub. Zool. 5: 380	https://biodiversitylibrary.org/page/29393708
978	GALLIFORMES	Phasianidae	Falcipennis canadensis isleibi	Dickerman & Gustafson		1996	Western Birds 27: 43	https://sora.unm.edu/sites/default/files/journals/wb/v27n01/p0041-p0047.pdf
979	GALLIFORMES	Phasianidae	Falcipennis canadensis canadensis	(Linnaeus)		1758	Syst. Nat. (ed. 10) 1: 159	https://biodiversitylibrary.org/page/727066
980	GALLIFORMES	Phasianidae	Falcipennis canadensis canace	(Linnaeus)		1766	Syst. Nat. (ed. 12) 1: 275	https://biodiversitylibrary.org/page/42946471
981	GALLIFORMES	Phasianidae	Falcipennis canadensis franklinii	(Douglas)		1829	Trans. Linn. Soc. London (Ser. 1) 16: 139	https://biodiversitylibrary.org/page/762960
982	GALLIFORMES	Phasianidae	Tetrao	Linnaeus	1.000	1758		
983	GALLIFORMES	Phasianidae	Tetrao urogallus	Linnaeus		1758	Syst. Nat. (ed. 10) 1: 159	https://biodiversitylibrary.org/page/727066
984	GALLIFORMES	Phasianidae	Tetrao urogallus cantabricus	Castroviejo		1967	J. für Orn. 108: 220	
985	GALLIFORMES	Phasianidae	Tetrao urogallus aquitanicus	"Ingram, C"		1915	Ibis (Ser. 10) 3: 132	https://biodiversitylibrary.org/page/8749912
986	GALLIFORMES	Phasianidae	Tetrao urogallus crassirostris	"Brehm, CL"		1831	Handb. Naturgesch. Vog. Deutschl. p. 504	
987	GALLIFORMES	Phasianidae	Tetrao urogallus volgensis	Buturlin		1907	Orn. Monatsb. 15: 81	https://biodiversitylibrary.org/page/32588936
988	GALLIFORMES	Phasianidae	Tetrao urogallus urogallus	Linnaeus		1758	Syst. Nat. (ed. 10) 1: 159	https://biodiversitylibrary.org/page/727066
989	GALLIFORMES	Phasianidae	Tetrao urogallus kureikensis	Buturlin		1927	Uragus 2: 1	
990	GALLIFORMES	Phasianidae	Tetrao urogallus uralensis	Nazarov		1886	"Bull. Soc. Imp. Nat. Moscou 62: 367, 372"	https://biodiversitylibrary.org/page/8521803
991	GALLIFORMES	Phasianidae	Tetrao urogallus taczanowskii	(Stejneger)		1885	"Bull. U.S. Natl. Mus. no. 29: 193, note"	https://biodiversitylibrary.org/page/7744085
992	GALLIFORMES	Phasianidae	Tetrao urogalloides	Middendorff		1853	"Siberische Reise, p. 195"	https://biodiversitylibrary.org/page/37054700
993	GALLIFORMES	Phasianidae	Tetrao urogalloides urogalloides	Middendorff		1853	"Siberische Reise, p. 195"	https://biodiversitylibrary.org/page/37054700
994	GALLIFORMES	Phasianidae	Tetrao urogalloides kamtschaticus	Kittlitz		1858	"Denkw. Reiseruss Amer. 2: 354, fig."	
995	GALLIFORMES	Phasianidae	Lyrurus	Swainson	1.000	1832		
996	GALLIFORMES	Phasianidae	Lyrurus tetrix	(Linnaeus)		1758	Syst. Nat. (ed. 10) 1: 159	https://biodiversitylibrary.org/page/727066
997	GALLIFORMES	Phasianidae	Lyrurus tetrix britannicus	Witherby & Lönnberg		1913	Brit. Birds 6: 270	https://biodiversitylibrary.org/page/9386228
998	GALLIFORMES	Phasianidae	Lyrurus tetrix tetrix	(Linnaeus)		1758	Syst. Nat. (ed. 10) 1: 159	https://biodiversitylibrary.org/page/727066
999	GALLIFORMES	Phasianidae	Lyrurus tetrix viridanus	"(Lorenz, T)"		1891	J. für Orn. (Ser. 4) 39: 366	https://biodiversitylibrary.org/page/32707670
1000	GALLIFORMES	Phasianidae	Lyrurus tetrix baikalensis	"(Lorenz, T)"		1911	Birkhuhner. Russ.: 3	
1001	GALLIFORMES	Phasianidae	Lyrurus tetrix mongolicus	(Lönnberg)		1904	Orn. Monatsb. 12: 108	https://biodiversitylibrary.org/page/32585155
1002	GALLIFORMES	Phasianidae	Lyrurus tetrix ussuriensis	(Kohts)		1911	Birkhuhner. Russ.: 3	
1003	GALLIFORMES	Phasianidae	Lyrurus mlokosiewiczi	(Taczanowski)		1875	Proc. Zool. Soc. London (1875): 267	https://biodiversitylibrary.org/page/28501484
1004	GALLIFORMES	Phasianidae	Centrocercus	Swainson	1.000	1832		
1005	GALLIFORMES	Phasianidae	Centrocercus urophasianus	(Bonaparte)		1827	Zool. Journ. 3: 213	https://biodiversitylibrary.org/page/27485739
1006	GALLIFORMES	Phasianidae	Centrocercus minimus	"Young, Braun, C, Oyler-McCance, Hupp & Quinn"		2000	Wilson Bull. 112: 446	https://biodiversitylibrary.org/page/53469614
1007	GALLIFORMES	Phasianidae	Dendragapus	"Elliot, DG"	1.000	1864		
1008	GALLIFORMES	Phasianidae	Dendragapus obscurus	(Say)		1822	"Exped. Rocky Mt. Phila. ed. 2: 14, note"	https://www.biodiversitylibrary.org/item/124315#page/26/mode/1up
1009	GALLIFORMES	Phasianidae	Dendragapus obscurus richardsonii	(Douglas)		1829	Trans. Linn. Soc. London (Ser. 1) 16: 141	https://biodiversitylibrary.org/page/762962
1010	GALLIFORMES	Phasianidae	Dendragapus obscurus pallidus	Swarth		1931	Proc. Cal. Acad. Sci. (Ser. 2) 20: 4	
1011	GALLIFORMES	Phasianidae	Dendragapus obscurus oreinus	Behle & Selander		1951	Proc. Biol. Soc. Wash. 64: 125	https://biodiversitylibrary.org/page/34567051
1012	GALLIFORMES	Phasianidae	Dendragapus obscurus obscurus	(Say)		1822	"Exped. Rocky Mt. Phila. ed. 2: 14, note"	https://www.biodiversitylibrary.org/item/124315#page/26/mode/1up
1013	GALLIFORMES	Phasianidae	Dendragapus fuliginosus	(Ridgway)		1873	For. Stream 1: 289	https://biodiversitylibrary.org/page/40407001
1014	GALLIFORMES	Phasianidae	Dendragapus fuliginosus sitkensis	Swarth		1921	Condor 23: 59	https://sora.unm.edu/node/96424
1015	GALLIFORMES	Phasianidae	Dendragapus fuliginosus fuliginosus	(Ridgway)		1873	For. Stream 1: 289	https://biodiversitylibrary.org/page/40407001
1016	GALLIFORMES	Phasianidae	Dendragapus fuliginosus sierrae	Chapman		1904	Bull. Am. Mus. Nat. Hist. 20: 159	http://hdl.handle.net/2246/684
1017	GALLIFORMES	Phasianidae	Dendragapus fuliginosus howardi	Dickey & Van Rossem		1923	Condor 25: 168	https://sora.unm.edu/sites/default/files/journals/condor/v025n05/p0168-p0169.pdf
1018	GALLIFORMES	Phasianidae	Tympanuchus	Gloger	1.000	1841		
1019	GALLIFORMES	Phasianidae	Tympanuchus phasianellus	(Linnaeus)		1758	Syst. Nat. (ed. 10) 1: 160	https://biodiversitylibrary.org/page/727067
1020	GALLIFORMES	Phasianidae	Tympanuchus phasianellus caurus	(Friedmann)		1943	J. Wash. Acad. Sci. 33: 190	https://biodiversitylibrary.org/page/39690439
1021	GALLIFORMES	Phasianidae	Tympanuchus phasianellus kennicotti	(Suckley)		1861	Proc. Acad. Nat. Sci. Philadelphia 13: 361	https://biodiversitylibrary.org/page/1683490
1022	GALLIFORMES	Phasianidae	Tympanuchus phasianellus phasianellus	(Linnaeus)		1758	Syst. Nat. (ed. 10) 1: 160	https://biodiversitylibrary.org/page/727067
1023	GALLIFORMES	Phasianidae	Tympanuchus phasianellus columbianus	(Ord)		1815	Geogr. ed. 4 (Am.) 2: 317	https://biodiversitylibrary.org/page/40043591
1024	GALLIFORMES	Phasianidae	Tympanuchus phasianellus hueyi	Dickerman & Hubbard		1994	Western Birds 25: 133	https://sora.unm.edu/sites/default/files/journals/wb/v25n03/p0128-p0136.pdf
1025	GALLIFORMES	Phasianidae	Tympanuchus phasianellus jamesi	(Lincoln)		1917	Proc. Biol. Soc. Wash. 30: 84	https://biodiversitylibrary.org/page/3334866
1026	GALLIFORMES	Phasianidae	Tympanuchus phasianellus campestris	(Ridgway)		1884	Proc. Biol. Soc. Wash. 2: 93	https://biodiversitylibrary.org/page/3736803
1027	GALLIFORMES	Phasianidae	Tympanuchus pallidicinctus	(Ridgway)		1873	For. Stream 1: 289	https://biodiversitylibrary.org/page/40407001
1028	GALLIFORMES	Phasianidae	Tympanuchus cupido	(Linnaeus)		1758	Syst. Nat. (ed. 10) 1: 160	https://biodiversitylibrary.org/page/727067
1029	GALLIFORMES	Phasianidae	Tympanuchus cupido cupido	(Linnaeus)		1758	Syst. Nat. (ed. 10) 1: 160	https://biodiversitylibrary.org/page/727067
1030	GALLIFORMES	Phasianidae	Tympanuchus cupido pinnatus	(Brewster)		1885	Auk 2: 82	https://sora.unm.edu/sites/default/files/journals/auk/v002n01/p0080-p0084.pdf
1031	GALLIFORMES	Phasianidae	Tympanuchus cupido attwateri	Bendire		1893	For. Stream 40: 425	https://biodiversitylibrary.org/page/46290184
1032	GALLIFORMES	Phasianidae	Lagopus	Brisson	1.000	1760		
1033	GALLIFORMES	Phasianidae	Lagopus leucura	(Richardson)		1831	Am. Orn. [Jameson ed.] 4: 330	https://biodiversitylibrary.org/page/54563613
1034	GALLIFORMES	Phasianidae	Lagopus leucura peninsularis	Chapman		1902	Bull. Am. Mus. Nat. Hist. 16: 236	http://hdl.handle.net/2246/506
1035	GALLIFORMES	Phasianidae	Lagopus leucura leucura	(Richardson)		1831	Am. Orn. [Jameson ed.] 4: 330	https://biodiversitylibrary.org/page/54563613
1036	GALLIFORMES	Phasianidae	Lagopus leucura rainierensis	"Taylor, W"		1920	Condor 22: 146	https://sora.unm.edu/node/96347
1037	GALLIFORMES	Phasianidae	Lagopus leucura saxatilis	Cowan		1939	Condor 41: 82	https://sora.unm.edu/node/98881
1038	GALLIFORMES	Phasianidae	Lagopus leucura altipetens	Osgood		1901	Auk 18: 180	https://sora.unm.edu/sites/default/files/journals/auk/v018n02/p0179-p0185.pdf
1039	GALLIFORMES	Phasianidae	Lagopus muta	(Montin)		1781	Phys. Sallsk. Handl. 1: 155	
1040	GALLIFORMES	Phasianidae	Lagopus muta muta	(Montin)		1781	Phys. Sallsk. Handl. 1: 155	
1041	GALLIFORMES	Phasianidae	Lagopus muta millaisi	"Hartert, E"		1923	Brit. Birds 17: 106	https://biodiversitylibrary.org/page/48163614
1042	GALLIFORMES	Phasianidae	Lagopus muta helvetica	(Thienemann)		1829	Syst. Darst. Fortpfl. Vog. Eur. 3: 95	https://biodiversitylibrary.org/page/43814050
1043	GALLIFORMES	Phasianidae	Lagopus muta pyrenaica	"Hartert, E"		1921	Vog. palaark. Fauna 3: 1869	https://biodiversitylibrary.org/page/14090828
1044	GALLIFORMES	Phasianidae	Lagopus muta pleskei	Serebrovski		1926	J. für Orn. 74: 696	
1045	GALLIFORMES	Phasianidae	Lagopus muta nadezdae	Serebrovski		1926	J. für Orn. 74: 693	
1046	GALLIFORMES	Phasianidae	Lagopus muta gerasimovi	Red'kin		2005	Ornitologiia 32: 8	
1047	GALLIFORMES	Phasianidae	Lagopus muta ridgwayi	Stejneger		1884	Proc. Biol. Soc. Wash. 2: 98	https://biodiversitylibrary.org/page/3736808
1048	GALLIFORMES	Phasianidae	Lagopus muta kurilensis	"Kuroda, Nagamichi"		1924	Bull. B.O.C. 45: 15	https://biodiversitylibrary.org/page/40498822
1049	GALLIFORMES	Phasianidae	Lagopus muta japonica	"Clark, AH"		1907	Proc. U.S. Natl. Mus. 32: 469	https://biodiversitylibrary.org/page/15664405
1050	GALLIFORMES	Phasianidae	Lagopus muta evermanni	"Elliot, DG"		1896	Auk 13: 25 pl. 3	https://sora.unm.edu/sites/default/files/journals/auk/v013n01/p0024-p0029.pdf
1051	GALLIFORMES	Phasianidae	Lagopus muta townsendi	"Elliot, DG"		1896	Auk 13: 26	https://sora.unm.edu/sites/default/files/journals/auk/v013n01/p0024-p0029.pdf
1052	GALLIFORMES	Phasianidae	Lagopus muta atkhensis	Turner		1882	"Proc. U.S. Natl. Mus. 5: 227, 230"	https://biodiversitylibrary.org/page/7320725
1053	GALLIFORMES	Phasianidae	Lagopus muta yunaskensis	Gabrielson & Lincoln		1951	Proc. Biol. Soc. Wash. 64: 63	https://biodiversitylibrary.org/page/34566989
1054	GALLIFORMES	Phasianidae	Lagopus muta nelsoni	Stejneger		1884	Auk 1: 226	https://sora.unm.edu/sites/default/files/journals/auk/v001n03/p0225-p0236.pdf
1055	GALLIFORMES	Phasianidae	Lagopus muta dixoni	Grinnell		1909	Univ. Calif. Pub. Zool. 5: 207	https://biodiversitylibrary.org/page/29393497
1056	GALLIFORMES	Phasianidae	Lagopus muta rupestris	"(Gmelin, JF)"		1789	Syst. Nat. (ed. 12) 1: 7511	https://biodiversitylibrary.org/page/2656246
1057	GALLIFORMES	Phasianidae	Lagopus muta welchi	Brewster		1885	Auk 2: 194	https://sora.unm.edu/sites/default/files/journals/auk/v002n02/p0193-p0195.pdf
1058	GALLIFORMES	Phasianidae	Lagopus muta saturata	Salomonsen		1950	Dansk Orn. For. Tidsskr. 44: 221	
1059	GALLIFORMES	Phasianidae	Lagopus muta macruros	Schiøler		1925	Dansk Orn. For. Tidsskr. 19: 114	
1060	GALLIFORMES	Phasianidae	Lagopus muta reinhardi	"(Brehm, CL)"		1824	Lehrbuch Naturgesch. 2: 986	
1061	GALLIFORMES	Phasianidae	Lagopus muta hyperborea	Sundevall		1845	Voy. Scand. Lapon. livr. 38 pl.	
1062	GALLIFORMES	Phasianidae	Lagopus muta islandorum	(Faber)		1822	Prodromus Island. Orn.: 6	https://biodiversitylibrary.org/page/51323523
1063	GALLIFORMES	Phasianidae	Lagopus lagopus	(Linnaeus)		1758	Syst. Nat. (ed. 10) 1: 159	https://biodiversitylibrary.org/page/727066
1064	GALLIFORMES	Phasianidae	Lagopus lagopus scotica	(Latham)		1787	Gen. Syn. Birds Suppl.: 290	https://biodiversitylibrary.org/page/33046889
1065	GALLIFORMES	Phasianidae	Lagopus lagopus variegata	Salomonsen		1936	Bull. B.O.C. 56: 99	https://biodiversitylibrary.org/page/40497778
1066	GALLIFORMES	Phasianidae	Lagopus lagopus lagopus	(Linnaeus)		1758	Syst. Nat. (ed. 10) 1: 159	https://biodiversitylibrary.org/page/727066
1067	GALLIFORMES	Phasianidae	Lagopus lagopus rossica	Serebrovski		1926	J. für Orn. 74: 511	
1068	GALLIFORMES	Phasianidae	Lagopus lagopus koreni	Thayer & Bangs		1914	Proc. New Engl. Zool. Cl. 5: 4	https://biodiversitylibrary.org/page/11086049
1069	GALLIFORMES	Phasianidae	Lagopus lagopus maior	"Lorenz, T"		1904	Orn. Monatsb. 12: 177	https://biodiversitylibrary.org/page/32585224
1070	GALLIFORMES	Phasianidae	Lagopus lagopus brevirostris	Hesse		1912	Orn. Monatsb. 20: 101	https://biodiversitylibrary.org/page/32584302
1071	GALLIFORMES	Phasianidae	Lagopus lagopus kozlowae	Portenko		1931	Mitt. Zool. Mus. Berlin 17 Heft 3: 416	
1072	GALLIFORMES	Phasianidae	Lagopus lagopus sserebrowsky	Domaniewski		1933	Acta Orn. Mus. Zool. Polonici 1: 156	
1073	GALLIFORMES	Phasianidae	Lagopus lagopus okadai	Momiyama		1928	Annot. Orn. Orient. 1: 238	
1074	GALLIFORMES	Phasianidae	Lagopus lagopus alascensis	Swarth		1926	Univ. Calif. Pub. Zool. 30: 87	
1075	GALLIFORMES	Phasianidae	Lagopus lagopus alexandrae	Grinnell		1909	Univ. Calif. Pub. Zool. 5: 204	https://biodiversitylibrary.org/page/29393494
1076	GALLIFORMES	Phasianidae	Lagopus lagopus leucoptera	Taverner		1932	Annual Rep. Nat. Mus. Canada 1930: 87	
1077	GALLIFORMES	Phasianidae	Lagopus lagopus alba	"(Gmelin, JF)"		1789	Syst. Nat. (ed. 12) 1: 750	https://biodiversitylibrary.org/page/2656245
1078	GALLIFORMES	Phasianidae	Lagopus lagopus ungavus	Riley		1911	Proc. Biol. Soc. Wash. 24: 233	https://biodiversitylibrary.org/page/3779576
1079	GALLIFORMES	Phasianidae	Lagopus lagopus alleni	Stejneger		1884	Auk 1: 369	https://sora.unm.edu/sites/default/files/journals/auk/v001n04/p0369-p0369.pdf
1080	GALLIFORMES	Phasianidae	Lerwa	Hodgson	1.000	1837		
1081	GALLIFORMES	Phasianidae	Lerwa lerwa	(Hodgson)		1833	Proc. Zool. Soc. London pt 1: 107	https://biodiversitylibrary.org/page/12859547
1082	GALLIFORMES	Phasianidae	Tetraophasis	"Elliot, DG"	1.000	1871		
1083	GALLIFORMES	Phasianidae	Tetraophasis obscurus	"(Verreaux, J)"		1869	Nouv. Arch. Mus. d'Hist. Nat. Bull. 5 fasc. 4: 33 pl. 6	https://biodiversitylibrary.org/page/13953858
1084	GALLIFORMES	Phasianidae	Tetraophasis szechenyii	Madarász		1885	Zeitsch. ges. Orn. 2: 50 pl. 2	https://biodiversitylibrary.org/page/41085472
1085	GALLIFORMES	Phasianidae	Tetraogallus	"Gray, JE"	1.000	1832		
1086	GALLIFORMES	Phasianidae	Tetraogallus caucasicus	(Pallas)		1811	Zoogr. Rosso-Asiat. 2: 76	https://biodiversitylibrary.org/page/29114973
1087	GALLIFORMES	Phasianidae	Tetraogallus caspius	"(Gmelin, SG)"		1784	Reisedurch Russland 4: 67 pl. 10	
1088	GALLIFORMES	Phasianidae	Tetraogallus caspius tauricus	Dresser		1876	Proc. Zool. Soc. London (1876): 675	https://biodiversitylibrary.org/page/29099924
1089	GALLIFORMES	Phasianidae	Tetraogallus caspius caspius	"(Gmelin, SG)"		1784	Reisedurch Russland 4: 67 pl. 10	
1090	GALLIFORMES	Phasianidae	Tetraogallus caspius semenowtianschanskii	Zarudny		1908	Orn. Monatsb. 16: 28	https://biodiversitylibrary.org/page/32660696
1091	GALLIFORMES	Phasianidae	Tetraogallus himalayensis	"Gray, GR"		1843	Proc. Zool. Soc. London pt 10: 105	https://biodiversitylibrary.org/page/30679867
1092	GALLIFORMES	Phasianidae	Tetraogallus himalayensis sauricus	Potapov		1993	Russ. J. Orn. 2: 4	
1093	GALLIFORMES	Phasianidae	Tetraogallus himalayensis sewerzowi	Zarudny		1910	Mess. Orn. 1: 108	https://biodiversitylibrary.org/page/33529905
1094	GALLIFORMES	Phasianidae	Tetraogallus himalayensis incognitus	Zarudny		1911	Mess. Orn. 2: 311	https://biodiversitylibrary.org/page/33530593
1095	GALLIFORMES	Phasianidae	Tetraogallus himalayensis himalayensis	"Gray, GR"		1843	Proc. Zool. Soc. London pt 10: 105	https://biodiversitylibrary.org/page/30679867
1096	GALLIFORMES	Phasianidae	Tetraogallus himalayensis grombczewskii	Bianchi		1898	"Annuaire Mus. Zool. Acad. Imp. Sci. St. Petersb. 3 (2): 116, 118"	https://biodiversitylibrary.org/page/39094878
1097	GALLIFORMES	Phasianidae	Tetraogallus himalayensis koslowi	Bianchi		1898	"Annuaire Mus. Zool. Acad. Imp. Sci. St. Petersb. 3 (2): 117, 119"	https://biodiversitylibrary.org/page/39094879
1098	GALLIFORMES	Phasianidae	Tetraogallus tibetanus	Gould		1854	Proc. Zool. Soc. London pt 21: 47	https://biodiversitylibrary.org/page/30747170
1099	GALLIFORMES	Phasianidae	Tetraogallus tibetanus tschimenensis	Sushkin		1926	Bull. B.O.C. 47: 36	https://biodiversitylibrary.org/page/40499007
1100	GALLIFORMES	Phasianidae	Tetraogallus tibetanus tibetanus	Gould		1854	Proc. Zool. Soc. London pt 21: 47	https://biodiversitylibrary.org/page/30747170
1101	GALLIFORMES	Phasianidae	Tetraogallus tibetanus aquilonifer	"Meinertzhagen, R & Meinertzhagen, A"		1926	Bull. B.O.C. 46: 99	https://biodiversitylibrary.org/page/40498762
1102	GALLIFORMES	Phasianidae	Tetraogallus tibetanus yunnanensis	Yang & Xu		1987	Acta Zootaxonomica Sinica 12: 104	
1103	GALLIFORMES	Phasianidae	Tetraogallus tibetanus henrici	Oustalet		1892	"Ann. Sci. Nat. Zool. (Ser. 7) 12: 296, 313"	https://biodiversitylibrary.org/page/36923847
1104	GALLIFORMES	Phasianidae	Tetraogallus tibetanus przewalskii	Bianchi		1907	Av. Exped. Kozlowi: 165	
1105	GALLIFORMES	Phasianidae	Tetraogallus altaicus	(Gebler)		1836	Bull. Sci. Acad. Imp. Sci. St. Petersb. 1: 31	https://www.biodiversitylibrary.org/page/11945760
1106	GALLIFORMES	Phasianidae	Alectoris	Kaup	1.000	1829		
1107	GALLIFORMES	Phasianidae	Alectoris graeca	(Meisner)		1804	Systemat. Verz. Vog.: 41	
1108	GALLIFORMES	Phasianidae	Alectoris graeca saxatilis	(Bechstein)		1805	Gemein. Naturgesch. Deutschlanded. 2 (1): 463	https://biodiversitylibrary.org/page/31013508
1109	GALLIFORMES	Phasianidae	Alectoris graeca graeca	(Meisner)		1804	Systemat. Verz. Vog.: 41	
1110	GALLIFORMES	Phasianidae	Alectoris graeca orlandoi	Priolo		1984	Riv. Ital. Orn. (Ser. 2) 54: 60	
1111	GALLIFORMES	Phasianidae	Alectoris graeca whitakeri	Schiebel		1934	Falco 30: 2	
1112	GALLIFORMES	Phasianidae	Alectoris chukar	"(Gray, JE)"		1830	Ill. Ind. Zool. 1 pt 2 pl. 54	https://biodiversitylibrary.org/page/45959787
1113	GALLIFORMES	Phasianidae	Alectoris chukar kleini	"Hartert, E"		1925	Novit. Zool. 32: 137	https://biodiversitylibrary.org/page/3243466
1114	GALLIFORMES	Phasianidae	Alectoris chukar cypriotes	"Hartert, E"		1917	Novit. Zool. 24: 278	https://biodiversitylibrary.org/page/3152164
1115	GALLIFORMES	Phasianidae	Alectoris chukar kurdestanica	"Meinertzhagen, R"		1923	Bull. B.O.C. 43: 158	https://biodiversitylibrary.org/page/32428758
1116	GALLIFORMES	Phasianidae	Alectoris chukar sinaica	(Bonaparte)		1858	J. für Orn. 6: 31	https://biodiversitylibrary.org/page/13946681
1117	GALLIFORMES	Phasianidae	Alectoris chukar werae	(Zarudny & Loudon)		1904	Orn. Jahrb. 15: 225	https://biodiversitylibrary.org/page/49841287
1118	GALLIFORMES	Phasianidae	Alectoris chukar koroviakovi	(Zarudny)		1914	Mess. Orn. 5: 55	https://biodiversitylibrary.org/page/33429351
1119	GALLIFORMES	Phasianidae	Alectoris chukar subpallida	(Zarudny)		1914	Mess. Orn. 5: 59	https://biodiversitylibrary.org/page/33429393
1120	GALLIFORMES	Phasianidae	Alectoris chukar falki	"Hartert, E"		1917	Novit. Zool. 24: 280	https://biodiversitylibrary.org/page/3152165
1121	GALLIFORMES	Phasianidae	Alectoris chukar dzungarica	Sushkin		1927	Bull. B.O.C. 48: 26	https://biodiversitylibrary.org/page/40501029
1122	GALLIFORMES	Phasianidae	Alectoris chukar pallida	(Hume)		1873	Lahore Yarkand: p. 284	https://biodiversitylibrary.org/page/47162131
1123	GALLIFORMES	Phasianidae	Alectoris chukar pallescens	(Hume)		1873	Lahore Yarkand: p. 283	https://biodiversitylibrary.org/page/47162130
1124	GALLIFORMES	Phasianidae	Alectoris chukar chukar	"(Gray, JE)"		1830	Ill. Ind. Zool. 1 pt 2 pl. 54	https://biodiversitylibrary.org/page/45959787
