1	ORDER	FAMILY	TAXON	AUTHORITY	YEAR	REFERENCE	URL
2387	APODIFORMES	Trochilidae	Phaethornis superciliosus muelleri	Hellmayr	1911	Bull. B.O.C. 27: 93	https://biodiversitylibrary.org/page/32553929
2388	APODIFORMES	Trochilidae	Phaethornis malaris	(Nordmann)	1835	Reise Erde Naturhist. Atlas: 2 pl. 16	
2389	APODIFORMES	Trochilidae	Phaethornis malaris malaris	(Nordmann)	1835	Reise Erde Naturhist. Atlas: 2 pl. 16	
2390	APODIFORMES	Trochilidae	Phaethornis malaris insolitus	"Zimmer, JT"	1950	Am. Mus. Novit. 1449: 18	http://hdl.handle.net/2246/4334
2391	APODIFORMES	Trochilidae	Phaethornis malaris moorei	Lawrence	1858	Ann. Lyc. Nat. Hist. N. Y. 6: 258	https://biodiversitylibrary.org/page/16023862
2392	APODIFORMES	Trochilidae	Phaethornis malaris ochraceiventris	Hellmayr	1907	Bull. B.O.C. 19: 54	https://biodiversitylibrary.org/page/32433136
2393	APODIFORMES	Trochilidae	Phaethornis malaris bolivianus	Gould	1861	Intr. Trochil.: 42	https://biodiversitylibrary.org/page/34072386
2394	APODIFORMES	Trochilidae	Phaethornis malaris margarettae	Ruschi	1972	Bol. Mus. Biol. Prof. M. Leit. St. Ter. 35: 1	
2395	APODIFORMES	Trochilidae	Doryfera	Gould	1847		
2396	APODIFORMES	Trochilidae	Doryfera ludovicae	(Bourcier & Mulsant)	1847	Ann. Sci. Phys. Nat. Agric. Ind. 10: 136	
2397	APODIFORMES	Trochilidae	Doryfera ludovicae veraguensis	Salvin	1867	Proc. Zool. Soc. London (1867): 154	https://biodiversitylibrary.org/page/29533594
2398	APODIFORMES	Trochilidae	Doryfera ludovicae ludovicae	(Bourcier & Mulsant)	1847	Ann. Sci. Phys. Nat. Agric. Ind. 10: 136	
2399	APODIFORMES	Trochilidae	Doryfera johannae	(Bourcier)	1847	Proc. Zool. Soc. London pt 15: 45	https://biodiversitylibrary.org/page/12862829
2400	APODIFORMES	Trochilidae	Doryfera johannae johannae	(Bourcier)	1847	Proc. Zool. Soc. London pt 15: 45	https://biodiversitylibrary.org/page/12862829
2401	APODIFORMES	Trochilidae	Doryfera johannae guianensis	(Boucard)	1893	Humming Bird 3: 10	https://biodiversitylibrary.org/page/41080468
2402	APODIFORMES	Trochilidae	Schistes	Gould	1852		
2403	APODIFORMES	Trochilidae	Schistes albogularis	Gould	1852	Contrib. Orn. 4: 140	https://biodiversitylibrary.org/page/51979132
2404	APODIFORMES	Trochilidae	Schistes geoffroyi	(Bourcier)	1843	Rev. Zool. 6: 101	https://biodiversitylibrary.org/page/2271112
2405	APODIFORMES	Trochilidae	Schistes geoffroyi geoffroyi	(Bourcier)	1843	Rev. Zool. 6: 101	https://biodiversitylibrary.org/page/2271112
2406	APODIFORMES	Trochilidae	Schistes geoffroyi chapmani	Berlioz	1941	Ois. Rev. France Orn. (n.s.) 11: 235	
2407	APODIFORMES	Trochilidae	Augastes	Gould	1849		
2408	APODIFORMES	Trochilidae	Augastes scutatus	(Temminck)	1824	Pl. Col. livr. 50 pl. 299 fig. 3	
2409	APODIFORMES	Trochilidae	Augastes scutatus scutatus	(Temminck)	1824	Pl. Col. livr. 50 pl. 299 fig. 3	
2410	APODIFORMES	Trochilidae	Augastes scutatus ilseae	Grantsau	1967	"Pap. Aruvsos, Zool. Sao Paolo 21: 26"	
2411	APODIFORMES	Trochilidae	Augastes scutatus soaresi	Ruschi	1963	Bol. Mus. Biol. Prof. M. Leit. St. Ter. 4: 1	
2412	APODIFORMES	Trochilidae	Augastes lumachella	"(Lesson, R)"	1839	Rev. Zool. 1: 315	https://biodiversitylibrary.org/page/2328496
2413	APODIFORMES	Trochilidae	Colibri	Spix	1824		
2414	APODIFORMES	Trochilidae	Colibri delphinae	"(Lesson, R)"	1839	Rev. Zool. 2: 44	https://biodiversitylibrary.org/page/2299144
2415	APODIFORMES	Trochilidae	Colibri thalassinus	(Swainson)	1827	Philos. Mag. n.s. 1: 441	https://biodiversitylibrary.org/page/15530451
2416	APODIFORMES	Trochilidae	Colibri cyanotus	(Bourcier)	1843		
2417	APODIFORMES	Trochilidae	Colibri cyanotus cabanidis	(Heine)	1863	J. für Orn. 11: 182	https://biodiversitylibrary.org/page/33302953
2418	APODIFORMES	Trochilidae	Colibri cyanotus cyanotus	(Bourcier)	1843	Rev. Zool. 6: 101	https://biodiversitylibrary.org/page/2271112
2419	APODIFORMES	Trochilidae	Colibri cyanotus kerdeli	Aveledo & Perez	1991	Bol. Soc. Venez. Cienc. Nat. 44: 16	
2420	APODIFORMES	Trochilidae	Colibri cyanotus crissalis	Todd	1942	Ann. Carnegie Mus. Nat. Hist. 29: 292	https://biodiversitylibrary.org/page/52415293
2421	APODIFORMES	Trochilidae	Colibri coruscans	(Gould)	1846	Proc. Zool. Soc. London pt 14: 44	https://biodiversitylibrary.org/page/12862694
2422	APODIFORMES	Trochilidae	Colibri coruscans coruscans	(Gould)	1846	Proc. Zool. Soc. London pt 14: 44	https://biodiversitylibrary.org/page/12862694
2423	APODIFORMES	Trochilidae	Colibri coruscans germanus	(Salvin & Godman)	1884	Ibis (Ser. 5) 2: 451	https://biodiversitylibrary.org/page/8526814
2424	APODIFORMES	Trochilidae	Colibri serrirostris	(Vieillot)	1816	Analyse: 69	https://biodiversitylibrary.org/page/12830311
2425	APODIFORMES	Trochilidae	Androdon	Gould	1863		
2426	APODIFORMES	Trochilidae	Androdon aequatorialis	Gould	1863	Ann. Mag. Nat. Hist. (Ser. 3) 12: 247	https://biodiversitylibrary.org/page/27659970
2427	APODIFORMES	Trochilidae	Heliactin	"Boie, F"	1831		
2428	APODIFORMES	Trochilidae	Heliactin bilophus	(Temminck)	1820	Pl. Col. livr. 3 pl. 18 fig. 3	
2429	APODIFORMES	Trochilidae	Heliothryx	"Boie, F"	1831		
2430	APODIFORMES	Trochilidae	Heliothryx barroti	(Bourcier)	1843	Rev. Zool. 6: 72	https://biodiversitylibrary.org/page/2271141
2431	APODIFORMES	Trochilidae	Heliothryx auritus	"(Gmelin, JF)"	1788	Syst. Nat. (ed. 12) 1: 493	https://biodiversitylibrary.org/page/2897093
2432	APODIFORMES	Trochilidae	Heliothryx auritus auritus	"(Gmelin, JF)"	1788	Syst. Nat. (ed. 12) 1: 495	https://biodiversitylibrary.org/page/2897093
2433	APODIFORMES	Trochilidae	Heliothryx auritus phainolaemus	Gould	1855	Proc. Zool. Soc. London pt 23: 87	https://biodiversitylibrary.org/page/30747958
2434	APODIFORMES	Trochilidae	Heliothryx auritus auriculatus	(Nordmann)	1835	"Reise Erde Naturhist. Atlas: 5 pl. 2 fig. 1, 2"	
2435	APODIFORMES	Trochilidae	Polytmus	Brisson	1760		
2436	APODIFORMES	Trochilidae	Polytmus guainumbi	(Pallas)	1764	Cat. Ois. Adumbr.: 2 no. 60	
2437	APODIFORMES	Trochilidae	Polytmus guainumbi andinus	Simon	1921	"Hist. Nat. Trochil.: 101, 316"	https://biodiversitylibrary.org/page/15050814
2438	APODIFORMES	Trochilidae	Polytmus guainumbi guainumbi	(Pallas)	1764	Cat. Ois. Adumbr.: 2 no. 60	
2439	APODIFORMES	Trochilidae	Polytmus guainumbi thaumantias	(Linnaeus)	1766	Syst. Nat. (ed. 12) 1: 190	https://biodiversitylibrary.org/page/42946386
2440	APODIFORMES	Trochilidae	Polytmus milleri	(Chapman)	1929	Am. Mus. Novit. 380: 14	http://hdl.handle.net/2246/3988
2441	APODIFORMES	Trochilidae	Polytmus theresiae	(Da Silva Maia)	1843	Minerva Brazil. 1: 2	
2442	APODIFORMES	Trochilidae	Polytmus theresiae theresiae	(Da Silva Maia)	1843	Minerva Brazil. 1: 2	
2443	APODIFORMES	Trochilidae	Polytmus theresiae leucorrhous	"Sclater, PL & Salvin"	1867	Proc. Zool. Soc. London (1867): 584	https://biodiversitylibrary.org/page/29534024
2444	APODIFORMES	Trochilidae	Avocettula	Reichenbach	1849		
2445	APODIFORMES	Trochilidae	Avocettula recurvirostris	(Swainson)	1822	"Zool. Ill. 2: pl. 105, text"	https://biodiversitylibrary.org/page/29188825
2446	APODIFORMES	Trochilidae	Chrysolampis	"Boie, F"	1831		
2447	APODIFORMES	Trochilidae	Chrysolampis mosquitus	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 120	https://biodiversitylibrary.org/page/727025
2448	APODIFORMES	Trochilidae	Anthracothorax	"Boie, F"	1831		
2449	APODIFORMES	Trochilidae	Anthracothorax mango	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 121	https://biodiversitylibrary.org/page/727026
2450	APODIFORMES	Trochilidae	Anthracothorax nigricollis	(Vieillot)	1817	Nouv. Dict. d'Hist. Nat. 7: 349	https://biodiversitylibrary.org/page/18036104
2451	APODIFORMES	Trochilidae	Anthracothorax viridigula	(Boddaert)	1783	Table Planches Enlum.: 41	https://biodiversitylibrary.org/page/27822661
2452	APODIFORMES	Trochilidae	Anthracothorax prevostii	"(Lesson, R)"	1832	"Hist. Nat. Colibris, Suppl. Ois.-Mouche: 87 pl. 24"	https://biodiversitylibrary.org/page/36409649
2453	APODIFORMES	Trochilidae	Anthracothorax prevostii prevostii	"(Lesson, R)"	1832	"Hist. Nat. Colibris, Suppl. Ois.-Mouche: 87 pl. 24"	https://biodiversitylibrary.org/page/36409649
2454	APODIFORMES	Trochilidae	Anthracothorax prevostii gracilirostris	Ridgway	1910	Proc. Biol. Soc. Wash. 23: 55	https://biodiversitylibrary.org/page/3334483
2455	APODIFORMES	Trochilidae	Anthracothorax prevostii hendersoni	(Cory)	1887	Auk 4: 177	https://biodiversitylibrary.org/page/15932116
2456	APODIFORMES	Trochilidae	Anthracothorax prevostii viridicordatus	Cory	1913	Field Mus. Nat. Hist. Pub. Orn. Ser. 1: 286	https://biodiversitylibrary.org/page/2643280
2457	APODIFORMES	Trochilidae	Anthracothorax prevostii iridescens	(Gould)	1861	Intr. Trochil.: 65	https://biodiversitylibrary.org/page/34072409
2458	APODIFORMES	Trochilidae	Anthracothorax veraguensis	Reichenbach	1855	Trochil. Enum.: 9	https://biodiversitylibrary.org/page/33888482
2459	APODIFORMES	Trochilidae	Anthracothorax dominicus	(Linnaeus)	1766	Syst. Nat. (ed. 12) 1: 191	https://biodiversitylibrary.org/page/42946387
2460	APODIFORMES	Trochilidae	Anthracothorax dominicus dominicus	(Linnaeus)	1766	Syst. Nat. (ed. 12) 1: 191	https://biodiversitylibrary.org/page/42946387
2461	APODIFORMES	Trochilidae	Anthracothorax dominicus aurulentus	(Audebert & Vieillot)	1801	"Ois. Dores 1: 34 pl. 12, 13"	https://biodiversitylibrary.org/page/35131846
2462	APODIFORMES	Trochilidae	Anthracothorax viridis	(Audebert & Vieillot)	1801	Ois. Dores 1: 39 pl. 15	https://biodiversitylibrary.org/page/35131859
2463	APODIFORMES	Trochilidae	Eulampis	"Boie, F"	1831		
2464	APODIFORMES	Trochilidae	Eulampis holosericeus	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 120	https://biodiversitylibrary.org/page/727025
2465	APODIFORMES	Trochilidae	Eulampis holosericeus holosericeus	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 120	https://biodiversitylibrary.org/page/727025
2466	APODIFORMES	Trochilidae	Eulampis holosericeus chlorolaemus	Gould	1857	"Monogr. Trochil. pt 14 pl. 7, text"	https://biodiversitylibrary.org/page/34842940
2467	APODIFORMES	Trochilidae	Eulampis jugularis	(Linnaeus)	1766	Syst. Nat. (ed. 12) 1: 190	https://biodiversitylibrary.org/page/42946386
2468	APODIFORMES	Trochilidae	Heliangelus	Gould	1848		
2469	APODIFORMES	Trochilidae	Heliangelus mavors	Gould	1848	Proc. Zool. Soc. London pt 16: 12	https://biodiversitylibrary.org/page/12861846
2470	APODIFORMES	Trochilidae	Heliangelus amethysticollis	(d'Orbigny & Lafresnaye)	1838	Mag. Zool. 8 cl. 2: 31	https://biodiversitylibrary.org/page/37129019
2471	APODIFORMES	Trochilidae	Heliangelus amethysticollis laticlavius	Salvin	1891	Ann. Mag. Nat. Hist. (Ser. 6) 7: 376	https://biodiversitylibrary.org/page/25164857
2472	APODIFORMES	Trochilidae	Heliangelus amethysticollis decolor	"Zimmer, JT"	1951	Am. Mus. Novit. 1540: 23	http://hdl.handle.net/2246/3700
2473	APODIFORMES	Trochilidae	Heliangelus amethysticollis apurimacensis	Weller	2009	Ornitologia Neotropical 20: 613	https://sora.unm.edu/sites/default/files/ON%2020%284%29%20609-618.pdf
2474	APODIFORMES	Trochilidae	Heliangelus amethysticollis amethysticollis	(d'Orbigny & Lafresnaye)	1838	Mag. Zool. 8 cl. 2: 31	https://biodiversitylibrary.org/page/37129019
2475	APODIFORMES	Trochilidae	Heliangelus clarisse	(Longuemare)	1841	Rev. Zool. 4: 306	https://biodiversitylibrary.org/page/2362283
2476	APODIFORMES	Trochilidae	Heliangelus clarisse violiceps	Phelps & Phelps Jr	1953	Proc. Biol. Soc. Wash. 66: 2	https://biodiversitylibrary.org/page/36184941
2477	APODIFORMES	Trochilidae	Heliangelus clarisse verdiscutus	Phelps & Phelps Jr	1955		
2478	APODIFORMES	Trochilidae	Heliangelus clarisse clarisse	(Longuemare)	1841	Rev. Zool. 4: 306	https://biodiversitylibrary.org/page/2362283
2479	APODIFORMES	Trochilidae	Heliangelus spencei	(Bourcier)	1847	Proc. Zool. Soc. London pt 15: 46	https://biodiversitylibrary.org/page/12862830
2480	APODIFORMES	Trochilidae	Heliangelus strophianus	(Gould)	1846	Proc. Zool. Soc. London pt 14: 45	https://biodiversitylibrary.org/page/12862695
2481	APODIFORMES	Trochilidae	Heliangelus exortis	(Fraser)	1840	Proc. Zool. Soc. London pt 8: 14	https://biodiversitylibrary.org/page/30571449
2482	APODIFORMES	Trochilidae	Heliangelus micraster	Gould	1872	Ann. Mag. Nat. Hist. (Ser. 4) 9: 195	https://biodiversitylibrary.org/page/16086068
2483	APODIFORMES	Trochilidae	Heliangelus micraster micraster	Gould	1872	Ann. Mag. Nat. Hist. (Ser. 4) 9: 195	https://biodiversitylibrary.org/page/16086068
2484	APODIFORMES	Trochilidae	Heliangelus micraster cutervensis	(Simon)	1921	"Hist. Nat. Trochil.: 182, 369"	https://biodiversitylibrary.org/page/15050895
2485	APODIFORMES	Trochilidae	Heliangelus viola	Gould	1853	Athenaeum 1329: 481	
2486	APODIFORMES	Trochilidae	Heliangelus regalis	"Fitzpatrick, Willard & Terborgh"	1979	Wilson Bull. 91: 177	https://biodiversitylibrary.org/page/53093020
2487	APODIFORMES	Trochilidae	Heliangelus regalis johnsoni	"Graves, GR, Lane, O'Neill & Valqui"	2011	Zootaxa 3002: 52-58	https://www.mapress.com/j/zt/article/view/zootaxa.3002.1.5
2488	APODIFORMES	Trochilidae	Heliangelus regalis regalis	"Fitzpatrick, Willard & Terborgh"	1979	Wilson Bull. 91: 177	https://biodiversitylibrary.org/page/53093020
2489	APODIFORMES	Trochilidae	Sephanoides	"Gray, GR"	1840		
2490	APODIFORMES	Trochilidae	Sephanoides sephaniodes	"(Lesson, R & Garnot)"	1827	Voy. Coq. Atlas 1 livr. 4 pl. 31 fig. 2; Zool. 1: 681	https://biodiversitylibrary.org/page/38768586
2491	APODIFORMES	Trochilidae	Sephanoides fernandensis	"(King, PP)"	1831	Proc. Comm. Zool. Soc. London pt 1: 30	https://biodiversitylibrary.org/page/12861438
2492	APODIFORMES	Trochilidae	Sephanoides fernandensis fernandensis	"(King, PP)"	1831	Proc. Comm. Zool. Soc. London pt 1: 30	https://biodiversitylibrary.org/page/12861438
2493	APODIFORMES	Trochilidae	Sephanoides fernandensis leyboldi †	(Gould)	1870	Ann. Mag. Nat. Hist. (Ser. 4) 6: 406	https://biodiversitylibrary.org/page/29404929
2494	APODIFORMES	Trochilidae	Discosura	Bonaparte	1850		
2495	APODIFORMES	Trochilidae	Discosura conversii	(Bourcier & Mulsant)	1846	Ann. Sci. Phys. Nat. Agric. Ind. 9: 313 pl. pl. 9	https://biodiversitylibrary.org/page/45018921
2496	APODIFORMES	Trochilidae	Discosura popelairii	(Du Bus de Gisignies)	1846	"Esquis. Orn. livr. 2 pl. 6, text"	https://biodiversitylibrary.org/page/52851797
2497	APODIFORMES	Trochilidae	Discosura langsdorffi	(Temminck)	1821	Pl. Col. livr. 11 pl. 66 fig. 1	
2498	APODIFORMES	Trochilidae	Discosura langsdorffi melanosternon	(Gould)	1868	Ann. Mag. Nat. Hist. (Ser. 4) 1: 323	https://biodiversitylibrary.org/page/27741026
2499	APODIFORMES	Trochilidae	Discosura langsdorffi langsdorffi	(Temminck)	1821	Pl. Col. livr. 11 pl. 66 fig. 1	
2500	APODIFORMES	Trochilidae	Discosura letitiae	(Bourcier & Mulsant)	1852	Ann. Sci. Phys. Nat. Agric. Ind. (Ser. 2) 4: 143 143	
2501	APODIFORMES	Trochilidae	Discosura longicaudus	"(Gmelin, JF)"	1788	Syst. Nat. (ed. 12) 1: 498	https://biodiversitylibrary.org/page/2897098
2502	APODIFORMES	Trochilidae	Lophornis	"Lesson, R"	1829		
2503	APODIFORMES	Trochilidae	Lophornis ornatus	(Boddaert)	1783	Table Planches Enlum.: 39	https://biodiversitylibrary.org/page/27822658
2504	APODIFORMES	Trochilidae	Lophornis gouldii	"(Lesson, R)"	1832	Les Trochilidees p. 103 pl. 36	https://biodiversitylibrary.org/page/47497291
2505	APODIFORMES	Trochilidae	Lophornis magnificus	(Vieillot)	1817	Nouv. Dict. d'Hist. Nat. 7: 367	https://biodiversitylibrary.org/page/18036122
2506	APODIFORMES	Trochilidae	Lophornis brachylophus	"Moore, RT"	1949	Proc. Biol. Soc. Wash. 62: 103	https://biodiversitylibrary.org/page/35878815
2507	APODIFORMES	Trochilidae	Lophornis delattrei	"(Lesson, R)"	1839	Rev. Zool. 2: 19	https://biodiversitylibrary.org/page/2299169
2508	APODIFORMES	Trochilidae	Lophornis delattrei lessoni	Simon	1921	"Hist. Nat. Trochil.: 53, 285"	https://biodiversitylibrary.org/page/15050766
2509	APODIFORMES	Trochilidae	Lophornis delattrei delattrei	"(Lesson, R)"	1839	Rev. Zool. 2: 19	https://biodiversitylibrary.org/page/2299169
2510	APODIFORMES	Trochilidae	Lophornis stictolophus	"Salvin & Elliot, DG"	1873	Ibis (Ser. 3) 3: 280	https://biodiversitylibrary.org/page/16518353
2511	APODIFORMES	Trochilidae	Lophornis chalybeus	(Temminck)	1821	Pl. Col. livr. 11 pl. 66 fig. 2	
2512	APODIFORMES	Trochilidae	Lophornis verreauxii	Bourcier	1853	Rev. Mag. Zool. (Ser. 2) 5: 193 pl. 6	https://biodiversitylibrary.org/page/13711697
2513	APODIFORMES	Trochilidae	Lophornis verreauxii verreauxii	Bourcier	1853	Rev. Mag. Zool. (Ser. 2) 5: 193 pl. 6	https://biodiversitylibrary.org/page/13711697
2514	APODIFORMES	Trochilidae	Lophornis verreauxii klagesi	"Berlepsch & Hartert, E"	1902	Novit. Zool. 9: 89	https://biodiversitylibrary.org/page/3268776
2515	APODIFORMES	Trochilidae	Lophornis pavoninus	Salvin & Godman	1882	Ibis (Ser. 4) 6: 81	https://biodiversitylibrary.org/page/8609819
2516	APODIFORMES	Trochilidae	Lophornis pavoninus pavoninus	Salvin & Godman	1882	Ibis (Ser. 4) 6: 81	https://biodiversitylibrary.org/page/8609819
2517	APODIFORMES	Trochilidae	Lophornis pavoninus duidae	Chapman	1929	Am. Mus. Novit. 380: 15	http://hdl.handle.net/2246/3988
2518	APODIFORMES	Trochilidae	Lophornis helenae	(Delattre)	1843	Rev. Zool. 6: 133	https://biodiversitylibrary.org/page/2271225
2519	APODIFORMES	Trochilidae	Lophornis adorabilis	Salvin	1870	Proc. Zool. Soc. London (1870): 207	https://biodiversitylibrary.org/page/28555037
2520	APODIFORMES	Trochilidae	Phlogophilus	Gould	1860		
2521	APODIFORMES	Trochilidae	Phlogophilus hemileucurus	Gould	1860	"Proc. Zool. Soc. London, pt 28: 310"	https://biodiversitylibrary.org/page/12866862
2522	APODIFORMES	Trochilidae	Phlogophilus harterti	Berlepsch & Stolzmann	1901	Ibis (Ser. 8) 1: 717	https://biodiversitylibrary.org/page/8720012
2523	APODIFORMES	Trochilidae	Adelomyia	Bonaparte	1854		
2524	APODIFORMES	Trochilidae	Adelomyia melanogenys	(Fraser)	1840	Proc. Zool. Soc. London pt 8: 18	https://biodiversitylibrary.org/page/30571453
2525	APODIFORMES	Trochilidae	Adelomyia melanogenys cervina	Gould	1872	Ann. Mag. Nat. Hist. (Ser. 4) 10: 453	https://biodiversitylibrary.org/page/25172696
2526	APODIFORMES	Trochilidae	Adelomyia melanogenys sabinae	(Bourcier & Mulsant)	1846		
2527	APODIFORMES	Trochilidae	Adelomyia melanogenys connectens	Meyer de Schauensee	1945	Proc. Acad. Nat. Sci. Philadelphia 97: 9	https://www.jstor.org/stable/4064377
2528	APODIFORMES	Trochilidae	Adelomyia melanogenys melanogenys	(Fraser)	1840	Proc. Zool. Soc. London pt 8: 18	https://biodiversitylibrary.org/page/30571453
2529	APODIFORMES	Trochilidae	Adelomyia melanogenys debellardiana	Aveledo & Perez	1994	Bol. Soc. Venez. Cienc. Nat. 44: 233	
2530	APODIFORMES	Trochilidae	Adelomyia melanogenys aeneosticta	Simon	1889	Mem. Soc. Zool. France 2: 223	https://biodiversitylibrary.org/page/10048146
2531	APODIFORMES	Trochilidae	Adelomyia melanogenys maculata	Gould	1861	"Monogr. Trochil. pt 24 pl. 11, text"	https://biodiversitylibrary.org/page/35246530
2532	APODIFORMES	Trochilidae	Adelomyia melanogenys chlorospila	Gould	1872	Ann. Mag. Nat. Hist. (Ser. 4) 10: 452	https://biodiversitylibrary.org/page/25172695
2533	APODIFORMES	Trochilidae	Adelomyia melanogenys inornata	(Gould)	1846	Proc. Zool. Soc. London pt 14: 89	https://biodiversitylibrary.org/page/12862739
2534	APODIFORMES	Trochilidae	Aglaiocercus	"Zimmer, JT"	1930		
2535	APODIFORMES	Trochilidae	Aglaiocercus kingii	"(Lesson, R)"	1832	Les Trochilidees p. 107 pl. 38	https://biodiversitylibrary.org/page/47497295
2536	APODIFORMES	Trochilidae	Aglaiocercus kingii margarethae	(Heine)	1863	J. für Orn. 11: 213	https://biodiversitylibrary.org/page/33302984
2537	APODIFORMES	Trochilidae	Aglaiocercus kingii caudatus	(Berlepsch)	1893	J. für Orn. (Ser. 4) 40: 454	https://biodiversitylibrary.org/page/32796956
2538	APODIFORMES	Trochilidae	Aglaiocercus kingii emmae	(Berlepsch)	1893	J. für Orn. (Ser. 4) 40: 452	https://biodiversitylibrary.org/page/32796954
2539	APODIFORMES	Trochilidae	Aglaiocercus kingii kingii	"(Lesson, R)"	1832	Les Trochilidees p. 107 pl. 38	https://biodiversitylibrary.org/page/47497295
2540	APODIFORMES	Trochilidae	Aglaiocercus kingii mocoa	(Delattre & Bourcier)	1846	Rev. Zool. 9: 311	https://biodiversitylibrary.org/page/2362720
2541	APODIFORMES	Trochilidae	Aglaiocercus kingii smaragdinus	(Gould)	1846	Proc. Zool. Soc. London pt 14: 85	https://biodiversitylibrary.org/page/12862735
2542	APODIFORMES	Trochilidae	Aglaiocercus coelestis	(Gould)	1861	Intr. Trochil.: 102	https://biodiversitylibrary.org/page/34072446
2543	APODIFORMES	Trochilidae	Aglaiocercus coelestis coelestis	(Gould)	1861	Intr. Trochil.: 102	https://biodiversitylibrary.org/page/34072446
2544	APODIFORMES	Trochilidae	Aglaiocercus coelestis aethereus	(Chapman)	1925	Am. Mus. Novit. 187: 2	http://hdl.handle.net/2246/4557
2545	APODIFORMES	Trochilidae	Aglaiocercus berlepschi	"(Hartert, E)"	1898	Bull. B.O.C. 8: 16	https://biodiversitylibrary.org/page/32475652
2546	APODIFORMES	Trochilidae	Sappho	Reichenbach	1849		
2547	APODIFORMES	Trochilidae	Sappho sparganurus	(Shaw)	1812	Gen. Zool. 8 (1): 291 pl. 39	https://biodiversitylibrary.org/page/46395113
2548	APODIFORMES	Trochilidae	Sappho sparganurus sparganurus	(Shaw)	1812	Gen. Zool. 8 (1): 291 pl. 39	https://biodiversitylibrary.org/page/46395113
2549	APODIFORMES	Trochilidae	Sappho sparganurus sapho	"(Lesson, R)"	1828	Man. d'Orn. 2: 83	https://biodiversitylibrary.org/page/53285596
2550	APODIFORMES	Trochilidae	Polyonymus	Heine	1863		
2551	APODIFORMES	Trochilidae	Polyonymus caroli	(Bourcier)	1847	Proc. Zool. Soc. London pt 15: 48	https://biodiversitylibrary.org/page/12862832
2552	APODIFORMES	Trochilidae	Taphrolesbia	Simon	1918		
2553	APODIFORMES	Trochilidae	Taphrolesbia griseiventris	(Taczanowski)	1883	Proc. Zool. Soc. London (1883): 72	https://biodiversitylibrary.org/page/28679858
2554	APODIFORMES	Trochilidae	Oreotrochilus	Gould	1847		
2555	APODIFORMES	Trochilidae	Oreotrochilus estella	(d'Orbigny)	1838	Mag. Zool. 8 cl. 2: 32	https://biodiversitylibrary.org/page/37129020
2556	APODIFORMES	Trochilidae	Oreotrochilus estella estella	(d'Orbigny)	1838	Mag. Zool. 8 cl. 2: 32	https://biodiversitylibrary.org/page/37129020
2557	APODIFORMES	Trochilidae	Oreotrochilus estella bolivianus	Boucard	1893	Humming Bird 3: 7	https://biodiversitylibrary.org/page/41080465
2558	APODIFORMES	Trochilidae	Oreotrochilus leucopleurus	Gould	1847	Proc. Zool. Soc. London pt 15: 10	https://biodiversitylibrary.org/page/12862794
2559	APODIFORMES	Trochilidae	Oreotrochilus chimborazo	(Delattre & Bourcier)	1846	Rev. Zool. 9: 305	https://biodiversitylibrary.org/page/2362714
2560	APODIFORMES	Trochilidae	Oreotrochilus chimborazo jamesonii	Jardine	1849	Contrib. Orn.2: 67-2	https://biodiversitylibrary.org/page/51702978
2561	APODIFORMES	Trochilidae	Oreotrochilus chimborazo soderstromi	Lönnberg	1922	Ark. Zool. 14 (25): 56	https://biodiversitylibrary.org/page/6413851
2562	APODIFORMES	Trochilidae	Oreotrochilus chimborazo chimborazo	(Delattre & Bourcier)	1846	Rev. Zool. 9: 305	https://biodiversitylibrary.org/page/2362714
2563	APODIFORMES	Trochilidae	Oreotrochilus cyanolaemus	"Sornoza-Molina, Freile, Nilsson, J, Krabbe &  Bonaccorso"	2018	Auk 135: 1146-1171	doi:10.1642/auk-18-58.1. ISSN 0004-8038
2564	APODIFORMES	Trochilidae	Oreotrochilus stolzmanni	Salvin	1895	Novit. Zool. 2: 17	https://biodiversitylibrary.org/page/3859286
2565	APODIFORMES	Trochilidae	Oreotrochilus melanogaster	Gould	1847	Proc. Zool. Soc. London pt 15: 10	https://biodiversitylibrary.org/page/12862794
2566	APODIFORMES	Trochilidae	Oreotrochilus adela	(d'Orbigny)	1838	Mag. Zool. 8 cl. 2: 33	https://biodiversitylibrary.org/page/37129021
2567	APODIFORMES	Trochilidae	Opisthoprora	Cabanis & Heine	1860		
2568	APODIFORMES	Trochilidae	Opisthoprora euryptera	(Loddiges)	1832	Proc. Comm. Zool. Soc. London pt 2: 7	https://biodiversitylibrary.org/page/12861605
2569	APODIFORMES	Trochilidae	Lesbia	"Lesson, R"	1833		
2570	APODIFORMES	Trochilidae	Lesbia victoriae	(Bourcier & Mulsant)	1846	Ann. Sci. Phys. Nat. Agric. Ind. 9: 312 pl. pl. 11	https://biodiversitylibrary.org/page/45018920
2571	APODIFORMES	Trochilidae	Lesbia victoriae victoriae	(Bourcier & Mulsant)	1846	Ann. Sci. Phys. Nat. Agric. Ind. 9: 312 pl. pl. 11	https://biodiversitylibrary.org/page/45018920
2572	APODIFORMES	Trochilidae	Lesbia victoriae juliae	"(Hartert, E)"	1899	Novit. Zool. 6: 75	https://biodiversitylibrary.org/page/3258955
