1	ORDER	FAMILY	TAXON	AUTHORITY	YEAR	REFERENCE	URL
716	GALLIFORMES	Cracidae	Mitu salvini	Reinhardt	1879	Vidensk. Medd. naturhist. Foren. Kjobenhavn.: 5	https://biodiversitylibrary.org/page/35806951
717	GALLIFORMES	Cracidae	Mitu tuberosum	(Spix)	1825	Av. Sp. Nov. Brasil. 2: 51 pl. 67	https://biodiversitylibrary.org/page/41278006
718	GALLIFORMES	Cracidae	Mitu mitu	(Linnaeus)	1766	Syst. Nat. (ed. 12) 1: 270	https://biodiversitylibrary.org/page/42946466
719	GALLIFORMES	Cracidae	Pauxi	Temminck	1813		
720	GALLIFORMES	Cracidae	Pauxi pauxi	(Linnaeus)	1766	Syst. Nat. (ed. 12) 1: 270	https://biodiversitylibrary.org/page/42946466
721	GALLIFORMES	Cracidae	Pauxi pauxi pauxi	(Linnaeus)	1766	Syst. Nat. (ed. 12) 1: 270	https://biodiversitylibrary.org/page/42946466
722	GALLIFORMES	Cracidae	Pauxi pauxi gilliardi	Wetmore & Phelps	1943	J. Wash. Acad. Sci. 33: 144	https://biodiversitylibrary.org/page/39690387
723	GALLIFORMES	Cracidae	Pauxi unicornis	"Bond, J & Meyer de Schauensee"	1939	Notulae Naturae 29: 1	
724	GALLIFORMES	Cracidae	Pauxi koepckeae	Weske & Terborgh	1971	Auk 88: 233	https://sora.unm.edu/sites/default/files/journals/auk/v088n02/p0233-p0238.pdf
725	GALLIFORMES	Cracidae	Crax	Linnaeus	1758		
726	GALLIFORMES	Cracidae	Crax rubra	Linnaeus	1758	Syst. Nat. (ed. 10) 1: 157	https://biodiversitylibrary.org/page/727064
727	GALLIFORMES	Cracidae	Crax rubra rubra	Linnaeus	1758	Syst. Nat. (ed. 10) 1: 157	https://biodiversitylibrary.org/page/727064
728	GALLIFORMES	Cracidae	Crax rubra griscomi	Nelson	1926	Proc. Biol. Soc. Wash. 39: 106	https://biodiversitylibrary.org/page/34550574
729	GALLIFORMES	Cracidae	Crax alberti	Fraser	1852	Proc. Zool. Soc. London pt 18: 246 pl. 27	https://biodiversitylibrary.org/page/12858982
730	GALLIFORMES	Cracidae	Crax daubentoni	"Gray, GR"	1867	List Birds Brit. Mus. 5: 15	https://biodiversitylibrary.org/page/19060538
731	GALLIFORMES	Cracidae	Crax alector	Linnaeus	1766	Syst. Nat. (ed. 12) 1: 269	https://biodiversitylibrary.org/page/42946465
732	GALLIFORMES	Cracidae	Crax alector alector	Linnaeus	1766	Syst. Nat. (ed. 12) 1: 269	https://biodiversitylibrary.org/page/42946465
733	GALLIFORMES	Cracidae	Crax alector erythrognatha	"Sclater, PL & Salvin"	1877	Proc. Zool. Soc. London (1877): 22	https://biodiversitylibrary.org/page/28510558
734	GALLIFORMES	Cracidae	Crax globulosa	Spix	1825	"Av. Sp. Nov. Brasil. 2: 50 pl. 65, 66"	https://biodiversitylibrary.org/page/41278005
735	GALLIFORMES	Cracidae	Crax fasciolata	Spix	1825	Av. Sp. Nov. Brasil. 2: 48 pl. 62a	https://biodiversitylibrary.org/page/41278003
736	GALLIFORMES	Cracidae	Crax fasciolata fasciolata	Spix	1825	Av. Sp. Nov. Brasil. 2: 48 pl. 62a	https://biodiversitylibrary.org/page/41278003
737	GALLIFORMES	Cracidae	Crax fasciolata pinima	Pelzeln	1870	"Orn. Brasil. Abth. 3: 287, 341"	
738	GALLIFORMES	Cracidae	Crax fasciolata grayi	Ogilvie-Grant	1893	"Cat. Birds Brit. Mus. 22: 474, 480"	https://biodiversitylibrary.org/page/8383517
739	GALLIFORMES	Cracidae	Crax blumenbachii	Spix	1825	Av. Sp. Nov. Brasil. 2: 50 pl. 64	https://biodiversitylibrary.org/page/41278005
740	GALLIFORMES	Numididae	Agelastes	Bonaparte	1850		
741	GALLIFORMES	Numididae	Agelastes meleagrides	Bonaparte	1850	Proc. Zool. Soc. London pt 17: 145	https://biodiversitylibrary.org/page/12862231
742	GALLIFORMES	Numididae	Agelastes niger	(Cassin)	1857	Proc. Acad. Nat. Sci. Philadelphia 8: 322	https://biodiversitylibrary.org/page/1935378
743	GALLIFORMES	Numididae	Numida	Linnaeus	1764		
744	GALLIFORMES	Numididae	Numida meleagris	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 158	https://biodiversitylibrary.org/page/727065
745	GALLIFORMES	Numididae	Numida meleagris sabyi	"Hartert, E"	1919	Bull. B.O.C. 39: 69	https://biodiversitylibrary.org/page/32431239
746	GALLIFORMES	Numididae	Numida meleagris galeatus	Pallas	1767	Spic. Zool. 1 fasc. 4: 13	https://biodiversitylibrary.org/page/27817767
747	GALLIFORMES	Numididae	Numida meleagris meleagris	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 158	https://biodiversitylibrary.org/page/727065
748	GALLIFORMES	Numididae	Numida meleagris somaliensis	Neumann	1899	Orn. Monatsb. 7: 25	https://biodiversitylibrary.org/page/32584442
749	GALLIFORMES	Numididae	Numida meleagris reichenowi	Ogilvie-Grant	1894	Ibis (Ser. 6) 6: 536 fig. 1	https://biodiversitylibrary.org/page/16283220
750	GALLIFORMES	Numididae	Numida meleagris mitratus	(Pallas)	1764	Cat. Ois. Adumbr.: 4 no. 222	
751	GALLIFORMES	Numididae	Numida meleagris marungensis	Schalow	1884	Zeitsch. ges. Orn. 1: 105	https://biodiversitylibrary.org/page/41081569
752	GALLIFORMES	Numididae	Numida meleagris papillosus	Reichenow	1894	Orn. Monatsb. 2: 145	https://biodiversitylibrary.org/page/8748435
753	GALLIFORMES	Numididae	Numida meleagris coronatus	Gurney Sr	1868	Ibis (Ser. 2) 4: 253	https://biodiversitylibrary.org/page/16341866
754	GALLIFORMES	Numididae	Guttera	Wagler	1832		
755	GALLIFORMES	Numididae	Guttera plumifera	(Cassin)	1857	Proc. Acad. Nat. Sci. Philadelphia 8: 321	https://biodiversitylibrary.org/page/1935377
756	GALLIFORMES	Numididae	Guttera plumifera plumifera	(Cassin)	1857	Proc. Acad. Nat. Sci. Philadelphia 8: 321	https://biodiversitylibrary.org/page/1935377
757	GALLIFORMES	Numididae	Guttera plumifera schubotzi	Reichenow	1912	J. für Orn. 60: 320	https://biodiversitylibrary.org/page/11855684
758	GALLIFORMES	Numididae	Guttera pucherani	(Hartlaub)	1861	J. für Orn. 8: 341	https://biodiversitylibrary.org/page/14327981
759	GALLIFORMES	Numididae	Guttera pucherani pucherani	(Hartlaub)	1861	J. für Orn. 8: 341	https://biodiversitylibrary.org/page/14327981
760	GALLIFORMES	Numididae	Guttera pucherani verreauxi	"(Elliot, DG)"	1870	Ibis (Ser. 2) 6: 300	https://biodiversitylibrary.org/page/16187239
761	GALLIFORMES	Numididae	Guttera pucherani sclateri	Reichenow	1898	Orn. Monatsb. 6: 115	https://biodiversitylibrary.org/page/32583662
762	GALLIFORMES	Numididae	Guttera pucherani barbata	Ghigi	1905	"Mem. R. Accad. Sci. Inst. Bologna (6) 2: 194, 196, fig. 4"	https://www.biodiversitylibrary.org/item/119503#page/242/mode/1up
763	GALLIFORMES	Numididae	Guttera pucherani edouardi	(Hartlaub)	1867	J. für Orn. 15: 36	https://biodiversitylibrary.org/page/32712225
764	GALLIFORMES	Numididae	Acryllium	"Gray, GR"	1840		
765	GALLIFORMES	Numididae	Acryllium vulturinum	(Hardwicke)	1834	Proc. Zool. Soc. London pt 1: 52	https://biodiversitylibrary.org/page/12859648
766	GALLIFORMES	Odontophoridae	Ptilopachus	Swainson	1837		
767	GALLIFORMES	Odontophoridae	Ptilopachus petrosus	"(Gmelin, JF)"	1789	Syst. Nat. (ed. 12) 1: 758	https://biodiversitylibrary.org/page/2656253
768	GALLIFORMES	Odontophoridae	Ptilopachus petrosus petrosus	"(Gmelin, JF)"	1789	Syst. Nat. (ed. 12) 1: 758	https://biodiversitylibrary.org/page/2656253
769	GALLIFORMES	Odontophoridae	Ptilopachus petrosus brehmi	Neumann	1908	Bull. B.O.C. 21: 68	https://biodiversitylibrary.org/page/32426816
770	GALLIFORMES	Odontophoridae	Ptilopachus petrosus major	Neumann	1908	Bull. B.O.C. 21: 68	https://biodiversitylibrary.org/page/32426816
771	GALLIFORMES	Odontophoridae	Ptilopachus petrosus florentiae	Ogilvie-Grant	1900	Bull. B.O.C. 10: 107	https://biodiversitylibrary.org/page/50789066
772	GALLIFORMES	Odontophoridae	Ptilopachus nahani	"(Dubois, AJC)"	1905	Ann. Mus. Congo Zool. (Ser. 4) 1 fasc. 1: 17 pl. 10 10	https://biodiversitylibrary.org/page/35782603
773	GALLIFORMES	Odontophoridae	Dendrortyx	Gould	1844		
774	GALLIFORMES	Odontophoridae	Dendrortyx leucophrys	(Gould)	1844	Proc. Zool. Soc. London pt 11: 132	https://biodiversitylibrary.org/page/30680110
775	GALLIFORMES	Odontophoridae	Dendrortyx leucophrys leucophrys	(Gould)	1844	Proc. Zool. Soc. London pt 11: 132	https://biodiversitylibrary.org/page/30680110
776	GALLIFORMES	Odontophoridae	Dendrortyx leucophrys hypospodius	Salvin	1896	Bull. B.O.C. 6: 5	https://biodiversitylibrary.org/page/32475481
777	GALLIFORMES	Odontophoridae	Dendrortyx macroura	(Jardine & Selby)	1828	Ill. Orn. 1 pl. 49 text p. [104]	https://biodiversitylibrary.org/page/39770508
778	GALLIFORMES	Odontophoridae	Dendrortyx macroura macroura	(Jardine & Selby)	1828	Ill. Orn. 1 pl. 49 text p. [104]	https://biodiversitylibrary.org/page/39770508
779	GALLIFORMES	Odontophoridae	Dendrortyx macroura griseipectus	Nelson	1897	Auk 14: 44	https://sora.unm.edu/sites/default/files/journals/auk/v014n01/p0042-p0076.pdf
780	GALLIFORMES	Odontophoridae	Dendrortyx macroura diversus	Friedmann	1943	J. Wash. Acad. Sci. 33: 273	https://biodiversitylibrary.org/page/39690534
781	GALLIFORMES	Odontophoridae	Dendrortyx macroura striatus	Nelson	1897	Auk 14: 44	https://sora.unm.edu/sites/default/files/journals/auk/v014n01/p0042-p0076.pdf
782	GALLIFORMES	Odontophoridae	Dendrortyx macroura inesperatus	"Phillips, AR"	1966	Bull. B.O.C. 86: 91	https://biodiversitylibrary.org/page/40815027
783	GALLIFORMES	Odontophoridae	Dendrortyx macroura oaxacae	Nelson	1897	Auk 14: 43	https://sora.unm.edu/sites/default/files/journals/auk/v014n01/p0042-p0076.pdf
784	GALLIFORMES	Odontophoridae	Dendrortyx barbatus	Gould	1846	Monogr. Odontoph. pt 2 pl. 2	https://biodiversitylibrary.org/page/55983589
785	GALLIFORMES	Odontophoridae	Oreortyx	"Baird, SF"	1858		
786	GALLIFORMES	Odontophoridae	Oreortyx pictus	(Douglas)	1829	Philos. Mag. n.s. 5: 74	https://biodiversitylibrary.org/page/15531620
787	GALLIFORMES	Odontophoridae	Oreortyx pictus pictus	(Douglas)	1829	Philos. Mag. n.s. 5: 74	https://biodiversitylibrary.org/page/15531620
788	GALLIFORMES	Odontophoridae	Oreortyx pictus plumifer	(Gould)	1837	"Icon. Av. pt 1 pl. 9, text"	https://biodiversitylibrary.org/page/53498390
789	GALLIFORMES	Odontophoridae	Oreortyx pictus russelli	"Miller, AH"	1946	Condor 48: 75	https://sora.unm.edu/node/99692
790	GALLIFORMES	Odontophoridae	Oreortyx pictus eremophilus	Van Rossem	1937	Condor 39: 22	https://sora.unm.edu/node/98587
791	GALLIFORMES	Odontophoridae	Oreortyx pictus confinis	Anthony	1889	Proc. Cal. Acad. Sci. (Ser. 2) 2: 74	https://biodiversitylibrary.org/page/7133537
792	GALLIFORMES	Odontophoridae	Callipepla	Wagler	1832		
793	GALLIFORMES	Odontophoridae	Callipepla douglasii	(Vigors)	1829	Zool. Journ. 4: 354	https://biodiversitylibrary.org/page/27485270
794	GALLIFORMES	Odontophoridae	Callipepla douglasii douglasii	(Vigors)	1829	Zool. Journ. 4: 354	https://biodiversitylibrary.org/page/27485270
795	GALLIFORMES	Odontophoridae	Callipepla douglasii bensoni	Ridgway	1887	For. Stream 28: 106	https://biodiversitylibrary.org/page/43757183
796	GALLIFORMES	Odontophoridae	Callipepla californica	(Shaw)	1798	"Nat. Misc. 9 pl. 345, text"	https://biodiversitylibrary.org/page/40319338
797	GALLIFORMES	Odontophoridae	Callipepla californica brunnescens	(Ridgway)	1884	Proc. Biol. Soc. Wash. 2: 94	https://biodiversitylibrary.org/page/3736804
798	GALLIFORMES	Odontophoridae	Callipepla californica canfieldae	(Van Rossem)	1939	Auk 56: 68	https://sora.unm.edu/sites/default/files/journals/auk/v056n01/p0068-p0069.pdf
799	GALLIFORMES	Odontophoridae	Callipepla californica californica	(Shaw)	1798	"Nat. Misc. 9 pl. 345, text"	https://biodiversitylibrary.org/page/40319338
800	GALLIFORMES	Odontophoridae	Callipepla californica catalinensis	(Grinnell)	1906	Auk 23: 262	https://sora.unm.edu/sites/default/files/journals/auk/v023n03/p0262-p0265.pdf
801	GALLIFORMES	Odontophoridae	Callipepla californica achrustera	"(Peters, JL)"	1923	Proc. New Engl. Zool. Cl. 8: 79	https://biodiversitylibrary.org/page/11273081
802	GALLIFORMES	Odontophoridae	Callipepla douglasii impedita	(Friedmann)	1943		
803	GALLIFORMES	Odontophoridae	Callipepla squamata	(Vigors)	1830	Zool. Journ. 5: 275	https://biodiversitylibrary.org/page/27657638
804	GALLIFORMES	Odontophoridae	Callipepla squamata pallida	Brewster	1881	Bull. Nuttall Orn. Club 6: 72	https://biodiversitylibrary.org/page/21225683
805	GALLIFORMES	Odontophoridae	Callipepla squamata hargravei	Rea	1973	Condor 75: 322	https://sora.unm.edu/node/102289
806	GALLIFORMES	Odontophoridae	Callipepla squamata castanogastris	Brewster	1883	Bull. Nuttall Orn. Club 8: 34	https://biodiversitylibrary.org/page/33921632
807	GALLIFORMES	Odontophoridae	Callipepla squamata squamata	(Vigors)	1830	Zool. Journ. 5: 275	https://biodiversitylibrary.org/page/27657638
808	GALLIFORMES	Odontophoridae	Callipepla douglasii teres	(Friedmann)	1943	J. Wash. Acad. Sci. 33: 369	https://biodiversitylibrary.org/page/39690642
809	GALLIFORMES	Odontophoridae	Callipepla douglasii vanderbilti	"(Bond, J & Meyer de Schauensee)"	1944	Acad. Nat. Sci. Philadelphia Monogr. no. 6: 48	
810	GALLIFORMES	Odontophoridae	Callipepla gambelii	(Gambel)	1843	Proc. Acad. Nat. Sci. Philadelphia 1: 260	https://biodiversitylibrary.org/page/1779360
811	GALLIFORMES	Odontophoridae	Callipepla gambelii gambelii	(Gambel)	1843	Proc. Acad. Nat. Sci. Philadelphia 1: 260	https://biodiversitylibrary.org/page/1779360
812	GALLIFORMES	Odontophoridae	Callipepla gambelii ignoscens	(Friedmann)	1943	J. Wash. Acad. Sci. 33: 371	https://biodiversitylibrary.org/page/39690644
813	GALLIFORMES	Odontophoridae	Callipepla gambelii fulvipectus	Nelson	1899	Auk 16: 26	https://sora.unm.edu/sites/default/files/journals/auk/v016n01/p0025-p0031.pdf
814	GALLIFORMES	Odontophoridae	Callipepla gambelii stephensi	"(Phillips, AR)"	1959	An. Inst. Biol. Mex. 29: 368	
815	GALLIFORMES	Odontophoridae	Philortyx	Gould	1846		
816	GALLIFORMES	Odontophoridae	Philortyx fasciatus	(Gould)	1844	Proc. Zool. Soc. London pt 11: 133	https://biodiversitylibrary.org/page/30680111
817	GALLIFORMES	Odontophoridae	Colinus	Goldfuss	1820		
818	GALLIFORMES	Odontophoridae	Colinus virginianus	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 161	https://biodiversitylibrary.org/page/727068
819	GALLIFORMES	Odontophoridae	Colinus virginianus virginianus	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 161	https://biodiversitylibrary.org/page/727068
820	GALLIFORMES	Odontophoridae	Colinus virginianus floridanus	(Coues)	1872	Key N. Am. Birds (1): 237	https://biodiversitylibrary.org/page/47008355
821	GALLIFORMES	Odontophoridae	Colinus virginianus insulanus †	Howe	1904	Proc. Biol. Soc. Wash. 17: 168	https://biodiversitylibrary.org/page/3329412
822	GALLIFORMES	Odontophoridae	Colinus virginianus cubanensis	"(Gray, GR)"	1846	Gen. Birds 3: 514	https://biodiversitylibrary.org/page/43591646
823	GALLIFORMES	Odontophoridae	Colinus virginianus taylori	Lincoln	1915	Proc. Biol. Soc. Wash. 28: 103	https://biodiversitylibrary.org/page/3338422
824	GALLIFORMES	Odontophoridae	Colinus virginianus ridgwayi	Brewster	1885	Auk 2: 199	https://sora.unm.edu/sites/default/files/journals/auk/v002n02/p0196-p0200.pdf
825	GALLIFORMES	Odontophoridae	Colinus virginianus texanus	(Lawrence)	1853	Ann. Lyc. Nat. Hist. N. Y. 6: 1	https://biodiversitylibrary.org/page/16023591
826	GALLIFORMES	Odontophoridae	Colinus virginianus maculatus	Nelson	1899	Auk 16: 26	https://sora.unm.edu/sites/default/files/journals/auk/v016n01/p0025-p0031.pdf
827	GALLIFORMES	Odontophoridae	Colinus virginianus aridus	Aldrich	1942	Proc. Biol. Soc. Wash. 55: 67	https://biodiversitylibrary.org/page/34633430
828	GALLIFORMES	Odontophoridae	Colinus virginianus graysoni	(Lawrence)	1867	Ann. Lyc. Nat. Hist. N. Y. 8: 476	https://biodiversitylibrary.org/page/16022724
829	GALLIFORMES	Odontophoridae	Colinus virginianus nigripectus	Nelson	1897	Auk 14: 47	https://sora.unm.edu/sites/default/files/journals/auk/v014n01/p0042-p0076.pdf
830	GALLIFORMES	Odontophoridae	Colinus virginianus pectoralis	(Gould)	1843	Proc. Zool. Soc. London pt 10: 182	https://biodiversitylibrary.org/page/30679944
831	GALLIFORMES	Odontophoridae	Colinus virginianus godmani	Nelson	1897	Auk 14: 45	https://sora.unm.edu/sites/default/files/journals/auk/v014n01/p0042-p0076.pdf
832	GALLIFORMES	Odontophoridae	Colinus virginianus minor	Nelson	1901	Auk 18: 47	https://sora.unm.edu/sites/default/files/journals/auk/v018n01/p0046-p0049.pdf
833	GALLIFORMES	Odontophoridae	Colinus virginianus insignis	Nelson	1897	Auk 14: 46	https://sora.unm.edu/sites/default/files/journals/auk/v014n01/p0042-p0076.pdf
834	GALLIFORMES	Odontophoridae	Colinus virginianus salvini	Nelson	1897	Auk 14: 45	https://sora.unm.edu/sites/default/files/journals/auk/v014n01/p0042-p0076.pdf
835	GALLIFORMES	Odontophoridae	Colinus virginianus coyoleos	"(Müller, PLS)"	1776	Natursyst. Suppl. 9: 129	https://biodiversitylibrary.org/page/52710082
836	GALLIFORMES	Odontophoridae	Colinus virginianus thayeri	"Bangs & Peters, JL"	1928	Bull. Mus. Comp. Zool. 68: 386	https://biodiversitylibrary.org/page/2798009
837	GALLIFORMES	Odontophoridae	Colinus virginianus harrisoni	"Orr & Webster, JD"	1968	Proc. Biol. Soc. Wash. 81: 37	https://biodiversitylibrary.org/page/34605578
838	GALLIFORMES	Odontophoridae	Colinus virginianus atriceps	(Ogilvie-Grant)	1893	"Cat. Birds Brit. Mus. 22: 415, 424"	https://biodiversitylibrary.org/page/8383458
839	GALLIFORMES	Odontophoridae	Colinus nigrogularis	(Gould)	1843	Proc. Zool. Soc. London pt 10: 181	https://biodiversitylibrary.org/page/30679943
840	GALLIFORMES	Odontophoridae	Colinus nigrogularis caboti	Van Tyne & Trautman	1941	Occ. Pap. Mus. Zool. U. Michigan no. 439: 5	http://hdl.handle.net/2027.42/56878
841	GALLIFORMES	Odontophoridae	Colinus nigrogularis persiccus	Van Tyne & Trautman	1941	Occ. Pap. Mus. Zool. U. Michigan no. 439: 4	http://hdl.handle.net/2027.42/56878
842	GALLIFORMES	Odontophoridae	Colinus nigrogularis nigrogularis	(Gould)	1843	Proc. Zool. Soc. London pt 10: 181	https://biodiversitylibrary.org/page/30679943
843	GALLIFORMES	Odontophoridae	Colinus nigrogularis segoviensis	Ridgway	1888	Proc. U.S. Natl. Mus. 10: 593	https://biodiversitylibrary.org/page/7485813
844	GALLIFORMES	Odontophoridae	Colinus leucopogon	"(Lesson, R)"	1842	Rev. Zool. 5: 175	https://biodiversitylibrary.org/page/14714704
845	GALLIFORMES	Odontophoridae	Colinus leucopogon incanus	Friedmann	1944	Proc. Biol. Soc. Wash. 57: 16	https://biodiversitylibrary.org/page/34564724
846	GALLIFORMES	Odontophoridae	Colinus leucopogon hypoleucus	(Gould)	1860	"Proc. Zool. Soc. London, pt 28: 62"	https://biodiversitylibrary.org/page/12866566
847	GALLIFORMES	Odontophoridae	Colinus leucopogon leucopogon	"(Lesson, R)"	1842	Rev. Zool. 5: 175	https://biodiversitylibrary.org/page/14714704
848	GALLIFORMES	Odontophoridae	Colinus leucopogon leylandi	"(Moore, TJ)"	1859	"Proc. Zool. Soc. London, pt 27: 62"	https://biodiversitylibrary.org/page/32274468
849	GALLIFORMES	Odontophoridae	Colinus leucopogon sclateri	(Bonaparte)	1856	Compt. Rend. 42: 883	https://biodiversitylibrary.org/page/1212697
850	GALLIFORMES	Odontophoridae	Colinus leucopogon dickeyi	Conover	1932	Condor 34: 174	https://sora.unm.edu/node/97943
851	GALLIFORMES	Odontophoridae	Colinus cristatus	(Linnaeus)	1766	Syst. Nat. (ed. 12) 1: 277	https://biodiversitylibrary.org/page/42946473
852	GALLIFORMES	Odontophoridae	Colinus cristatus mariae	Wetmore	1962	Smiths. Misc. Coll. 145 (1): 5	https://biodiversitylibrary.org/page/35342991
853	GALLIFORMES	Odontophoridae	Colinus cristatus panamensis	Dickey & Van Rossem	1930	Condor 32: 73	https://sora.unm.edu/node/97619
854	GALLIFORMES	Odontophoridae	Colinus cristatus decoratus	(Todd)	1917	Proc. Biol. Soc. Wash. 30: 6	https://biodiversitylibrary.org/page/3334989
855	GALLIFORMES	Odontophoridae	Colinus cristatus littoralis	(Todd)	1917	Proc. Biol. Soc. Wash. 30: 6	https://biodiversitylibrary.org/page/3334989
856	GALLIFORMES	Odontophoridae	Colinus cristatus cristatus	(Linnaeus)	1766	Syst. Nat. (ed. 12) 1: 277	https://biodiversitylibrary.org/page/42946473
857	GALLIFORMES	Odontophoridae	Colinus cristatus horvathi	(Madarász)	1904	Ann. Hist. Mus. Natl. Hungar. 2: 116	http://publication.nhmus.hu/pdf/annHNHM/Annals_HNHM_1904_Vol_2_1_115.pdf
858	GALLIFORMES	Odontophoridae	Colinus cristatus barnesi	Gilliard	1940	Am. Mus. Novit. 1071: 1	http://hdl.handle.net/2246/2235
859	GALLIFORMES	Odontophoridae	Colinus cristatus sonnini	(Temminck)	1815	"Hist. Nat. Pig. Gallin. 3: 451, 737"	https://biodiversitylibrary.org/page/43752664
860	GALLIFORMES	Odontophoridae	Colinus cristatus mocquerysi	"(Hartert, E)"	1894	Bull. B.O.C. 3: 37	https://biodiversitylibrary.org/page/32475251
861	GALLIFORMES	Odontophoridae	Colinus cristatus leucotis	(Gould)	1844	Proc. Zool. Soc. London pt 11: 133	https://biodiversitylibrary.org/page/30680111
862	GALLIFORMES	Odontophoridae	Colinus cristatus badius	Conover	1938	Proc. Biol. Soc. Wash. 51: 53	https://biodiversitylibrary.org/page/34510044
863	GALLIFORMES	Odontophoridae	Colinus cristatus bogotensis	Dugand	1943	Caldasia 2: 194	https://revistas.unal.edu.co/index.php/cal/article/view/31871/31898
864	GALLIFORMES	Odontophoridae	Colinus cristatus parvicristatus	(Gould)	1843	Proc. Zool. Soc. London pt 11: 106	https://biodiversitylibrary.org/page/30680084
865	GALLIFORMES	Odontophoridae	Odontophorus	Vieillot	1816		
866	GALLIFORMES	Odontophoridae	Odontophorus gujanensis	"(Gmelin, JF)"	1789	Syst. Nat. (ed. 12) 1: 767	https://biodiversitylibrary.org/page/2656262
867	GALLIFORMES	Odontophoridae	Odontophorus gujanensis castigatus	Bangs	1901	Auk 18: 356	https://sora.unm.edu/sites/default/files/journals/auk/v018n04/p0355-p0370.pdf
868	GALLIFORMES	Odontophoridae	Odontophorus gujanensis marmoratus	(Gould)	1843	Proc. Zool. Soc. London pt 11: 107	https://biodiversitylibrary.org/page/30680085
869	GALLIFORMES	Odontophoridae	Odontophorus gujanensis medius	Chapman	1929	Am. Mus. Novit. 380: 3	http://hdl.handle.net/2246/3988
870	GALLIFORMES	Odontophoridae	Odontophorus gujanensis gujanensis	"(Gmelin, JF)"	1789	Syst. Nat. (ed. 12) 1: 767	https://biodiversitylibrary.org/page/2656262
871	GALLIFORMES	Odontophoridae	Odontophorus gujanensis buckleyi	"Chubb, C"	1919	Ibis (Ser. 11) 1: 27	https://biodiversitylibrary.org/page/16342254
872	GALLIFORMES	Odontophoridae	Odontophorus gujanensis rufogularis	Blake	1959	Fieldiana Zool. 39: 374	https://biodiversitylibrary.org/page/2855684
873	GALLIFORMES	Odontophoridae	Odontophorus gujanensis pachyrhynchus	Tschudi	1844	Arch. Naturgesch. 10: 306	https://biodiversitylibrary.org/page/13704209
874	GALLIFORMES	Odontophoridae	Odontophorus gujanensis simonsi	"Chubb, C"	1919	Ibis (Ser. 11) 1: 26	https://biodiversitylibrary.org/page/16342253
875	GALLIFORMES	Odontophoridae	Odontophorus capueira	(Spix)	1825	Av. Sp. Nov. Brasil. 2: 59 pl. 76a	https://biodiversitylibrary.org/page/41278014
876	GALLIFORMES	Odontophoridae	Odontophorus melanotis	Salvin	1865	Proc. Zool. Soc.London (1864): 586	https://biodiversitylibrary.org/page/28500923
877	GALLIFORMES	Odontophoridae	Odontophorus melanotis verecundus	"Peters, JL"	1929	Bull. Mus. Comp. Zool. 69: 404	https://biodiversitylibrary.org/page/2774758
878	GALLIFORMES	Odontophoridae	Odontophorus melanotis melanotis	Salvin	1865	Proc. Zool. Soc.London (1864): 586	https://biodiversitylibrary.org/page/28500923
879	GALLIFORMES	Odontophoridae	Odontophorus erythrops	Gould	1859	"Proc. Zool. Soc. London, pt 27: 99"	https://biodiversitylibrary.org/page/32274505
880	GALLIFORMES	Odontophoridae	Odontophorus erythrops parambae	Rothschild	1897	Bull. B.O.C. 7: 6	https://biodiversitylibrary.org/page/32475560
881	GALLIFORMES	Odontophoridae	Odontophorus erythrops erythrops	Gould	1859	"Proc. Zool. Soc. London, pt 27: 99"	https://biodiversitylibrary.org/page/32274505
882	GALLIFORMES	Odontophoridae	Odontophorus atrifrons	"Allen, JA"	1900	Bull. Am. Mus. Nat. Hist. 13: 127	http://hdl.handle.net/2246/719
883	GALLIFORMES	Odontophoridae	Odontophorus atrifrons atrifrons	"Allen, JA"	1900	Bull. Am. Mus. Nat. Hist. 13: 127	http://hdl.handle.net/2246/719
884	GALLIFORMES	Odontophoridae	Odontophorus atrifrons variegatus	Todd	1919	Proc. Biol. Soc. Wash. 32: 116	https://biodiversitylibrary.org/page/3335272
885	GALLIFORMES	Odontophoridae	Odontophorus atrifrons navai	Aveledo & Pons	1952	Nov. Cient. Contr. Ocas. Mus. d'Hist. Nat. LaSalle Ser. Zool. Zool. no. 7: 5 pl. 1	
886	GALLIFORMES	Odontophoridae	Odontophorus hyperythrus	Gould	1858	Proc. Zool. Soc. London pt 27: 223	https://biodiversitylibrary.org/page/12861285
887	GALLIFORMES	Odontophoridae	Odontophorus melanonotus	Gould	1861	Proc. Zool. Soc. London (1861): 383	https://biodiversitylibrary.org/page/12866950
888	GALLIFORMES	Odontophoridae	Odontophorus speciosus	Tschudi	1843	Arch. Naturgesch. 9: 387	https://biodiversitylibrary.org/page/13703418
889	GALLIFORMES	Odontophoridae	Odontophorus speciosus soderstromii	Lönnberg & Rendahl	1922	Ark. Zool. 14 (25): 16	https://biodiversitylibrary.org/page/6413811
890	GALLIFORMES	Odontophoridae	Odontophorus speciosus speciosus	Tschudi	1843	Arch. Naturgesch. 9: 387	https://biodiversitylibrary.org/page/13703418
891	GALLIFORMES	Odontophoridae	Odontophorus speciosus loricatus	Todd	1932	Proc. Biol. Soc. Wash. 45: 237	https://biodiversitylibrary.org/page/35459491
