1	ORDER	FAMILY	TAXON	AUTHORITY	YEAR	REFERENCE	URL										
7930	STRIGIFORMES	Strigidae	Taenioptynx brodiei	(Burton)	1836	Proc. Zool. Soc. London pt 3: 152	https://biodiversitylibrary.org/page/30568661										
7931	STRIGIFORMES	Strigidae	Taenioptynx brodiei brodiei	(Burton)	1836	Proc. Zool. Soc. London pt 3: 152	https://biodiversitylibrary.org/page/30568661										
7932	STRIGIFORMES	Strigidae	Taenioptynx brodiei pardalotum	(Swinhoe)	1863	Ibis 5: 216	https://biodiversitylibrary.org/page/54848142										
7933	STRIGIFORMES	Strigidae	Taenioptynx sylvaticum	(Bonaparte)	1850	Consp. Gen. Av. 1: 40	https://biodiversitylibrary.org/page/43560065										
7934	STRIGIFORMES	Strigidae	Taenioptynx sylvaticum sylvaticum	(Bonaparte)	1850	Consp. Gen. Av. 1: 40	https://biodiversitylibrary.org/page/43560065										
7935	STRIGIFORMES	Strigidae	Taenioptynx sylvaticum borneense	(Sharpe)	1893	Bull. B.O.C. 1: 55	https://biodiversitylibrary.org/page/32475197										
7936	STRIGIFORMES	Strigidae	Micrathene	Coues	1866												
7937	STRIGIFORMES	Strigidae	Micrathene whitneyi	"(Cooper, JG)"	1861	Proc. Cal. Acad. Nat. Sci. (Ser. 1) 2: 118	https://biodiversitylibrary.org/page/3837042										
7938	STRIGIFORMES	Strigidae	Micrathene whitneyi whitneyi	"(Cooper, JG)"	1861	Proc. Cal. Acad. Nat. Sci. (Ser. 1) 2: 118	https://biodiversitylibrary.org/page/3837042										
7939	STRIGIFORMES	Strigidae	Micrathene whitneyi idonea	(Ridgway)	1914	"Bull. U.S. Natl. Mus. no. 50 pt 6: xvii, 807, 810"	https://biodiversitylibrary.org/page/7755089										
7940	STRIGIFORMES	Strigidae	Micrathene whitneyi sanfordi	(Ridgway)	1914	"Bull. U.S. Natl. Mus. no. 50 pt 6: xvii, 807, 809"	https://biodiversitylibrary.org/page/7755089										
7941	STRIGIFORMES	Strigidae	Micrathene whitneyi graysoni †	Ridgway	1886	Auk 3: 333	https://sora.unm.edu/sites/default/files/journals/auk/v003n03/p0333-p0334.pdf										
7942	STRIGIFORMES	Strigidae	Xenoglaux	"O'Neill & Graves, GR"	1977												
7943	STRIGIFORMES	Strigidae	Xenoglaux loweryi	"O'Neill & Graves, GR"	1977	Auk 94: 411	https://sora.unm.edu/sites/default/files/journals/auk/v094n03/p0409-p0416.pdf										
7944	STRIGIFORMES	Strigidae	Aegolius	Kaup	1829												
7945	STRIGIFORMES	Strigidae	Aegolius funereus	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 93	https://biodiversitylibrary.org/page/764491										
7946	STRIGIFORMES	Strigidae	Aegolius funereus richardsoni	(Bonaparte)	1838	Geogr. Comp. List Birds Eur. N. Am.: 7	https://biodiversitylibrary.org/page/33208468										
7947	STRIGIFORMES	Strigidae	Aegolius funereus funereus	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 93	https://biodiversitylibrary.org/page/764491										
7948	STRIGIFORMES	Strigidae	Aegolius funereus magnus	(Buturlin)	1907	PsovaiaI Ruzheinaia Ochota 13: 87											
7949	STRIGIFORMES	Strigidae	Aegolius funereus sibiricus	(Buturlin)	1910	Nascha Ochota no. 11: 11											
7950	STRIGIFORMES	Strigidae	Aegolius funereus pallens	(Schalow)	1908	J. für Orn. 56: 109	https://biodiversitylibrary.org/page/11799881										
7951	STRIGIFORMES	Strigidae	Aegolius funereus caucasicus	(Buturlin)	1907	PsovaiaI Ruzheinaia Ochota 13: 87											
7952	STRIGIFORMES	Strigidae	Aegolius funereus beickianus	Stresemann	1928	Orn. Monatsb. 36: 41											
7953	STRIGIFORMES	Strigidae	Aegolius acadicus	"(Gmelin, JF)"	1788	Syst. Nat. (ed. 12) 1: 296	https://biodiversitylibrary.org/page/2896896										
7954	STRIGIFORMES	Strigidae	Aegolius acadicus acadicus	"(Gmelin, JF)"	1788	Syst. Nat. (ed. 12) 1: 296	https://biodiversitylibrary.org/page/2896896										
7955	STRIGIFORMES	Strigidae	Aegolius acadicus brooksi	"(Fleming, JH)"	1916	Auk 33: 422	https://sora.unm.edu/sites/default/files/journals/auk/v033n04/p0420-p0423.pdf										
7956	STRIGIFORMES	Strigidae	Aegolius gradyi	Olson	2012	Proc. Biol. Soc. Wash. 125: 97-105											
7957	STRIGIFORMES	Strigidae	Aegolius ridgwayi	(Alfaro)	1905	Proc. Biol. Soc. Wash. 18: 217	https://biodiversitylibrary.org/page/2265687										
7958	STRIGIFORMES	Strigidae	Aegolius harrisii	(Cassin)	1849	Proc. Acad. Nat. Sci. Philadelphia 4: 157	https://biodiversitylibrary.org/page/5445355										
7959	STRIGIFORMES	Strigidae	Aegolius harrisii harrisii	(Cassin)	1849	Proc. Acad. Nat. Sci. Philadelphia 4: 157	https://biodiversitylibrary.org/page/5445355										
7960	STRIGIFORMES	Strigidae	Aegolius harrisii iheringi	(Sharpe)	1899	Bull. B.O.C. 8: 40	https://biodiversitylibrary.org/page/32475675										
7961	STRIGIFORMES	Strigidae	Aegolius harrisii dabbenei	Olrog	1979	Acta Zoologica Lilloana 33: 5											
7962	STRIGIFORMES	Strigidae	Athene	"Boie, F"	1822												
7963	STRIGIFORMES	Strigidae	Athene cunicularia	(Molina)	1782	Saggio sulla Storia Nat. del Chile: 263	https://bibdigital.rjb.csic.es/viewer/9635/?offset=#page=264&viewer=picture&o=bookmark&n=0&q=										
7964	STRIGIFORMES	Strigidae	Athene cunicularia hypugaea	(Bonaparte)	1825	Am. Orn. 1: 72	https://biodiversitylibrary.org/page/58156775										
7965	STRIGIFORMES	Strigidae	Athene cunicularia rostrata	"(Townsend, CH)"	1890	Proc. U.S. Natl. Mus. 13: 133	https://biodiversitylibrary.org/page/15670849										
7966	STRIGIFORMES	Strigidae	Athene cunicularia floridana	(Ridgway)	1874	Am. Sportsman 4: 216											
7967	STRIGIFORMES	Strigidae	Athene cunicularia amaura †	(Lawrence)	1878	Proc. U.S. Natl. Mus. 1: 234	https://biodiversitylibrary.org/page/43651307										
7968	STRIGIFORMES	Strigidae	Athene cunicularia guadeloupensis †	(Ridgway)	1874	"Hist. N. Am. Birds 3: 90, note"	https://biodiversitylibrary.org/page/7283810										
7969	STRIGIFORMES	Strigidae	Athene cunicularia guantanamensis	(Garrido)	2001	Cotinga 15: 76											
7970	STRIGIFORMES	Strigidae	Athene cunicularia troglodytes	(Wetmore & Swales)	1931	Bull. U.S. Natl. Mus. no. 155: 239	https://biodiversitylibrary.org/page/14223310										
7971	STRIGIFORMES	Strigidae	Athene cunicularia brachyptera	(Richmond)	1896	Proc. U.S. Natl. Mus. 18: 663	https://biodiversitylibrary.org/page/7733729										
7972	STRIGIFORMES	Strigidae	Athene cunicularia minor	(Cory)	1918	Field Mus. Nat. Hist. Pub. Zool. Ser. 13 (2): 40	https://biodiversitylibrary.org/page/818879										
7973	STRIGIFORMES	Strigidae	Athene cunicularia carrikeri	(Stone)	1922	Auk 39: 84	https://sora.unm.edu/sites/default/files/journals/auk/v039n01/p0084-p0084.pdf										
7974	STRIGIFORMES	Strigidae	Athene cunicularia tolimae	(Stone)	1899	Proc. Acad. Nat. Sci. Philadelphia 51: 303	https://biodiversitylibrary.org/page/26300040										
7975	STRIGIFORMES	Strigidae	Athene cunicularia pichinchae	(Boetticher)	1929	Senckenbergiana 11: 391											
7976	STRIGIFORMES	Strigidae	Athene cunicularia nanodes	(Berlepsch & Stolzmann)	1892	Proc. Zool. Soc. London (1892): 388	https://biodiversitylibrary.org/page/31848905										
7977	STRIGIFORMES	Strigidae	Athene cunicularia juninensis	(Berlepsch & Stolzmann)	1902	Proc. Zool. Soc. London (1902) 2: 41	https://biodiversitylibrary.org/page/31543096										
7978	STRIGIFORMES	Strigidae	Athene cunicularia boliviana	"(Kelso, L)"	1939	"Biol. Leaflet no. 11: [1, 2]"											
7979	STRIGIFORMES	Strigidae	Athene cunicularia grallaria	(Temminck)	1822	Pl. Col. livr. 25 pl. 146											
7980	STRIGIFORMES	Strigidae	Athene cunicularia cunicularia	(Molina)	1782	Saggio sulla Storia Nat. del Chile: 263	https://bibdigital.rjb.csic.es/viewer/9635/?offset=#page=264&viewer=picture&o=bookmark&n=0&q=										
7981	STRIGIFORMES	Strigidae	Athene cunicularia partridgei	Olrog	1976	Neotropica 22: 107											
7982	STRIGIFORMES	Strigidae	Athene brama	(Temminck)	1821	Pl. Col. livr. 12 pl. 68											
7983	STRIGIFORMES	Strigidae	Athene brama indica	(Franklin)	1831	Proc. Comm. Zool. Soc. London pt 1: 115	https://biodiversitylibrary.org/page/12861523										
7984	STRIGIFORMES	Strigidae	Athene brama ultra	Ripley	1948	Proc. Biol. Soc. Wash. 61: 100	https://biodiversitylibrary.org/page/34498546										
7985	STRIGIFORMES	Strigidae	Athene brama brama	(Temminck)	1821	Pl. Col. livr. 12 pl. 68											
7986	STRIGIFORMES	Strigidae	Athene brama pulchra	Hume	1873	Stray Feathers 1: 469	https://biodiversitylibrary.org/page/30007381										
7987	STRIGIFORMES	Strigidae	Athene brama mayri	Deignan	1941	Auk 58: 396	https://sora.unm.edu/sites/default/files/journals/auk/v058n03/p0396-p0398.pdf										
7988	STRIGIFORMES	Strigidae	Athene noctua	(Scopoli)	1769	Annus I Hist. Nat.: 22	https://biodiversitylibrary.org/page/31117669										
7989	STRIGIFORMES	Strigidae	Athene noctua vidalii	"Brehm, AE"	1857	"Allg. Deutsche Nat. Zeit., N. F. 3: 440"											
7990	STRIGIFORMES	Strigidae	Athene noctua noctua	(Scopoli)	1769	Annus I Hist. Nat.: 22	https://biodiversitylibrary.org/page/31117669										
7991	STRIGIFORMES	Strigidae	Athene noctua indigena	"Brehm, CL"	1855	Vollst. Vögelsang: 37	https://biodiversitylibrary.org/page/15642157										
7992	STRIGIFORMES	Strigidae	Athene noctua lilith	"Hartert, E"	1913	Vog. palaark. Fauna 2: 1006	https://biodiversitylibrary.org/page/14031545										
7993	STRIGIFORMES	Strigidae	Athene noctua bactriana	Blyth	1847	J. Asiat. Soc. Bengal 16 (2): 776	https://biodiversitylibrary.org/page/40126317										
7994	STRIGIFORMES	Strigidae	Athene noctua orientalis	Severtsov	1873	Izv. Imp. O. Liub. Est. Antr. Etn. 8: 115											
7995	STRIGIFORMES	Strigidae	Athene noctua ludlowi	"Baker, ECS"	1926	Bull. B.O.C. 47: 58	https://biodiversitylibrary.org/page/40499067										
7996	STRIGIFORMES	Strigidae	Athene noctua impasta	"Bangs & Peters, JL"	1928	Bull. Mus. Comp. Zool. 68: 330	https://biodiversitylibrary.org/page/2797930										
7997	STRIGIFORMES	Strigidae	Athene noctua plumipes	Swinhoe	1870	Proc. Zool. Soc. London (1870): 448	https://biodiversitylibrary.org/page/28555308										
7998	STRIGIFORMES	Strigidae	Athene noctua glaux	(Savigny)	1809	Descr. Egypte 1: 105	https://biodiversitylibrary.org/page/41329589										
7999	STRIGIFORMES	Strigidae	Athene noctua saharae	(Kleinschmidt)	1909	Falco 5: 19	https://biodiversitylibrary.org/page/8517577										
8000	STRIGIFORMES	Strigidae	Athene noctua spilogastra	Heuglin	1863	Orn. Nordost Afr. 1: 119 pl. 4	https://biodiversitylibrary.org/page/33699366										
8001	STRIGIFORMES	Strigidae	Athene noctua somaliensis	Reichenow	1905	Vog. Afr. 3: 822	https://biodiversitylibrary.org/page/14090633										
8002	STRIGIFORMES	Strigidae	Athene superciliaris	(Vieillot)	1817												
8003	STRIGIFORMES	Strigidae	Athene blewitti	(Hume)	1873	Stray Feathers 1: 468	https://biodiversitylibrary.org/page/30007380										
8004	STRIGIFORMES	Strigidae	Athene jacquinoti	Bonaparte	1850	Consp. Gen. Av. 1: 42	https://biodiversitylibrary.org/page/43560067										
8005	STRIGIFORMES	Strigidae	Athene jacquinoti eichhorni	"(Hartert, E)"	1929	Am. Mus. Novit. 364: 7	http://hdl.handle.net/2246/3749										
8006	STRIGIFORMES	Strigidae	Athene jacquinoti mono	(Mayr)	1935	Am. Mus. Novit. 820: 2	http://hdl.handle.net/2246/4041										
8007	STRIGIFORMES	Strigidae	Athene jacquinoti jacquinoti	Bonaparte	1850	Consp. Gen. Av. 1: 42	https://biodiversitylibrary.org/page/43560067										
8008	STRIGIFORMES	Strigidae	Athene jacquinoti floridae	(Mayr)	1935	Am. Mus. Novit. 820: 2	http://hdl.handle.net/2246/4041										
8009	STRIGIFORMES	Strigidae	Athene jacquinoti granti	(Sharpe)	1888	Proc. Zool. Soc. London (1888): 183	https://biodiversitylibrary.org/page/31825648										
8010	STRIGIFORMES	Strigidae	Athene jacquinoti malaitae	(Mayr)	1931	Am. Mus. Novit. 504: 14	http://hdl.handle.net/2246/4238										
8011	STRIGIFORMES	Strigidae	Athene jacquinoti roseoaxillaris	"(Hartert, E)"	1929	Am. Mus. Novit. 364: 6	http://hdl.handle.net/2246/3749										
8012	STRIGIFORMES	Strigidae	Surnia	Duméril	1805												
8013	STRIGIFORMES	Strigidae	Surnia ulula	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 93	https://biodiversitylibrary.org/page/764491										
8014	STRIGIFORMES	Strigidae	Surnia ulula tianschanica	Smallbones	1906	Orn. Monatsb. 14: 27	https://biodiversitylibrary.org/page/8766531										
8015	STRIGIFORMES	Strigidae	Surnia ulula ulula	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 93	https://biodiversitylibrary.org/page/764491										
8016	STRIGIFORMES	Strigidae	Surnia ulula caparoch	"(Müller, PLS)"	1776	Natursyst. Suppl. 9: 69	https://biodiversitylibrary.org/page/52710022										
8017	STRIGIFORMES	Strigidae	Glaucidium	"Boie, F"	1826												
8018	STRIGIFORMES	Strigidae	Glaucidium passerinum	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 93	https://biodiversitylibrary.org/page/764491										
8019	STRIGIFORMES	Strigidae	Glaucidium passerinum passerinum	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 93	https://biodiversitylibrary.org/page/764491										
8020	STRIGIFORMES	Strigidae	Glaucidium passerinum orientale	Taczanowski	1891	Faune Orn. Sib. Orient. 1: 128	https://biodiversitylibrary.org/page/53431107										
8021	STRIGIFORMES	Strigidae	Glaucidium perlatum	(Vieillot)	1817	Nouv. Dict. d'Hist. Nat. 7: 26	https://biodiversitylibrary.org/page/18035773										
8022	STRIGIFORMES	Strigidae	Glaucidium perlatum perlatum	(Vieillot)	1817	Nouv. Dict. d'Hist. Nat. 7: 26	https://biodiversitylibrary.org/page/18035773										
8023	STRIGIFORMES	Strigidae	Glaucidium perlatum licua	"(Lichtenstein, MHK)"	1842	Verz. Samml. Vog. Kaffernl.: 12	https://biodiversitylibrary.org/page/29119846										
8024	STRIGIFORMES	Strigidae	Glaucidium tephronotum	Sharpe	1875	Ibis (Ser. 3) 5: 260	https://biodiversitylibrary.org/page/8612808										
8025	STRIGIFORMES	Strigidae	Glaucidium tephronotum tephronotum	Sharpe	1875	Ibis (Ser. 3) 5: 260	https://biodiversitylibrary.org/page/8612808										
8026	STRIGIFORMES	Strigidae	Glaucidium tephronotum pycrafti	"Bates, GL"	1911	Bull. B.O.C. 27: 85 pl. 7	https://biodiversitylibrary.org/page/32553921										
8027	STRIGIFORMES	Strigidae	Glaucidium tephronotum medje	Chapin	1932	Am. Mus. Novit. 570: 3	http://hdl.handle.net/2246/4197										
8028	STRIGIFORMES	Strigidae	Glaucidium sjostedti	Reichenow	1893	Orn. Monatsb. 1: 65	https://biodiversitylibrary.org/page/32582332										
8029	STRIGIFORMES	Strigidae	Glaucidium cuculoides	(Vigors)	1830	Proc. Comm. Zool. Soc. London pt 1: 8	https://biodiversitylibrary.org/page/12861416										
8030	STRIGIFORMES	Strigidae	Glaucidium cuculoides cuculoides	(Vigors)	1830	Proc. Comm. Zool. Soc. London pt 1: 8	https://biodiversitylibrary.org/page/12861416										
8031	STRIGIFORMES	Strigidae	Glaucidium cuculoides austerum	Ripley	1948	Zoologica 33: 200	https://biodiversitylibrary.org/page/52150665										
8032	STRIGIFORMES	Strigidae	Glaucidium cuculoides rufescens	"Baker, ECS"	1926	Bull. B.O.C. 47: 59	https://biodiversitylibrary.org/page/40499068										
8033	STRIGIFORMES	Strigidae	Glaucidium cuculoides whiteleyi	(Blyth)	1867	Ibis (Ser. 2)  3: 313	https://biodiversitylibrary.org/page/8455597										
8034	STRIGIFORMES	Strigidae	Glaucidium cuculoides persimile	"Hartert, E"	1910	Novit. Zool. 17: 205	https://biodiversitylibrary.org/page/3108416										
8035	STRIGIFORMES	Strigidae	Glaucidium cuculoides delacouri	Ripley	1948	Zoologica 33: 201	https://biodiversitylibrary.org/page/52150666										
8036	STRIGIFORMES	Strigidae	Glaucidium cuculoides deignani	Ripley	1948	Zoologica 33: 200	https://biodiversitylibrary.org/page/52150665										
8037	STRIGIFORMES	Strigidae	Glaucidium cuculoides bruegeli	(Parrot)	1908	Verh. Orn. Ges. Bayern 8: 104	https://biodiversitylibrary.org/page/8731298										
8038	STRIGIFORMES	Strigidae	Glaucidium castanopterum	(Horsfield)	1821	Trans. Linn. Soc. London (Ser. 1) 13: 140	https://biodiversitylibrary.org/page/754873										
8039	STRIGIFORMES	Strigidae	Glaucidium radiatum	(Tickell)	1833	J. Asiat. Soc. Bengal 2: 572	https://biodiversitylibrary.org/page/37179072										
8040	STRIGIFORMES	Strigidae	Glaucidium radiatum radiatum	(Tickell)	1833	J. Asiat. Soc. Bengal 2: 572	https://biodiversitylibrary.org/page/37179072										
8041	STRIGIFORMES	Strigidae	Glaucidium radiatum malabaricum	(Blyth)	1846	J. Asiat. Soc. Bengal 15: 280	https://biodiversitylibrary.org/page/40122821										
8042	STRIGIFORMES	Strigidae	Glaucidium castanotum	(Blyth)	1851	J. Asiat. Soc. Bengal 19: 511	https://biodiversitylibrary.org/page/40129224										
8043	STRIGIFORMES	Strigidae	Glaucidium capense	"(Smith, A)"	1834	S. Afr. Q. J. (Ser. 2) no. 4: 313	https://biodiversitylibrary.org/page/15968431										
8044	STRIGIFORMES	Strigidae	Glaucidium capense etchecopari	"Érard & Roux, F"	1983	Ois. Rev. France Orn. (n.s.) 53: 102											
8045	STRIGIFORMES	Strigidae	Glaucidium capense castaneum	Reichenow	1893	Orn. Monatsb. 1: 62	https://biodiversitylibrary.org/page/32582329										
8046	STRIGIFORMES	Strigidae	Glaucidium capense scheffleri	Neumann	1911	Orn. Monatsb. 19: 184	https://biodiversitylibrary.org/page/32971246										
8047	STRIGIFORMES	Strigidae	Glaucidium capense ngamiense	(Roberts)	1932	Ann. Transvaal Mus. 15: 26											
8048	STRIGIFORMES	Strigidae	Glaucidium capense capense	"(Smith, A)"	1834	S. Afr. Q. J. (Ser. 2) no. 4: 313	https://biodiversitylibrary.org/page/15968431										
8049	STRIGIFORMES	Strigidae	Glaucidium albertinum	Prigogine	1983	Rev. Zool. Afr. 97: 887											
8050	STRIGIFORMES	Strigidae	Glaucidium californicum	"Sclater, PL"	1857	Proc. Zool. Soc. London pt 25: 4	https://biodiversitylibrary.org/page/12861024										
8051	STRIGIFORMES	Strigidae	Glaucidium californicum grinnelli	Ridgway	1914	"Bull. U.S. Natl. Mus. no. 50 pt 6: xvi, 781, 791"	https://biodiversitylibrary.org/page/7755103										
8052	STRIGIFORMES	Strigidae	Glaucidium californicum swarthi	Grinnell	1913	Auk 30: 224	https://sora.unm.edu/sites/default/files/journals/auk/v030n02/p0222-p0224.pdf										
8053	STRIGIFORMES	Strigidae	Glaucidium californicum californicum	"Sclater, PL"	1857	Proc. Zool. Soc. London pt 25: 4	https://biodiversitylibrary.org/page/12861024										
8054	STRIGIFORMES	Strigidae	Glaucidium californicum pinicola	Nelson	1910	Proc. Biol. Soc. Wash. 23: 103	https://biodiversitylibrary.org/page/3334541										
8055	STRIGIFORMES	Strigidae	Glaucidium gnoma	Wagler	1832	Isis 25 col. 275	https://biodiversitylibrary.org/page/26455029										
8056	STRIGIFORMES	Strigidae	Glaucidium hoskinsii	Brewster	1888	Auk 5: 136	https://sora.unm.edu/sites/default/files/journals/auk/v005n02/p0136-p0139.pdf										
8057	STRIGIFORMES	Strigidae	Glaucidium cobanense	Sharpe	1875	Ibis (Ser. 3) 5: 260	https://biodiversitylibrary.org/page/8612808										
8058	STRIGIFORMES	Strigidae	Glaucidium costaricanum	"Kelso, L"	1937	Auk 54: 304	https://sora.unm.edu/sites/default/files/journals/auk/v054n03/p0304-p0304.pdf										
8059	STRIGIFORMES	Strigidae	Glaucidium nubicola	Robbins & Stiles	1999	"Auk 116: 306, frontcover."	https://sora.unm.edu/sites/default/files/journals/auk/v116n02/p0305-p0315.pdf										
8060	STRIGIFORMES	Strigidae	Glaucidium jardinii	(Bonaparte)	1855	Compt. Rend. 41: 654	https://biodiversitylibrary.org/page/13834768										
8061	STRIGIFORMES	Strigidae	Glaucidium bolivianum	"König, C"	1991	Okol. Vögel 13: 36											
8062	STRIGIFORMES	Strigidae	Glaucidium palmarum	Nelson	1901	Auk 18: 46	https://sora.unm.edu/sites/default/files/journals/auk/v018n01/p0046-p0049.pdf										
8063	STRIGIFORMES	Strigidae	Glaucidium sanchezi	"Lowery & Newman, RJ"	1949	Occ. Pap. Mus. Zool. L.S.U. no. 22: 1	https://sites01.lsu.edu/wp/mnspapers/files/2017/09/Occasional-Paper-22_updated.pdf										
8064	STRIGIFORMES	Strigidae	Glaucidium griseiceps	Sharpe	1875	Ibis (Ser. 3) 5: 41 pl. 2 fig. 2	https://biodiversitylibrary.org/page/8612583										
8065	STRIGIFORMES	Strigidae	Glaucidium parkeri	"Robbins & Howell, SNG"	1995	Wilson Bull. 107: 2	https://biodiversitylibrary.org/page/52191999										
8066	STRIGIFORMES	Strigidae	Glaucidium hardyi	Vielliard	1989	Rev. Brasil. Zool. 6: 692											
8067	STRIGIFORMES	Strigidae	Glaucidium minutissimum	(Wied-Neuwied)	1830	Beitr. Naturgesch. Brasil. 3: 242	https://biodiversitylibrary.org/page/2782988										
8068	STRIGIFORMES	Strigidae	Glaucidium mooreorum	"Cardoso da Silva, Coelho & Gonzaga"	2003	"Ararajuba 10: 123, 124, frontispiece [p. 121]"	https://www.researchgate.net/profile/Jose_Maria_Da_Silva2/publication/254805348_Discovered_on_the_brink_of_extinction_A_new_species_of_Pygmy-Owl_Strigidae_Glaucidium_from_Atlantic_Forest_of_northeaste										
8069	STRIGIFORMES	Strigidae	Glaucidium brasilianum	"(Gmelin, JF)"	1788	Syst. Nat. (ed. 12) 1: 289	https://biodiversitylibrary.org/page/2896889										
8070	STRIGIFORMES	Strigidae	Glaucidium brasilianum cactorum	Van Rossem	1937	Proc. Biol. Soc. Wash. 50: 27	https://biodiversitylibrary.org/page/34510280										
8071	STRIGIFORMES	Strigidae	Glaucidium brasilianum intermedium	"Phillips, AR"	1966	Bull. B.O.C. 86: 93	https://biodiversitylibrary.org/page/40815029										
8072	STRIGIFORMES	Strigidae	Glaucidium brasilianum ridgwayi	Sharpe	1875	Ibis (Ser. 3) 5: 55	https://biodiversitylibrary.org/page/8612597										
8073	STRIGIFORMES	Strigidae	Glaucidium brasilianum medianum	Todd	1916	Proc. Biol. Soc. Wash. 29: 98	https://biodiversitylibrary.org/page/3336645										
8074	STRIGIFORMES	Strigidae	Glaucidium brasilianum margaritae	Phelps & Phelps Jr	1951	Proc. Biol. Soc. Wash. 64: 65	https://biodiversitylibrary.org/page/34566991										
8075	STRIGIFORMES	Strigidae	Glaucidium brasilianum phaloenoides	(Daudin)	1800	Traite d'Orn. 2: 206	https://biodiversitylibrary.org/page/39476202										
8076	STRIGIFORMES	Strigidae	Glaucidium brasilianum duidae	Chapman	1929	Am. Mus. Novit. 380: 8	http://hdl.handle.net/2246/3988										
8077	STRIGIFORMES	Strigidae	Glaucidium brasilianum olivaceum	Chapman	1939	Am. Mus. Novit. 1051: 6	http://hdl.handle.net/2246/5154										
8078	STRIGIFORMES	Strigidae	Glaucidium brasilianum ucayalae	Chapman	1929	Am. Mus. Novit. 380: 9	http://hdl.handle.net/2246/3988										
8079	STRIGIFORMES	Strigidae	Glaucidium brasilianum brasilianum	"(Gmelin, JF)"	1788	Syst. Nat. (ed. 12) 1: 289	https://biodiversitylibrary.org/page/2896889										
8080	STRIGIFORMES	Strigidae	Glaucidium brasilianum pallens	Brodkorb	1938	Occ. Pap. Mus. Zool. U. Michigan no. 394: 4	http://hdl.handle.net/2027.42/56833										
8081	STRIGIFORMES	Strigidae	Glaucidium brasilianum stranecki	"König, C & Wink"	1995	J. für Orn. 136: 461											
8082	STRIGIFORMES	Strigidae	Glaucidium brasilianum tucumanum	Chapman	1922	Am. Mus. Novit. 31: 5	http://hdl.handle.net/2246/4602										
8083	STRIGIFORMES	Strigidae	Glaucidium peruanum	"König, C"	1991	Okol. Vögel 13: 56											
8084	STRIGIFORMES	Strigidae	Glaucidium nana	"(King, PP)"	1827	Zool. Journ. 3: 427	https://biodiversitylibrary.org/page/27485953										
8085	STRIGIFORMES	Strigidae	Glaucidium siju	(d'Orbigny)	1839	Hist. Isla Cuba 3: 41	http://bibdigital.rjb.csic.es/ing/Libro.php?Libro=387										
8086	STRIGIFORMES	Strigidae	Glaucidium siju siju	(d'Orbigny)	1839	Hist. Isla Cuba 3: 41	http://bibdigital.rjb.csic.es/ing/Libro.php?Libro=387										
8087	STRIGIFORMES	Strigidae	Glaucidium siju turquinense	Garrido	2002	Solenodon 2: 45-52	http://www.caribbeanahigroup.org/pdf/solenodon2/10Glaucidium.pdf										
8088	STRIGIFORMES	Strigidae	Glaucidium siju vittatum	Ridgway	1914	"Bull. U.S. Natl. Mus. no. 50 pt 6: xvii, 782, 805"	https://biodiversitylibrary.org/page/7755104										
8089	STRIGIFORMES	Strigidae	Otus	Pennant	1769												
8090	STRIGIFORMES	Strigidae	Otus gurneyi	(Tweeddale)	1879	Proc. Zool. Soc. London (1878): 940 pl. 58	https://biodiversitylibrary.org/page/28519658										
8091	STRIGIFORMES	Strigidae	Otus sagittatus	(Cassin)	1849	Proc. Acad. Nat. Sci. Philadelphia 4: 121	https://biodiversitylibrary.org/page/5445384										
8092	STRIGIFORMES	Strigidae	Otus rufescens	(Horsfield)	1821	Trans. Linn. Soc. London (Ser. 1) 13: 140	https://biodiversitylibrary.org/page/754873										
8093	STRIGIFORMES	Strigidae	Otus rufescens malayensis	Hachisuka	1934	Birds Philip. Is. 2: 52											
8094	STRIGIFORMES	Strigidae	Otus rufescens rufescens	(Horsfield)	1821	Trans. Linn. Soc. London (Ser. 1) 13: 140	https://biodiversitylibrary.org/page/754873										
8095	STRIGIFORMES	Strigidae	Otus thilohoffmanni	Warakagoda & Rasmussen	2004	Bull. B.O.C. 124: 87	https://biodiversitylibrary.org/page/40056064										
8096	STRIGIFORMES	Strigidae	Otus icterorhynchus	(Shelley)	1873	Ibis (Ser. 3) 3: 138	https://biodiversitylibrary.org/page/16518211										
8097	STRIGIFORMES	Strigidae	Otus icterorhynchus icterorhynchus	(Shelley)	1873	Ibis (Ser. 3) 3: 138	https://biodiversitylibrary.org/page/16518211										
8098	STRIGIFORMES	Strigidae	Otus icterorhynchus holerythrus	(Sharpe)	1901	Bull. B.O.C. 12: 3	https://biodiversitylibrary.org/page/37116571										
8099	STRIGIFORMES	Strigidae	Otus ireneae	Ripley	1966	Ibis 108: 136											
8100	STRIGIFORMES	Strigidae	Otus balli	(Hume)	1873	Stray Feathers 1: 407	https://biodiversitylibrary.org/page/30007319										
8101	STRIGIFORMES	Strigidae	Otus alfredi	"(Hartert, E)"	1897	Novit. Zool. 4: 527	https://biodiversitylibrary.org/page/3219358										
8102	STRIGIFORMES	Strigidae	Otus spilocephalus	(Blyth)	1846	J. Asiat. Soc. Bengal 15: 8	https://biodiversitylibrary.org/page/40122543										
