1	ORDER	FAMILY	TAXON	AUTHORITY	YEAR	REFERENCE	URL										
8280	STRIGIFORMES	Strigidae	Bubo virginianus pinorum	"Dickerman & Johnson, AB"	2008	"J. Raptor Res. 47: 23, 24 fig. 1"	https://bioone.org/journals/Journal-of-Raptor-Research/volume-42/issue-1/JRR-06-75.1/Notes-on-Great-Horned-Owls-Nesting-in-the-Rocky-Mountains/10.3356/JRR-06-75.1.full										
8281	STRIGIFORMES	Strigidae	Bubo magellanicus	"(Lesson, R)"	1828	Man. d'Orn. 1: 116	https://biodiversitylibrary.org/page/55490199										
8282	STRIGIFORMES	Strigidae	Bubo bubo	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 92	https://biodiversitylibrary.org/page/764490										
8283	STRIGIFORMES	Strigidae	Bubo bubo bubo	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 92	https://biodiversitylibrary.org/page/764490										
8284	STRIGIFORMES	Strigidae	Bubo bubo sibiricus	(Gloger)	1833	Abandern Vog. Einfluss Klima's: 142	https://biodiversitylibrary.org/page/34072137										
8285	STRIGIFORMES	Strigidae	Bubo bubo turcomanus	(Eversmann)	1835	Add. Zoogr. Ross. As. 1: 3	https://biodiversitylibrary.org/page/13552038										
8286	STRIGIFORMES	Strigidae	Bubo bubo hemachalanus	Hume	1873	Stray Feathers 1: 315	https://biodiversitylibrary.org/page/30007221										
8287	STRIGIFORMES	Strigidae	Bubo bubo kiautschensis	Reichenow	1903	Orn. Monatsb. 11: 85	https://biodiversitylibrary.org/page/32586462										
8288	STRIGIFORMES	Strigidae	Bubo bubo nikolskii	Zarudny	1905	Orn. Jahrb. 16: 142	https://biodiversitylibrary.org/page/51345907										
8289	STRIGIFORMES	Strigidae	Bubo bubo ruthenus	Buturlin & Zhitkov	1906	Mem. Soc. Imp. Geogr. Russ. 41: 271											
8290	STRIGIFORMES	Strigidae	Bubo bubo tibetanus	Bianchi	1906	Bull. B.O.C. 16: 69	https://biodiversitylibrary.org/page/32432753										
8291	STRIGIFORMES	Strigidae	Bubo bubo jakutensis	Buturlin	1908	"J. für Orn. 56: 287, note"	https://biodiversitylibrary.org/page/11800059										
8292	STRIGIFORMES	Strigidae	Bubo bubo hispanus	"Rothschild & Hartert, E"	1910	Novit. Zool. 17: 110	https://biodiversitylibrary.org/page/3108560										
8293	STRIGIFORMES	Strigidae	Bubo bubo interpositus	"Rothschild & Hartert, E"	1910	Novit. Zool. 17: 111	https://biodiversitylibrary.org/page/3108769										
8294	STRIGIFORMES	Strigidae	Bubo bubo yenisseensis	Buturlin	1911	Mess. Orn. 2: 26	https://biodiversitylibrary.org/page/33530231										
8295	STRIGIFORMES	Strigidae	Bubo bubo ussuriensis	Poliakov	1915	Mess. Orn. 6: 44	https://biodiversitylibrary.org/page/33429734										
8296	STRIGIFORMES	Strigidae	Bubo bubo borissowi	Hesse	1915	J. für Orn. 63: 366	https://biodiversitylibrary.org/page/11846108										
8297	STRIGIFORMES	Strigidae	Bubo bubo tarimensis	Buturlin	1928	Opredelitel Vydov Ptits SSSR 1: 114											
8298	STRIGIFORMES	Strigidae	Bubo bubo omissus	Dementiev	1933	Alauda 4: 392	http://bibliotheques.mnhn.fr/EXPLOITATION/infodoc/digitalCollections/viewerpopup.aspx?seid=MNHN_ALAUD_1932_T004_N004										
8299	STRIGIFORMES	Strigidae	Bubo bengalensis	(Franklin)	1831	Proc. Comm. Zool. Soc. London pt 1: 115	https://biodiversitylibrary.org/page/12861523										
8300	STRIGIFORMES	Strigidae	Bubo ascalaphus	Savigny	1809	Descr. Egypte 1: 110 pl. 3 fig. 2	https://biodiversitylibrary.org/page/41329594										
8301	STRIGIFORMES	Strigidae	Bubo capensis	"Smith, A"	1834	S. Afr. Q. J. (Ser. 2) no. 4: 317	https://biodiversitylibrary.org/page/15968435										
8302	STRIGIFORMES	Strigidae	Bubo capensis capensis	"Smith, A"	1834	S. Afr. Q. J. (Ser. 2) no. 4: 317	https://biodiversitylibrary.org/page/15968435										
8303	STRIGIFORMES	Strigidae	Bubo capensis dillonii	Des Murs & Prévost	1846	Rev. Zool. 9: 242	https://biodiversitylibrary.org/page/2362637										
8304	STRIGIFORMES	Strigidae	Bubo capensis mackinderi	Sharpe	1899	Bull. B.O.C. 10: 28	https://biodiversitylibrary.org/page/50788933										
8305	STRIGIFORMES	Strigidae	Bubo milesi	Sharpe	1886	Ibis (Ser. 5) 4: 163 pl. 6	https://biodiversitylibrary.org/page/8566481										
8306	STRIGIFORMES	Strigidae	Bubo cinerascens	Guérin-Méneville	1843	Rev. Zool. 6: 321	https://biodiversitylibrary.org/page/2271413										
8307	STRIGIFORMES	Strigidae	Bubo africanus	(Temminck)	1821	Pl. Col. livr. 9 pl. 50											
8308	STRIGIFORMES	Strigidae	Bubo poensis	Fraser	1854	"Proc. Zool. Soc. London pt 21: 13, 14"	https://biodiversitylibrary.org/page/30747130										
8309	STRIGIFORMES	Strigidae	Bubo vosseleri	Reichenow	1908	J. für Orn. 56: 139	https://biodiversitylibrary.org/page/11799911										
8310	STRIGIFORMES	Strigidae	Bubo lacteus	(Temminck)	1820	Pl. Col. livr. 1 pl. 4											
8311	STRIGIFORMES	Strigidae	Bubo shelleyi	(Sharpe & Ussher)	1872	Ibis (Ser. 3) 2: 182	https://biodiversitylibrary.org/page/8618142										
8312	STRIGIFORMES	Strigidae	Bubo sumatranus	(Raffles)	1822	Trans. Linn. Soc. London (Ser. 1) 13: 279	https://biodiversitylibrary.org/page/755025										
8313	STRIGIFORMES	Strigidae	Bubo sumatranus sumatranus	(Raffles)	1822	Trans. Linn. Soc. London (Ser. 1) 13: 279	https://biodiversitylibrary.org/page/755025										
8314	STRIGIFORMES	Strigidae	Bubo sumatranus strepitans	(Temminck)	1823	Pl. Col. livr. 30 pl. 174											
8315	STRIGIFORMES	Strigidae	Bubo sumatranus tenuifasciatus	Mees	1964	Zool. Meded. Rijksmus. Nat. Hist. Leiden 40: 116	https://www.repository.naturalis.nl/document/149477										
8316	STRIGIFORMES	Strigidae	Bubo nipalensis	Hodgson	1836	As. Res. 19: 172	https://biodiversitylibrary.org/page/43118065										
8317	STRIGIFORMES	Strigidae	Bubo nipalensis nipalensis	Hodgson	1836	As. Res. 19: 172	https://biodiversitylibrary.org/page/43118065										
8318	STRIGIFORMES	Strigidae	Bubo nipalensis blighi	Legge	1878	Birds Ceylon 1: 133	https://biodiversitylibrary.org/page/37019165										
8319	STRIGIFORMES	Strigidae	Bubo coromandus	(Latham)	1790	Index Orn. 1: 53	https://biodiversitylibrary.org/page/53510424										
8320	STRIGIFORMES	Strigidae	Bubo coromandus coromandus	(Latham)	1790	Index Orn. 1: 53	https://biodiversitylibrary.org/page/53510424										
8321	STRIGIFORMES	Strigidae	Bubo coromandus klossii	Robinson	1911	J. Fed. Malay St. Mus. 4: 246	https://biodiversitylibrary.org/page/19043194										
8322	STRIGIFORMES	Strigidae	Bubo leucostictus	Hartlaub	1855	J. für Orn. 3: 354	https://biodiversitylibrary.org/page/13947512										
8323	STRIGIFORMES	Strigidae	Bubo philippensis	Kaup	1851	Arch. Naturgesch. 17: 110	https://biodiversitylibrary.org/page/13706611										
8324	STRIGIFORMES	Strigidae	Bubo philippensis philippensis	Kaup	1851	Arch. Naturgesch. 17: 110	https://biodiversitylibrary.org/page/13706611										
8325	STRIGIFORMES	Strigidae	Bubo philippensis mindanensis	(Ogilvie-Grant)	1906	Bull. B.O.C. 16: 99	https://biodiversitylibrary.org/page/32432783										
8326	STRIGIFORMES	Strigidae	Bubo blakistoni	Seebohm	1884	Ibis (Ser. 5) 2: 42	https://biodiversitylibrary.org/page/8526383										
8327	STRIGIFORMES	Strigidae	Bubo blakistoni blakistoni	Seebohm	1884	Ibis (Ser. 5) 2: 42	https://biodiversitylibrary.org/page/8526383										
8328	STRIGIFORMES	Strigidae	Bubo blakistoni doerriesi	Seebohm	1895	Bull. B.O.C. 5: 4	https://biodiversitylibrary.org/page/32475414										
8329	STRIGIFORMES	Strigidae	Scotopelia	Bonaparte	1850												
8330	STRIGIFORMES	Strigidae	Scotopelia peli	Bonaparte	1850	Consp. Gen. Av. 1: 44	https://biodiversitylibrary.org/page/43560071										
8331	STRIGIFORMES	Strigidae	Scotopelia ussheri	Sharpe	1871	Ibis (Ser. 3) 1: 101 pl. 12	https://biodiversitylibrary.org/page/8587597										
8332	STRIGIFORMES	Strigidae	Scotopelia bouvieri	Sharpe	1875	Ibis (Ser. 3) 5: 260	https://biodiversitylibrary.org/page/8612808										
8333	STRIGIFORMES	Strigidae	Ketupa	"Lesson, R"	1830												
8334	STRIGIFORMES	Strigidae	Ketupa zeylonensis	"(Gmelin, JF)"	1788	Syst. Nat. (ed. 12) 1: 287	https://biodiversitylibrary.org/page/2896887										
8335	STRIGIFORMES	Strigidae	Ketupa zeylonensis zeylonensis	"(Gmelin, JF)"	1788	Syst. Nat. (ed. 12) 1: 287	https://biodiversitylibrary.org/page/2896887										
8336	STRIGIFORMES	Strigidae	Ketupa zeylonensis leschenaulti	(Temminck)	1820	Pl. Col. livr. 4 pl. 20											
8337	STRIGIFORMES	Strigidae	Ketupa zeylonensis semenowi	Zarudny	1905	Orn. Jahrb. 16: 141	https://biodiversitylibrary.org/page/51345906										
8338	STRIGIFORMES	Strigidae	Ketupa zeylonensis orientalis	Delacour	1926	Bull. B.O.C. 47: 11	https://biodiversitylibrary.org/page/40498982										
8339	STRIGIFORMES	Strigidae	Ketupa flavipes	(Hodgson)	1836	J. Asiat. Soc. Bengal 5: 364 pl. 26	https://biodiversitylibrary.org/page/37188473										
8340	STRIGIFORMES	Strigidae	Ketupa ketupu	(Horsfield)	1821	Trans. Linn. Soc. London (Ser. 1) 13: 141	https://biodiversitylibrary.org/page/754874										
8341	STRIGIFORMES	Strigidae	Ketupa ketupu ketupu	(Horsfield)	1821	Trans. Linn. Soc. London (Ser. 1) 13: 141	https://biodiversitylibrary.org/page/754874										
8342	STRIGIFORMES	Strigidae	Ketupa ketupu minor	Büttikofer	1896	Notes Leyden Mus. 18: 165	https://biodiversitylibrary.org/page/9632320										
8343	STRIGIFORMES	Strigidae	Psiloscops	Coues	1899												
8344	STRIGIFORMES	Strigidae	Psiloscops flammeolus	(Kaup)	1852	Contrib. Orn. [Jardine] 6: 111											
8345	STRIGIFORMES	Strigidae	Gymnasio	Bonaparte	1854												
8346	STRIGIFORMES	Strigidae	Gymnasio nudipes	(Daudin)	1800	Traite d'Orn. 2: 199	https://biodiversitylibrary.org/page/39476195										
8347	STRIGIFORMES	Strigidae	Gymnasio nudipes nudipes	(Daudin)	1800	Traite d'Orn. 2: 199	https://biodiversitylibrary.org/page/39476195										
8348	STRIGIFORMES	Strigidae	Gymnasio nudipes newtoni	(Lawrence)	1860	Ann. Lyc. Nat. Hist. N. Y. 7: 259	https://biodiversitylibrary.org/page/16227716										
8349	STRIGIFORMES	Strigidae	Megascops	Kaup	1848												
8350	STRIGIFORMES	Strigidae	Megascops trichopsis	(Wagler)	1832	Isis 25 col. 276	https://biodiversitylibrary.org/page/26455029										
8351	STRIGIFORMES	Strigidae	Megascops trichopsis trichopsis	(Wagler)	1832	Isis 25 col. 276	https://biodiversitylibrary.org/page/26455029										
8352	STRIGIFORMES	Strigidae	Megascops trichopsis aspersus	Brewster	1888	Auk 5: 87	https://sora.unm.edu/sites/default/files/journals/auk/v005n01/p0082-p0095.pdf										
8353	STRIGIFORMES	Strigidae	Megascops trichopsis mesamericanus	(Van Rossem)	1932	Trans. San Diego Soc. Nat. Hist. 7: 184	https://biodiversitylibrary.org/page/5718705										
8354	STRIGIFORMES	Strigidae	Megascops clarkii	"(Kelso, L & Kelso, EH)"	1935	Biol. Leaflet no. 5: [2]											
8355	STRIGIFORMES	Strigidae	Megascops albogularis	(Cassin)	1849	Proc. Acad. Nat. Sci. Philadelphia 4: 124	https://biodiversitylibrary.org/page/5445387										
8356	STRIGIFORMES	Strigidae	Megascops albogularis albogularis	(Cassin)	1849	Proc. Acad. Nat. Sci. Philadelphia 4: 124	https://biodiversitylibrary.org/page/5445387										
8357	STRIGIFORMES	Strigidae	Megascops albogularis macabrus	(Bonaparte)	1850	Consp. Gen. Av. 1: 53	https://biodiversitylibrary.org/page/43560084										
8358	STRIGIFORMES	Strigidae	Megascops albogularis meridensis	(Chapman)	1923	Am. Mus. Novit. 67: 1	http://hdl.handle.net/2246/4600										
8359	STRIGIFORMES	Strigidae	Megascops albogularis remotus	"(Bond, J & Meyer de Schauensee)"	1941	Notulae Naturae 93: 3											
8360	STRIGIFORMES	Strigidae	Megascops albogularis obscurus	(Phelps & Phelps Jr)	1953	Proc. Biol. Soc. Wash. 66: 128	https://biodiversitylibrary.org/page/36185041										
8361	STRIGIFORMES	Strigidae	Megascops choliba	(Vieillot)	1817	Nouv. Dict. d'Hist. Nat. 7: 39	https://biodiversitylibrary.org/page/18035786										
8362	STRIGIFORMES	Strigidae	Megascops choliba choliba	(Vieillot)	1817	Nouv. Dict. d'Hist. Nat. 7: 39	https://biodiversitylibrary.org/page/18035786										
8363	STRIGIFORMES	Strigidae	Megascops choliba decussatus	"(Lichtenstein, MHK)"	1823	Verz. Doubl. Zool. Mus. Berlin: 59	https://biodiversitylibrary.org/page/28229345										
8364	STRIGIFORMES	Strigidae	Megascops choliba cruciger	(Spix)	1824	Av. Sp. Nov. Brasil. 1: 22 pl. 9	https://biodiversitylibrary.org/page/41277617										
8365	STRIGIFORMES	Strigidae	Megascops choliba margaritae	(Cory)	1915	Field Mus. Nat. Hist. Pub. Orn. Ser. 1: 298	https://biodiversitylibrary.org/page/2650658										
8366	STRIGIFORMES	Strigidae	Megascops choliba luctisonus	"(Bangs & Penard, TE)"	1921	Proc. Biol. Soc. Wash. 34: 89	https://biodiversitylibrary.org/page/3332427										
8367	STRIGIFORMES	Strigidae	Megascops choliba duidae	(Chapman)	1929	Am. Mus. Novit. 380: 7	http://hdl.handle.net/2246/3988										
8368	STRIGIFORMES	Strigidae	Megascops choliba wetmorei	(Brodkorb)	1937	Proc. Biol. Soc. Wash. 50: 33	https://biodiversitylibrary.org/page/34510286										
8369	STRIGIFORMES	Strigidae	Megascops choliba surutus	"(Kelso, L)"	1941	Biol. Leaflet no. 13: [1]											
8370	STRIGIFORMES	Strigidae	Megascops choliba uruguaii	(Hekstra)	1982	Bull. Zool. Mus. Univ. Amsterdam 9: 59											
8371	STRIGIFORMES	Strigidae	Megascops barbarus	"(Sclater, PL & Salvin)"	1868	Proc. Zool. Soc. London (1868): 56	https://biodiversitylibrary.org/page/28664541										
8372	STRIGIFORMES	Strigidae	Megascops cooperi	(Ridgway)	1878	Proc. U.S. Natl. Mus. 1: 116	https://biodiversitylibrary.org/page/43651183										
8373	STRIGIFORMES	Strigidae	Megascops cooperi cooperi	(Ridgway)	1878	Proc. U.S. Natl. Mus. 1: 116	https://biodiversitylibrary.org/page/43651183										
8374	STRIGIFORMES	Strigidae	Megascops cooperi lambi	"(Moore, RT & Marshall, JT)"	1959	Condor 61: 224	https://sora.unm.edu/node/101105										
8375	STRIGIFORMES	Strigidae	Megascops kennicottii	"(Elliot, DG)"	1867	Proc. Acad. Nat. Sci. Philadelphia 19: 99	https://biodiversitylibrary.org/page/26288836										
8376	STRIGIFORMES	Strigidae	Megascops kennicottii kennicottii	"(Elliot, DG)"	1867	Proc. Acad. Nat. Sci. Philadelphia 19: 99	https://biodiversitylibrary.org/page/26288836										
8377	STRIGIFORMES	Strigidae	Megascops kennicottii bendirei	(Brewster)	1882	Bull. Nuttall Orn. Club 7: 31	https://biodiversitylibrary.org/page/21225930										
8378	STRIGIFORMES	Strigidae	Megascops kennicottii vinaceus	Brewster	1888	Auk 5: 88	https://sora.unm.edu/sites/default/files/journals/auk/v005n01/p0082-p0095.pdf										
8379	STRIGIFORMES	Strigidae	Megascops kennicottii macfarlanei	Brewster	1891	Auk 8: 140	https://sora.unm.edu/sites/default/files/journals/auk/v008n02/p0139-p0149.pdf										
8380	STRIGIFORMES	Strigidae	Megascops kennicottii aikeni	Brewster	1891	Auk 8: 139	https://sora.unm.edu/sites/default/files/journals/auk/v008n02/p0139-p0149.pdf										
8381	STRIGIFORMES	Strigidae	Megascops kennicottii xantusi	Brewster	1902	Bull. Mus. Comp. Zool. 41: 93	https://biodiversitylibrary.org/page/2947935										
8382	STRIGIFORMES	Strigidae	Megascops kennicottii cardonensis	(Huey)	1926	Auk 43: 360	https://sora.unm.edu/sites/default/files/journals/auk/v043n03/p0347-p0362a.pdf										
8383	STRIGIFORMES	Strigidae	Megascops kennicottii suttoni	"(Moore, RT)"	1941	Proc. Biol. Soc. Wash. 54: 154	https://biodiversitylibrary.org/page/34599307										
8384	STRIGIFORMES	Strigidae	Megascops kennicottii yumanensis	"(Miller, AH & Miller, L)"	1951	Condor 53: 172	https://sora.unm.edu/node/100276										
8385	STRIGIFORMES	Strigidae	Megascops asio	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 92	https://biodiversitylibrary.org/page/764490										
8386	STRIGIFORMES	Strigidae	Megascops asio asio	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 92	https://biodiversitylibrary.org/page/764490										
8387	STRIGIFORMES	Strigidae	Megascops asio mccallii	(Cassin)	1854	"Ill. Birds Cal. Tex. Or. Br. Russ. Am.: 180, 181"	https://biodiversitylibrary.org/page/27214301										
8388	STRIGIFORMES	Strigidae	Megascops asio floridanus	(Ridgway)	1874	Bull. Essex Inst. 5: 200	https://biodiversitylibrary.org/page/8786342										
8389	STRIGIFORMES	Strigidae	Megascops asio maxwelliae	(Ridgway)	1877	Field Forest 2: 213	https://biodiversitylibrary.org/page/36349152										
8390	STRIGIFORMES	Strigidae	Megascops asio hasbroucki	(Ridgway)	1914	"Bull. U.S. Natl. Mus. no. 50 pt 6: 684, 694"	https://biodiversitylibrary.org/page/7755038										
8391	STRIGIFORMES	Strigidae	Megascops seductus	"(Moore, RT)"	1941	Proc. Biol. Soc. Wash. 54: 156	https://biodiversitylibrary.org/page/34599309										
8392	STRIGIFORMES	Strigidae	Megascops guatemalae	(Sharpe)	1875	Cat. Birds Brit. Mus. 2: 112 pl. 9	https://biodiversitylibrary.org/page/8306726										
8393	STRIGIFORMES	Strigidae	Megascops guatemalae guatemalae	(Sharpe)	1875	Cat. Birds Brit. Mus. 2: 112 pl. 9	https://biodiversitylibrary.org/page/8306726										
8394	STRIGIFORMES	Strigidae	Megascops guatemalae cassini	(Ridgway)	1878	Proc. U.S. Natl. Mus. 1: 102	https://biodiversitylibrary.org/page/43651169										
8395	STRIGIFORMES	Strigidae	Megascops guatemalae hastatus	Ridgway	1887	Proc. U.S. Natl. Mus. 10: 268	https://biodiversitylibrary.org/page/7485594										
8396	STRIGIFORMES	Strigidae	Megascops guatemalae fuscus	"(Moore, RT & Peters, JL)"	1939	Auk 56: 52	https://sora.unm.edu/sites/default/files/journals/auk/v056n01/p0038-p0056.pdf										
8397	STRIGIFORMES	Strigidae	Megascops guatemalae dacrysistactus	"(Moore, RT & Peters, JL)"	1939	Auk 56: 53	https://sora.unm.edu/sites/default/files/journals/auk/v056n01/p0038-p0056.pdf										
8398	STRIGIFORMES	Strigidae	Megascops vermiculatus	Ridgway	1887	Proc. U.S. Natl. Mus. 10: 267	https://biodiversitylibrary.org/page/7485583										
8399	STRIGIFORMES	Strigidae	Megascops koepckeae	(Hekstra)	1982	Bull. Zool. Mus. Univ. Amsterdam 9: 60											
8400	STRIGIFORMES	Strigidae	Megascops koepckeae koepckeae	(Hekstra)	1982	Bull. Zool. Mus. Univ. Amsterdam 9: 60											
8401	STRIGIFORMES	Strigidae	Megascops koepckeae hockingi	"Fjeldså, Baiker, Engblom, Franke, Geale, Krabbe, Lane, Lezana, Schmitt, Williams, RSR, Ugarte-Núñez, Yábar, V, & Yábar, R"	2012	Bull. B.O.C. 132: 189	https://biodiversitylibrary.org/page/53765592										
8402	STRIGIFORMES	Strigidae	Megascops ingens	(Salvin)	1897	Bull. B.O.C. 6: 37	https://biodiversitylibrary.org/page/32475513										
8403	STRIGIFORMES	Strigidae	Megascops ingens ingens	(Salvin)	1897	Bull. B.O.C. 6: 37	https://biodiversitylibrary.org/page/32475513										
8404	STRIGIFORMES	Strigidae	Megascops ingens colombianus	(Traylor)	1952	Nat. Hist. Misc. [Chicago] no. 99: 3											
8405	STRIGIFORMES	Strigidae	Megascops ingens venezuelanus	(Phelps & Phelps Jr)	1954	Proc. Biol. Soc. Wash. 67: 103	https://biodiversitylibrary.org/page/36248287										
8406	STRIGIFORMES	Strigidae	Megascops petersoni	(Fitzpatrick & O'Neill)	1986	"Wilson Bull. 98: 2, front"	https://biodiversitylibrary.org/page/53094643										
8407	STRIGIFORMES	Strigidae	Megascops marshalli	(Weske & Terborgh)	1981	Auk 98: 1	https://sora.unm.edu/sites/default/files/journals/auk/v098n01/p0001-p0007.pdf										
8408	STRIGIFORMES	Strigidae	Megascops hoyi	"(König, C & Straneck)"	1989	Stutt. Beitr. Naturk. 428: 4	https://biodiversitylibrary.org/page/33384968										
8409	STRIGIFORMES	Strigidae	Megascops centralis	(Hekstra)	1982	Bull. Zool. Mus. Univ. Amsterdam 9: 57											
8410	STRIGIFORMES	Strigidae	Megascops roraimae	(Salvin)	1897	Bull. B.O.C. 6: 38	https://biodiversitylibrary.org/page/32475514										
8411	STRIGIFORMES	Strigidae	Megascops roraimae roraimae	(Salvin)	1897	Bull. B.O.C. 6: 38	https://biodiversitylibrary.org/page/32475514										
8412	STRIGIFORMES	Strigidae	Megascops roraimae napensis	(Chapman)	1928	Am. Mus. Novit. 332: 3	http://hdl.handle.net/2246/3734										
8413	STRIGIFORMES	Strigidae	Megascops roraimae pallidus	(Hekstra)	1982	Bull. Zool. Mus. Univ. Amsterdam 9:  57											
8414	STRIGIFORMES	Strigidae	Megascops sanctaecatarinae	(Salvin)	1897	Bull. B.O.C. 6: 37	https://biodiversitylibrary.org/page/32475513										
8415	STRIGIFORMES	Strigidae	Megascops gilesi	Krabbe	2017	Ornitologia Colombiana 16: 1-27	http://asociacioncolombianadeornitologia.org/wp-content/uploads/2018/10/16eA0801-27.pdf										
8416	STRIGIFORMES	Strigidae	Megascops roboratus	(Bangs & Noble)	1918	Auk 35: 448	https://sora.unm.edu/sites/default/files/journals/auk/v035n04/p0442-p0463.pdf										
8417	STRIGIFORMES	Strigidae	Megascops roboratus roboratus	(Bangs & Noble)	1918	Auk 35: 448	https://sora.unm.edu/sites/default/files/journals/auk/v035n04/p0442-p0463.pdf										
8418	STRIGIFORMES	Strigidae	Megascops roboratus pacificus	(Hekstra)	1982	Bull. Zool. Mus. Univ. Amsterdam 9: 58											
8419	STRIGIFORMES	Strigidae	Megascops watsonii	(Cassin)	1849	Proc. Acad. Nat. Sci. Philadelphia 4: 123	https://biodiversitylibrary.org/page/5445386										
8420	STRIGIFORMES	Strigidae	Megascops watsonii watsonii	(Cassin)	1849	Proc. Acad. Nat. Sci. Philadelphia 4: 123	https://biodiversitylibrary.org/page/5445386										
8421	STRIGIFORMES	Strigidae	Megascops watsonii usta	"(Sclater, PL)"	1858	Proc. Zool. Soc. London pt 26: 132	https://biodiversitylibrary.org/page/32271630										
8422	STRIGIFORMES	Strigidae	Megascops atricapilla	(Temminck)	1822	Pl. Col. livr. 25 pl. 145											
8423	STRIGIFORMES	Strigidae	Pulsatrix	Kaup	1848												
8424	STRIGIFORMES	Strigidae	Pulsatrix perspicillata	(Latham)	1790	Index Orn. 1: 58	https://biodiversitylibrary.org/page/53510429										
8425	STRIGIFORMES	Strigidae	Pulsatrix perspicillata perspicillata	(Latham)	1790	Index Orn. 1: 58	https://biodiversitylibrary.org/page/53510429										
8426	STRIGIFORMES	Strigidae	Pulsatrix perspicillata pulsatrix	(Wied-Neuwied)	1820	"Reise Brasil. 1: 362, note"	https://biodiversitylibrary.org/page/45439803										
8427	STRIGIFORMES	Strigidae	Pulsatrix perspicillata saturata	Ridgway	1914	Bull. U.S. Natl. Mus. no. 50 pt 6: 758	https://biodiversitylibrary.org/page/7755122										
8428	STRIGIFORMES	Strigidae	Pulsatrix perspicillata trinitalis	"Bangs & Penard, TE"	1918	Bull. Mus. Comp. Zool. 62: 51	https://biodiversitylibrary.org/page/30093595										
8429	STRIGIFORMES	Strigidae	Pulsatrix perspicillata chapmani	Griscom	1932	Bull. Mus. Comp. Zool. 72: 325	https://biodiversitylibrary.org/page/2791811										
8430	STRIGIFORMES	Strigidae	Pulsatrix perspicillata boliviana	"Kelso, L"	1933	Biol. Leaflet no. 2: [1]											
8431	STRIGIFORMES	Strigidae	Pulsatrix koeniswaldiana	"(Bertoni, M & Bertoni, AW)"	1901	An. Cient. Paraguayos: 175	https://www.biodiversitylibrary.org/page/13393432#page/183/mode/1up										
8432	STRIGIFORMES	Strigidae	Pulsatrix melanota	(Tschudi)	1844	Arch. Naturgesch. 10: 266	https://biodiversitylibrary.org/page/13704169										
8433	STRIGIFORMES	Strigidae	Pulsatrix melanota melanota	(Tschudi)	1844	Arch. Naturgesch. 10: 266	https://biodiversitylibrary.org/page/13704169										
8434	STRIGIFORMES	Strigidae	Pulsatrix melanota philoscia	Todd	1947	"Proc. Biol. Soc. Wash. 60: 95, 96"	https://biodiversitylibrary.org/page/34498363										
8435	STRIGIFORMES	Strigidae	Lophostrix	"Lesson, R"	1836												
8436	STRIGIFORMES	Strigidae	Lophostrix cristata	(Daudin)	1800	Traite d'Orn. 2: 207	https://biodiversitylibrary.org/page/39476203										
8437	STRIGIFORMES	Strigidae	Lophostrix cristata cristata	(Daudin)	1800	Traite d'Orn. 2: 207	https://biodiversitylibrary.org/page/39476203										
8438	STRIGIFORMES	Strigidae	Lophostrix cristata stricklandi	"Sclater, PL & Salvin"	1859	Ibis 1: 221	https://biodiversitylibrary.org/page/54832376										
8439	STRIGIFORMES	Strigidae	Lophostrix cristata wedeli	Griscom	1932	Bull. Mus. Comp. Zool. 72: 326	https://biodiversitylibrary.org/page/2791812										
8440	STRIGIFORMES	Strigidae	Strix	Linnaeus	1758												
8441	STRIGIFORMES	Strigidae	Strix seloputo	Horsfield	1821	Trans. Linn. Soc. London (Ser. 1) 13: 140	https://biodiversitylibrary.org/page/754873										
8442	STRIGIFORMES	Strigidae	Strix seloputo seloputo	Horsfield	1821	Trans. Linn. Soc. London (Ser. 1) 13: 140	https://biodiversitylibrary.org/page/754873										
8443	STRIGIFORMES	Strigidae	Strix seloputo wiepkeni	"(Blasius, W)"	1888	Braunschw. Anz.: 467											
8444	STRIGIFORMES	Strigidae	Strix seloputo baweana	Oberholser	1917	Proc. U.S. Natl. Mus. 52: 190	https://biodiversitylibrary.org/page/7765440										
8445	STRIGIFORMES	Strigidae	Strix ocellata	"(Lesson, R)"	1839	Rev. Zool. 2: 289	https://biodiversitylibrary.org/page/2299315										
8446	STRIGIFORMES	Strigidae	Strix ocellata ocellata	"(Lesson, R)"	1839	Rev. Zool. 2: 289	https://biodiversitylibrary.org/page/2299315										
8447	STRIGIFORMES	Strigidae	Strix ocellata grisescens	Koelz	1950	Am. Mus. Novit. 1452: 4	http://hdl.handle.net/2246/4237										
8448	STRIGIFORMES	Strigidae	Strix ocellata grandis	Koelz	1950	Am. Mus. Novit. 1452: 4	http://hdl.handle.net/2246/4237										
8449	STRIGIFORMES	Strigidae	Strix leptogrammica	Temminck	1832	Pl. Col. livr. 89 pl. 525											
8450	STRIGIFORMES	Strigidae	Strix leptogrammica indranee	Sykes	1832	Proc. Comm. Zool. Soc. London pt 2: 82	https://biodiversitylibrary.org/page/12861680										
8451	STRIGIFORMES	Strigidae	Strix leptogrammica leptogrammica	Temminck	1832	Pl. Col. livr. 89 pl. 525											
