Authors (initials)
Timmins, RJ
Ting Wen-ning
Tobler, M
Todd, WEC
Tomkovich, PS
Townsend, CH
Townsend, JK
Trai Trong Le
Traill, TS
Trainor, CR
Tratz, EP
Trautman, MB
Traylor, MA
Treca, B
Trewick, SA
Trimen, R
Tristram, HB
Trost, S
Trudeau, JD
Tschudi, JJ
Tschusi, VR 
Tugarinov, AY
Tunstall, M
Turati, E
Turner, LM
Tweeddale, A
Twomey, AC
Tye, A
Tyler, J
Tytler, RC
Uchida, S
Ugarte-Núñez, J
Ulfstrand, S
Underdown, CE
Underwood, CF
Unitt, P
Urdiales, C
Urriza, R
Ussher, HT
Vahl, MH
Valderrama, SV
Valenciennes, A
Vallinoto, M
Valqui H, T
Van Bemmel
Van Dort, J
van Marle, JG
Van Oort, ED
Van Rossem, AJ
Van Someren, VGL
Van Tets, GF
Van Tyne, J
Vaurie, C
Verbelen, P
Verheyen, RK
Verkuil, YI
Verreaux, JBÉ
Verreaux, JP
Verrill, AH
Vieillot, LJP
Vielliard, J
Vigors, NA
Villiers, A
Vincent, J
Vishnudas, CK
Voelker, G
Voigt
Voisin, J-F
Frauenfeld, G
von Jordans, A
Voous, KH
Vorderman, AG
Wagler, JG
Wagner, A
Wahlberg, JA
Wajntal, A
Wakefield, NA
Walden, A
Wallace, AR
Walton, HJ
Wang Tze-Yu
Wang Zuxiang
Warakagoda, DH
Wardlaw-Ramsay, RG
Warham
Warheit, KI
Warner, DW
Waterhouse, GR
Watson, GE
Weatherill, WE
Weatherly, RG
Barker-Webb, P
Webster, JD
Weckstein, JD
Weigold, MH
Weimerskirch, H
Welch, AJ
Weld, HJ
Weller, A-A
Wells, DR
Wells, T
Wen Long ying
Weske, JS
Wetmore, A
Wettstein, O
Wheeler, L
Whistler
Whitaker, JIS
White, CM
White, CMN
White, HL
White, SA
Whitehead, CHT
Whitehead, J
Whitney, LET
Whitney, BM
Whittaker, A
Whittaker, A
Whittington, AE
Wiedenfeld, DA
Wied-Neuwied
Wiglesworth, LW
Wilkes, J
Willard, DE
Williams, JG
Williams, MD
Williams, RSR
Williamson, K
Willis, EO
Willmott, KR
Wilson, A
Wilson, FE
Wilson, SB
Wingate, DB
Winger, BM
Wink, M
Winker, K
Winkler, H
Winterbottom, JM
Witherby, HF
Wittmer, HU
Wolf, J
Wolters, HE
Wood, CT
Woodhouse, SW
Worcester, DC
Worthy, TH
Wotzkow, C
Woxvold, IA
Wu Min-chuan
Zhi-kang Wu
Wulfmeyer, E
Württemberg, PW
Wyatt, CW
Xantus, L
Xian Yao-hua
Xu Jingzi
Yábar, R
Yábar, V
Yamashina, Y
Yang Liu
Yanyun Zhang
Yao, Cheng-Te
Yarrell, W
Yen, KY
Ding Li Yong
Young, JR
Younger, JL
Yu Zhi-wei
Yzurieta, D
Zaliesski, IM
Zappey, WR
Zarudny, NA
Zedlitz, O
Zeledon, JC
Zewdie, C
Zhang Qing-Mao
Zhang Yinsun
Zhao Xu
Zheng, Bao-lai
Zhi-kang Wu
Zhitkov, BM
Zhou Fang
Zietz, FR
Zimmer, JT
Zimmer, KJ
Zotta, AR
Zuccon, D
Züchner, T
