Taxon ORDER Family TBrLenx1000
_Pandion_haliaetus ACCIPITRIFORMES Pandionidae 0.0023215
_Sagittarius_serpentarius ACCIPITRIFORMES Sagittariidae 0.0024709
_Cathartes_aura ACCIPITRIFORMES Cathartidae 0.0020128
_Cathartes_burrovianus ACCIPITRIFORMES Cathartidae 0.0020128
_Vultur_gryphus ACCIPITRIFORMES Cathartidae 0.0020128
_Sarcoramphus_papa ACCIPITRIFORMES Cathartidae 0.0020128
_Phaethon_lepturus PHAETHONTIFORMES Phaethontidae 0.0024322
_Phaethon_rubricauda PHAETHONTIFORMES Phaethontidae 0.0022296
_Rhynochetos_jubatus EURYPYGIFORMES Rhynochetidae 0.0020128
_Eurypyga_helias EURYPYGIFORMES Eurypygidae 0.0025067
_Ixobrychus_minutus PELECANIFORMES Ardeidae 0.0020597
_Ardea_herodias PELECANIFORMES Ardeidae 0.0020128
_Egretta_garzetta PELECANIFORMES Ardeidae 0.0020128
_Cochlearius_cochlearius PELECANIFORMES Ardeidae 0.0024482
_Tigrisoma_lineatum PELECANIFORMES Ardeidae 0.0025153
_Pelecanus_crispus PELECANIFORMES Pelecanidae 0.0020128
_Pelecanus_occidentalis PELECANIFORMES Pelecanidae 0.0020128
_Balaeniceps_rex PELECANIFORMES Balaenicipitidae 1.134
_Scopus_umbretta PELECANIFORMES Scopidae 0.0023514
_Platalea_ajaja PELECANIFORMES Threskiornithidae 0.0020128
_Nipponia_nippon PELECANIFORMES Threskiornithidae 0.0020185
_Eudocimus_albus PELECANIFORMES Threskiornithidae 0.0028303
_Theristicus_caerulescens PELECANIFORMES Threskiornithidae 0.0027005
_Phalacrocorax_harrisi SULIFORMES Phalacrocoracidae 0.0021642
_Phalacrocorax_auritus SULIFORMES Phalacrocoracidae 0.0025308
_Phalacrocorax_brasilianus SULIFORMES Phalacrocoracidae 0.0020128
_Phalacrocorax_carbo SULIFORMES Phalacrocoracidae 0.0022094
_Phalacrocorax_pelagicus SULIFORMES Phalacrocoracidae 0.0023301
_Anhinga_anhinga SULIFORMES Anhingidae 0.0021729
_Morus_bassanus SULIFORMES Sulidae 0.0023654
_Morus_serrator SULIFORMES Sulidae 0.0021806
_Sula_leucogaster SULIFORMES Sulidae 0.0023194
_Fregata_magnificens SULIFORMES Fregatidae 0.0025129
_Ciconia_nigra CICONIIFORMES Ciconiidae 0.0029926
_Ciconia_ciconia CICONIIFORMES Ciconiidae 0.0027281
_Mycteria_americana CICONIIFORMES Ciconiidae 0.0026259
_Leptoptilos_crumenifer CICONIIFORMES Ciconiidae 0.0026243
_Pterodroma_externa PROCELLARIIFORMES Procellariidae 0.0025426
_Pelecanoides_urinatrix PROCELLARIIFORMES Procellariidae 0.299388
_Ardenna_grisea PROCELLARIIFORMES Procellariidae 0.002585
_Fulmarus_glacialoides PROCELLARIIFORMES Procellariidae 0.0021067
_Fulmarus_glacialis PROCELLARIIFORMES Procellariidae 0.002032
_Oceanodroma_leucorhoa PROCELLARIIFORMES Hydrobatidae 0.0020128
_Oceanodroma_tethys PROCELLARIIFORMES Hydrobatidae 0.0020128
_Pelagodroma_marina PROCELLARIIFORMES Oceanitidae 0.0025184
_Oceanites_oceanicus PROCELLARIIFORMES Oceanitidae 0.0027465
_Phoebastria_nigripes PROCELLARIIFORMES Diomedeidae 0.29209
_Eudyptula_minor SPHENISCIFORMES Spheniscidae 0.0021477
_Spheniscus_humboldti SPHENISCIFORMES Spheniscidae 0.0022763
_Pygoscelis_adeliae SPHENISCIFORMES Spheniscidae 0.0025286
_Aptenodytes_patagonicus SPHENISCIFORMES Spheniscidae 0.0020394
_Aptenodytes_forsteri SPHENISCIFORMES Spheniscidae 0.0023978
_Gavia_immer GAVIIFORMES Gaviidae 0.0024165
_Gavia_stellata GAVIIFORMES Gaviidae 0.00295
_Arenaria_interpres CHARADRIIFORMES Scolopacidae 0.0020128
_Tringa_solitaria CHARADRIIFORMES Scolopacidae 0.0020128
_Limosa_lapponica CHARADRIIFORMES Scolopacidae 0.0028028
_Jacana_jacana CHARADRIIFORMES Jacanidae 0.0025712
_Rostratula_benghalensis CHARADRIIFORMES Rostratulidae 0.0020128
_Thinocorus_orbignyianus CHARADRIIFORMES Thinocoridae 0.0027215
_Pedionomus_torquatus CHARADRIIFORMES Pedionomidae 0.0023652
_Sterna_hirundo CHARADRIIFORMES Laridae 0.414555
_Rynchops_niger CHARADRIIFORMES Laridae 0.0021506
_Larus_marinus CHARADRIIFORMES Laridae 0.0026629
_Chroicocephalus_cirrocephalus CHARADRIIFORMES Laridae 0.0026032
_Uria_aalge CHARADRIIFORMES Alcidae 0.0025808
_Glareola_nuchalis CHARADRIIFORMES Glareolidae 0.0021177
_Glareola_cinerea CHARADRIIFORMES Glareolidae 0.0020563
_Dromas_ardeola CHARADRIIFORMES Dromadidae 0.0020873
_Turnix_sylvaticus CHARADRIIFORMES Turnicidae 0.0023785
_Turnix_ocellatus CHARADRIIFORMES Turnicidae 0.0028226
_Charadrius_hiaticula CHARADRIIFORMES Charadriidae 0.0026914
_Charadrius_vociferus CHARADRIIFORMES Charadriidae 0.002143
_Phegornis_mitchellii CHARADRIIFORMES Charadriidae 0.0021913
_Recurvirostra_americana CHARADRIIFORMES Recurvirostridae 0.0022534
_Haematopus_palliatus CHARADRIIFORMES Haematopodidae 0.0029014
_Haematopus_ater CHARADRIIFORMES Haematopodidae 0.0020128
_Burhinus_bistriatus CHARADRIIFORMES Burhinidae 0.0028493
_Burhinus_oedicnemus CHARADRIIFORMES Burhinidae 0.0022704
_Chionis_albus CHARADRIIFORMES Chionidae 0.0023098
_Opisthocomus_hoazin OPISTHOCOMIFORMES Opisthocomidae 2.35504
_Antigone_canadensis GRUIFORMES Gruidae 0.0020128
_Balearica_regulorum GRUIFORMES Gruidae 0.0020128
_Aramus_guarauna GRUIFORMES Aramidae 0.0020456
_Psophia_crepitans GRUIFORMES Psophiidae 0.0028493
_Porphyrio_porphyrio GRUIFORMES Rallidae 0.0020128
_Micropygia_schomburgkii GRUIFORMES Rallidae 0.0020128
_Rallus_longirostris GRUIFORMES Rallidae 0.0027369
_Rallus_limicola GRUIFORMES Rallidae 0.0020128
_Himantornis_haematopus GRUIFORMES Rallidae 0.0024211
_Heliornis_fulica GRUIFORMES Heliornithidae 0.0027424
_Sarothrura_elegans GRUIFORMES Sarothruridae 0.0027477
_Sarothrura_rufa GRUIFORMES Sarothruridae 0.0020375
_Streptoprocne_zonaris APODIFORMES Apodidae 0.0024018
_Aerodramus_vanikorensis APODIFORMES Apodidae 0.0027167
_Chaetura_pelagica APODIFORMES Apodidae 0.0020128
_Chaetura_brachyura APODIFORMES Apodidae 0.0020128
_Hemiprocne_comata APODIFORMES Hemiprocnidae 0.0029948
_Hemiprocne_mystacea APODIFORMES Hemiprocnidae 0.0022114
_Archilochus_colubris APODIFORMES Trochilidae 0.0020128
_Calypte_anna APODIFORMES Trochilidae 0.0021433
_Colibri_coruscans APODIFORMES Trochilidae 0.0026634
_Phaethornis_griseogularis APODIFORMES Trochilidae 0.0020128
_Phaethornis_superciliosus APODIFORMES Trochilidae 0.0020128
_Topaza_pella APODIFORMES Trochilidae 0.0020168
_Topaza_pyra APODIFORMES Trochilidae 0.0020128
_Florisuga_fusca APODIFORMES Trochilidae 0.0021291
_Aegotheles_cristatus APODIFORMES Aegothelidae 0.0024082
_Aegotheles_insignis APODIFORMES Aegothelidae 0.0025658
_Batrachostomus_septimus CAPRIMULGIFORMES Podargidae 0.0020128
_Podargus_strigoides CAPRIMULGIFORMES Podargidae 0.0020128
_Nyctibius_leucopterus CAPRIMULGIFORMES Nyctibiidae 0.0022487
_Nyctibius_maculosus CAPRIMULGIFORMES Nyctibiidae 0.0021183
_Nyctibius_griseus CAPRIMULGIFORMES Nyctibiidae 0.0021035
_Nyctibius_jamaicensis CAPRIMULGIFORMES Nyctibiidae 0.0021676
_Nyctibius_aethereus CAPRIMULGIFORMES Nyctibiidae 0.0020362
_Nyctibius_grandis CAPRIMULGIFORMES Nyctibiidae 0.0026108
_Nyctibius_bracteatus CAPRIMULGIFORMES Nyctibiidae 0.0020731
_Steatornis_caripensis CAPRIMULGIFORMES Steatornithidae 0.0029192
_Systellura_longirostris CAPRIMULGIFORMES Caprimulgidae 0.459945
_Caprimulgus_europaeus CAPRIMULGIFORMES Caprimulgidae 0.0024008
_Chordeiles_pusillus CAPRIMULGIFORMES Caprimulgidae 0.0020128
_Antrostomus_carolinensis CAPRIMULGIFORMES Caprimulgidae 0.0024551
_Lyncornis_macrotis CAPRIMULGIFORMES Caprimulgidae 0.0026143
_Eurostopodus_mystacalis CAPRIMULGIFORMES Caprimulgidae 0.445198
_Tauraco_macrorhynchus MUSOPHAGIFORMES Musophagidae 0.0020128
_Tauraco_erythrolophus MUSOPHAGIFORMES Musophagidae 0.0022784
_Corythaeola_cristata MUSOPHAGIFORMES Musophagidae 0.0021147
_Crinifer_piscator MUSOPHAGIFORMES Musophagidae 0.461256
_Ardeotis_kori OTIDIFORMES Otididae 0.305398
_Chlamydotis_macqueenii OTIDIFORMES Otididae 0.349269
_Lophotis_ruficrista OTIDIFORMES Otididae 0.0021263
_Cuculus_canorus CUCULIFORMES Cuculidae 0.0023542
_Cuculus_optatus CUCULIFORMES Cuculidae 0.0022197
_Phaenicophaeus_curvirostris CUCULIFORMES Cuculidae 0.0026042
_Coccyzus_americanus CUCULIFORMES Cuculidae 0.0020128
_Coccyzus_melacoryphus CUCULIFORMES Cuculidae 0.0020128
_Centropus_viridis CUCULIFORMES Cuculidae 0.0020568
_Centropus_bengalensis CUCULIFORMES Cuculidae 0.0020723
_Coua_cristata CUCULIFORMES Cuculidae 0.0020463
_Crotophaga_sulcirostris CUCULIFORMES Cuculidae 0.0020263
_Tapera_naevia CUCULIFORMES Cuculidae 0.0027488
_Geococcyx_californianus CUCULIFORMES Cuculidae 0.0023069
_Columbina_minuta COLUMBIFORMES Columbidae 0.0026155
_Columbina_passerina COLUMBIFORMES Columbidae 0.0022019
_Leptotila_rufaxilla COLUMBIFORMES Columbidae 0.0020128
_Geotrygon_montana COLUMBIFORMES Columbidae 0.0029644
_Columba_livia COLUMBIFORMES Columbidae 0.0021833
_Ptilinopus_magnificus COLUMBIFORMES Columbidae 0.0027343
_Treron_calvus COLUMBIFORMES Columbidae 0.0020128
_Treron_vernans COLUMBIFORMES Columbidae 0.0020205
_Goura_cristata COLUMBIFORMES Columbidae 0.0025584
_Goura_scheepmakeri sclaterii COLUMBIFORMES_Columbidae 0.0028896
_Goura_victoria COLUMBIFORMES Columbidae 0.0025893
_Goura_scheepmakeri COLUMBIFORMES Columbidae 0.0020128
_Didunculus_strigirostris COLUMBIFORMES Columbidae 0.793428
_Caloenas_nicobarica COLUMBIFORMES Columbidae 0.793108
_Otidiphaps_nobilis COLUMBIFORMES Columbidae 0.0027924
_Syrrhaptes_paradoxus PTEROCLIFORMES Pteroclidae 0.0020128
_Pterocles_gutturalis PTEROCLIFORMES Pteroclidae 0.0020128
_Pterocles_bicinctus PTEROCLIFORMES Pteroclidae 0.0026191
_Pterocles_namaqua PTEROCLIFORMES Pteroclidae 0.0027939
_Pterocles_exustus PTEROCLIFORMES Pteroclidae 0.0024515
_Monias_benschi MESITORNITHIFORMES Mesitornithidae 0.0020128
_Mesitornis_unicolor MESITORNITHIFORMES Mesitornithidae 0.0024407
_Phoenicopterus_ruber PHOENICOPTERIFORMES Phoenicopteridae 0.0024274
_Phoenicopterus_chilensis PHOENICOPTERIFORMES Phoenicopteridae 0.0026477
_Podiceps_cristatus PODICIPEDIFORMES Podicipedidae 0.0023397
_Podiceps_auritus PODICIPEDIFORMES Podicipedidae 0.0026455
_Rollandia_rolland PODICIPEDIFORMES Podicipedidae 0.002667
_Anas_superciliosa ANSERIFORMES Anatidae 0.0020128
_Anas_platyrhynchos ANSERIFORMES Anatidae 0.0020128
_Aythya_americana ANSERIFORMES Anatidae 0.0028024
_Aythya_valisineria ANSERIFORMES Anatidae 0.002843
_Biziura_lobata ANSERIFORMES Anatidae 0.451223
_Anser_albifrons ANSERIFORMES Anatidae 0.0020727
_Anser_erythropus ANSERIFORMES Anatidae 0.879062
_Anser_fabalis ANSERIFORMES Anatidae 0.532746
_Anser_brachyrhynchus ANSERIFORMES Anatidae 0.0024872
_Anser_serrirostris ANSERIFORMES Anatidae 0.0020128
_Anser_cygnoides ANSERIFORMES Anatidae 0.0029634
_Anser_anser ANSERIFORMES Anatidae 0.0028039
_Anser_canagicus ANSERIFORMES Anatidae 0.0028061
_Anser_caerulescens ANSERIFORMES Anatidae 0.0020128
_Anser_rossii ANSERIFORMES Anatidae 0.0022115
_Anser_indicus ANSERIFORMES Anatidae 0.0021726
_Branta_ruficollis ANSERIFORMES Anatidae 0.0022335
_Branta_hutchinsii ANSERIFORMES Anatidae 0.0020128
_Branta_leucopsis ANSERIFORMES Anatidae 0.0020128
_Branta_canadensis ANSERIFORMES Anatidae 0.0029325
_Branta_sandvicensis ANSERIFORMES Anatidae 0.0020128
_Branta_bernicla ANSERIFORMES Anatidae 0.0025027
_Malacorhynchus_membranaceus ANSERIFORMES Anatidae 0.0023888
_Oxyura_jamaicensis ANSERIFORMES Anatidae 0.0021704
_Dendrocygna_viduata ANSERIFORMES Anatidae 0.0025691
_Anseranas_semipalmata ANSERIFORMES Anseranatidae 0.0025396
_Chauna_torquata ANSERIFORMES Anhimidae 0.0020026
_Lagopus_muta GALLIFORMES Phasianidae 0.0027448
_Falcipennis_canadensis GALLIFORMES Phasianidae 0.0021828
_Tetrao_urogallus GALLIFORMES Phasianidae 0.0022736
_Lyrurus_mlokosiewiczi GALLIFORMES Phasianidae 0.0029588
_Falcipennis_falcipennis GALLIFORMES Phasianidae 0.0025973
_Tympanuchus_phasianellus GALLIFORMES Phasianidae 0.0020128
_Tympanuchus_cupido GALLIFORMES Phasianidae 0.0020128
_Dendragapus_fuliginosus GALLIFORMES Phasianidae 0.0022926
_Centrocercus_urophasianus GALLIFORMES Phasianidae 0.0026598
_Centrocercus_minimus GALLIFORMES Phasianidae 0.0020108
_Tetrastes_bonasia GALLIFORMES Phasianidae 0.430508
_Bonasa_umbellus GALLIFORMES Phasianidae 0.0025888
_Meleagris_gallopavo GALLIFORMES Phasianidae 0.002857
_Meleagris_ocellata GALLIFORMES Phasianidae 0.0021713
_Pucrasia_macrolopha GALLIFORMES Phasianidae 0.818943
_Crossoptilon_auritum GALLIFORMES Phasianidae 0.0020128
_Crossoptilon_crossoptilon GALLIFORMES Phasianidae 0.0020128
_Catreus_wallichii GALLIFORMES Phasianidae 0.002041
_Lophura_nycthemera GALLIFORMES Phasianidae 0.0020128
_Lophura_leucomelanos GALLIFORMES Phasianidae 0.0020128
_Lophura_inornata GALLIFORMES Phasianidae 1.41167
_Lophura_ignita GALLIFORMES Phasianidae 0.002316
_Lophura_diardi GALLIFORMES Phasianidae 0.0020065
_Lophura_swinhoii GALLIFORMES Phasianidae 0.0021015
_Lophura_edwardsi GALLIFORMES Phasianidae 0.0025222
_Phasianus_colchicus GALLIFORMES Phasianidae 0.0023233
_Chrysolophus_pictus GALLIFORMES Phasianidae 0.0020128
_Chrysolophus_amherstiae GALLIFORMES Phasianidae 0.0020128
_Syrmaticus_soemmerringii GALLIFORMES Phasianidae 0.0022023
_Syrmaticus_reevesii GALLIFORMES Phasianidae 0.0026535
_Syrmaticus_ellioti GALLIFORMES Phasianidae 0.0027844
_Syrmaticus_humiae GALLIFORMES Phasianidae 0.0020128
_Syrmaticus_mikado GALLIFORMES Phasianidae 0.0023427
_Perdix_perdix GALLIFORMES Phasianidae 0.0020128
_Perdix_dauurica GALLIFORMES Phasianidae 0.0020128
_Rhizothera_longirostris GALLIFORMES Phasianidae 1.30705
_Tragopan_satyra GALLIFORMES Phasianidae 0.939254
_Tragopan_blythii GALLIFORMES Phasianidae 0.0026804
_Tragopan_temminckii GALLIFORMES Phasianidae 0.444455
_Tragopan_caboti GALLIFORMES Phasianidae 0.0022273
_Tetraophasis_obscurus GALLIFORMES Phasianidae 0.0020128
_Lophophorus_impejanus GALLIFORMES Phasianidae 0.0020517
_Ithaginis_cruentus GALLIFORMES Phasianidae 0.0022032
_Lerwa_lerwa GALLIFORMES Phasianidae 0.0024098
_Gallus_varius GALLIFORMES Phasianidae 0.0017711
_Gallus_sonneratii GALLIFORMES Phasianidae 0.472485
_Gallus_lafayettii GALLIFORMES Phasianidae 0.002267
_Gallus_gallus GALLIFORMES Phasianidae 1.4732
_Bambusicola_thoracicus GALLIFORMES Phasianidae 0.0020128
_Scleroptila_afra GALLIFORMES Phasianidae 0.0026763
_Francolinus_francolinus GALLIFORMES Phasianidae 0.469
_Coturnix_japonica GALLIFORMES Phasianidae 0.0024369
_Coturnix_coturnix GALLIFORMES Phasianidae 0.0025814
_Coturnix_pectoralis GALLIFORMES Phasianidae 0.0027958
_Coturnix_delegorguei GALLIFORMES Phasianidae 0.0025514
_Coturnix_coromandelica GALLIFORMES Phasianidae 1.9578
_Margaroperdix_madagarensis GALLIFORMES Phasianidae 0.0024889
_Coturnix_ypsilophora GALLIFORMES Phasianidae 0.493354
_Anurophasis_monorthonyx GALLIFORMES Phasianidae 3.28436
_Excalfactoria_chinensis GALLIFORMES Phasianidae 0.489509
_Excalfactoria_adansonii GALLIFORMES Phasianidae 0.0026294
_Ammoperdix_heyi GALLIFORMES Phasianidae 1.52851
_Alectoris_chukar GALLIFORMES Phasianidae 0.0028181
_Alectoris_rufa GALLIFORMES Phasianidae 0.0023989
_Pternistis_bicalcaratus GALLIFORMES Phasianidae 0.002652
_Pternistis_afer GALLIFORMES Phasianidae 0.0022229
_Pternistis_leucoscepus GALLIFORMES Phasianidae 0.940562
_Pternistis_swainsonii GALLIFORMES Phasianidae 0.002781
_Pternistis_ahantensis GALLIFORMES Phasianidae 0.0022709
_Perdicula_erythrorhyncha GALLIFORMES Phasianidae 0.639827
_Tetraogallus_altaicus GALLIFORMES Phasianidae 0.0023804
_Tetraogallus_himalayensis GALLIFORMES Phasianidae 0.0024235
_Polyplectron_inopinatum GALLIFORMES Phasianidae 0.865505
_Polyplectron_chalcurum GALLIFORMES Phasianidae 0.0026385
_Polyplectron_bicalcaratum GALLIFORMES Phasianidae 0.0020959
_Polyplectron_germaini GALLIFORMES Phasianidae 0.0022745
_Polyplectron_malacense GALLIFORMES Phasianidae 0.0022033
_Polyplectron_napoleonis GALLIFORMES Phasianidae 0.0027638
_Galloperdix_spadicea GALLIFORMES Phasianidae 0.0022187
_Haematortyx_sanguiniceps GALLIFORMES Phasianidae 0.0020991
_Arborophila_charltonii GALLIFORMES Phasianidae 0.0020128
_Arborophila_chloropus GALLIFORMES Phasianidae 0.0020128
_Argusianus_argus GALLIFORMES Phasianidae 0.0028197
_Rheinardia_ocellata GALLIFORMES Phasianidae 0.0020128
_Pavo_cristatus GALLIFORMES Phasianidae 0.0020128
_Pavo_muticus GALLIFORMES Phasianidae 0.0020128
_Afropavo_congensis GALLIFORMES Phasianidae 0.0020581
_Arborophila_torqueola GALLIFORMES Phasianidae 0.0024694
_Arborophila_rufogularis GALLIFORMES Phasianidae 0.0021932
_Rollulus_rouloul GALLIFORMES Phasianidae 0.0020129
_Melanoperdix_niger GALLIFORMES Phasianidae 0.0022835
_Caloperdix_oculeus GALLIFORMES Phasianidae 0.0025955
_Callipepla_californica GALLIFORMES Odontophoridae 0.0022657
_Colinus_virginianus GALLIFORMES Odontophoridae 0.0020128
_Colinus_cristatus GALLIFORMES Odontophoridae 0.0020128
_Oreortyx_pictus GALLIFORMES Odontophoridae 0.0025131
_Cyrtonyx_montezumae GALLIFORMES Odontophoridae 0.0023922
_Odontophorus_gujanensis GALLIFORMES Odontophoridae 0.0020682
_Dactylortyx_thoracicus GALLIFORMES Odontophoridae 0.0339292
_Rhynchortyx_cinctus GALLIFORMES Odontophoridae 0.0021898
_Ptilopachus_petrosus GALLIFORMES Odontophoridae 0.0021123
_Guttera_pucherani GALLIFORMES Numididae 0.0020128
_Acryllium_vulturinum GALLIFORMES Numididae 0.0020128
_Numida_meleagris GALLIFORMES Numididae 0.0026868
_Mitu_salvini GALLIFORMES Cracidae 0.0027111
_Nothocrax_urumutum GALLIFORMES Cracidae 0.939957
_Pauxi_pauxi GALLIFORMES Cracidae 0.0027846
_Crax_rubra GALLIFORMES Cracidae 0.0029506
_Crax_daubentoni GALLIFORMES Cracidae 0.0028066
_Crax_alector GALLIFORMES Cracidae 0.0020128
_Crax_globulosa GALLIFORMES Cracidae 0.0020128
_Ortalis_vetula GALLIFORMES Cracidae 0.0028289
_Ortalis_motmot GALLIFORMES Cracidae 0.0027794
_Oreophasis_derbianus GALLIFORMES Cracidae 0.0028164
_Pipile_jacutinga GALLIFORMES Cracidae 0.94057
_Pipile_cumanensis GALLIFORMES Cracidae 0.0021182
_Aburria_aburri GALLIFORMES Cracidae 0.0023069
_Penelope_pileata GALLIFORMES Cracidae 0.0026234
_Chamaepetes_goudotii GALLIFORMES Cracidae 0.0020363
_Penelopina_nigra GALLIFORMES Cracidae 0.0029424
_Megapodius_eremita GALLIFORMES Megapodiidae 0.0023647
_Megapodius_layardi GALLIFORMES Megapodiidae 0.0029098
_Leipoa_ocellata GALLIFORMES Megapodiidae 0.0020208
_Alectura_lathami GALLIFORMES Megapodiidae 0.0021195
