Taxon ORDER Family TermBrLength
Gampsonyx_swainsonii ACCIPITRIFORMES Accipitridae 0.0000020128
Elanus_leucurus ACCIPITRIFORMES Accipitridae 0.0000020128
Pandion_haliaetus ACCIPITRIFORMES Pandionidae 0.0000023215
Sagittarius_serpentarius ACCIPITRIFORMES Sagittariidae 0.0000024709
Cathartes_aura ACCIPITRIFORMES Cathartidae 0.0000020128
Cathartes_burrovianus ACCIPITRIFORMES Cathartidae 0.0000020128
Vultur_gryphus ACCIPITRIFORMES Cathartidae 0.0000020128
Sarcoramphus_papa ACCIPITRIFORMES Cathartidae 0.0000020128
Phaethon_lepturus PHAETHONTIFORMES Phaethontidae 0.0000024322
Phaethon_rubricauda PHAETHONTIFORMES Phaethontidae 0.0000022296
Rhynochetos_jubatus EURYPYGIFORMES Rhynochetidae 0.0000020128
Eurypyga_helias EURYPYGIFORMES Eurypygidae 0.0000025067
Ixobrychus_minutus PELECANIFORMES Ardeidae 0.0000020597
Ardea_herodias PELECANIFORMES Ardeidae 0.0000020128
Egretta_garzetta PELECANIFORMES Ardeidae 0.0000020128
Cochlearius_cochlearius PELECANIFORMES Ardeidae 0.0000024482
Tigrisoma_lineatum PELECANIFORMES Ardeidae 0.0000025153
Pelecanus_crispus PELECANIFORMES Pelecanidae 0.0000020128
Pelecanus_occidentalis PELECANIFORMES Pelecanidae 0.0000020128
Balaeniceps_rex PELECANIFORMES Balaenicipitidae 0.0011339985
Scopus_umbretta PELECANIFORMES Scopidae 0.0000023514
Platalea_ajaja PELECANIFORMES Threskiornithidae 0.0000020128
Nipponia_nippon PELECANIFORMES Threskiornithidae 0.0000020185
Eudocimus_albus PELECANIFORMES Threskiornithidae 0.0000028303
Theristicus_caerulescens PELECANIFORMES Threskiornithidae 0.0000027005
Phalacrocorax_harrisi SULIFORMES Phalacrocoracidae 0.0000021642
Phalacrocorax_auritus SULIFORMES Phalacrocoracidae 0.0000025308
Phalacrocorax_brasilianus SULIFORMES Phalacrocoracidae 0.0000020128
Phalacrocorax_carbo SULIFORMES Phalacrocoracidae 0.0000022094
Phalacrocorax_pelagicus SULIFORMES Phalacrocoracidae 0.0000023301
Anhinga_anhinga SULIFORMES Anhingidae 0.0000021729
Morus_bassanus SULIFORMES Sulidae 0.0000023654
Morus_serrator SULIFORMES Sulidae 0.0000021806
Sula_leucogaster SULIFORMES Sulidae 0.0000023194
Fregata_magnificens SULIFORMES Fregatidae 0.0000025129
Ciconia_nigra CICONIIFORMES Ciconiidae 0.0000029926
Ciconia_ciconia CICONIIFORMES Ciconiidae 0.0000027281
Mycteria_americana CICONIIFORMES Ciconiidae 0.0000026259
Leptoptilos_crumenifer CICONIIFORMES Ciconiidae 0.0000026243
Pterodroma_externa PROCELLARIIFORMES Procellariidae 0.0000025426
Pelecanoides_urinatrix PROCELLARIIFORMES Procellariidae 0.0002993876
Ardenna_grisea PROCELLARIIFORMES Procellariidae 0.0000025850
Fulmarus_glacialoides PROCELLARIIFORMES Procellariidae 0.0000021067
Fulmarus_glacialis PROCELLARIIFORMES Procellariidae 0.0000020320
Oceanodroma_leucorhoa PROCELLARIIFORMES Hydrobatidae 0.0000020128
Oceanodroma_tethys PROCELLARIIFORMES Hydrobatidae 0.0000020128
Pelagodroma_marina PROCELLARIIFORMES Oceanitidae 0.0000025184
Oceanites_oceanicus PROCELLARIIFORMES Oceanitidae 0.0000027465
Phoebastria_nigripes PROCELLARIIFORMES Diomedeidae 0.0002920897
Eudyptula_minor SPHENISCIFORMES Spheniscidae 0.0000021477
Spheniscus_humboldti SPHENISCIFORMES Spheniscidae 0.0000022763
Pygoscelis_adeliae SPHENISCIFORMES Spheniscidae 0.0000025286
Aptenodytes_patagonicus SPHENISCIFORMES Spheniscidae 0.0000020394
Aptenodytes_forsteri SPHENISCIFORMES Spheniscidae 0.0000023978
Gavia_immer GAVIIFORMES Gaviidae 0.0000024165
Gavia_stellata GAVIIFORMES Gaviidae 0.0000029500
Arenaria_interpres CHARADRIIFORMES Scolopacidae 0.0000020128
Tringa_solitaria CHARADRIIFORMES Scolopacidae 0.0000020128
Limosa_lapponica CHARADRIIFORMES Scolopacidae 0.0000028028
Jacana_jacana CHARADRIIFORMES Jacanidae 0.0000025712
Rostratula_benghalensis CHARADRIIFORMES Rostratulidae 0.0000020128
Thinocorus_orbignyianus CHARADRIIFORMES Thinocoridae 0.0000027215
Pedionomus_torquatus CHARADRIIFORMES Pedionomidae 0.0000023652
Sterna_hirundo CHARADRIIFORMES Laridae 0.0004145546
Rynchops_niger CHARADRIIFORMES Laridae 0.0000021506
Larus_marinus CHARADRIIFORMES Laridae 0.0000026629
Chroicocephalus_cirrocephalus CHARADRIIFORMES Laridae 0.0000026032
Uria_aalge CHARADRIIFORMES Alcidae 0.0000025808
Glareola_nuchalis CHARADRIIFORMES Glareolidae 0.0000021177
Glareola_cinerea CHARADRIIFORMES Glareolidae 0.0000020563
Dromas_ardeola CHARADRIIFORMES Dromadidae 0.0000020873
Turnix_sylvaticus CHARADRIIFORMES Turnicidae 0.0000023785
Turnix_ocellatus CHARADRIIFORMES Turnicidae 0.0000028226
Charadrius_hiaticula CHARADRIIFORMES Charadriidae 0.0000026914
Charadrius_vociferus CHARADRIIFORMES Charadriidae 0.0000021430
Phegornis_mitchellii CHARADRIIFORMES Charadriidae 0.0000021913
Recurvirostra_americana CHARADRIIFORMES Recurvirostridae 0.0000022534
Haematopus_palliatus CHARADRIIFORMES Haematopodidae 0.0000029014
Haematopus_ater CHARADRIIFORMES Haematopodidae 0.0000020128
Burhinus_bistriatus CHARADRIIFORMES Burhinidae 0.0000028493
Burhinus_oedicnemus CHARADRIIFORMES Burhinidae 0.0000022704
Chionis_albus CHARADRIIFORMES Chionidae 0.0000023098
Opisthocomus_hoazin OPISTHOCOMIFORMES Opisthocomidae 0.0023550446
Antigone_canadensis GRUIFORMES Gruidae 0.0000020128
Balearica_regulorum GRUIFORMES Gruidae 0.0000020128
Aramus_guarauna GRUIFORMES Aramidae 0.0000020456
Psophia_crepitans GRUIFORMES Psophiidae 0.0000028493
Porphyrio_porphyrio GRUIFORMES Rallidae 0.0000020128
Micropygia_schomburgkii GRUIFORMES Rallidae 0.0000020128
Rallus_longirostris GRUIFORMES Rallidae 0.0000027369
Rallus_limicola GRUIFORMES Rallidae 0.0000020128
Himantornis_haematopus GRUIFORMES Rallidae 0.0000024211
Heliornis_fulica GRUIFORMES Heliornithidae 0.0000027424
Sarothrura_elegans GRUIFORMES Sarothruridae 0.0000027477
Sarothrura_rufa GRUIFORMES Sarothruridae 0.0000020375
Streptoprocne_zonaris APODIFORMES Apodidae 0.0000024018
Aerodramus_vanikorensis APODIFORMES Apodidae 0.0000027167
Chaetura_pelagica APODIFORMES Apodidae 0.0000020128
Chaetura_brachyura APODIFORMES Apodidae 0.0000020128
Hemiprocne_comata APODIFORMES Hemiprocnidae 0.0000029948
Hemiprocne_mystacea APODIFORMES Hemiprocnidae 0.0000022114
Archilochus_colubris APODIFORMES Trochilidae 0.0000020128
Calypte_anna APODIFORMES Trochilidae 0.0000021433
Colibri_coruscans APODIFORMES Trochilidae 0.0000026634
Phaethornis_griseogularis APODIFORMES Trochilidae 0.0000020128
Phaethornis_superciliosus APODIFORMES Trochilidae 0.0000020128
Topaza_pella APODIFORMES Trochilidae 0.0000020168
Topaza_pyra APODIFORMES Trochilidae 0.0000020128
Florisuga_fusca APODIFORMES Trochilidae 0.0000021291
Aegotheles_cristatus APODIFORMES Aegothelidae 0.0000024082
Aegotheles_insignis APODIFORMES Aegothelidae 0.0000025658
Batrachostomus_septimus CAPRIMULGIFORMES Podargidae 0.0000020128
Podargus_strigoides CAPRIMULGIFORMES Podargidae 0.0000020128
Nyctibius_leucopterus CAPRIMULGIFORMES Nyctibiidae 0.0000022487
Nyctibius_maculosus CAPRIMULGIFORMES Nyctibiidae 0.0000021183
Nyctibius_griseus CAPRIMULGIFORMES Nyctibiidae 0.0000021035
Nyctibius_jamaicensis CAPRIMULGIFORMES Nyctibiidae 0.0000021676
Nyctibius_aethereus CAPRIMULGIFORMES Nyctibiidae 0.0000020362
Nyctibius_grandis CAPRIMULGIFORMES Nyctibiidae 0.0000026108
Nyctibius_bracteatus CAPRIMULGIFORMES Nyctibiidae 0.0000020731
Steatornis_caripensis CAPRIMULGIFORMES Steatornithidae 0.0000029192
Systellura_longirostris CAPRIMULGIFORMES Caprimulgidae 0.0004599450
Caprimulgus_europaeus CAPRIMULGIFORMES Caprimulgidae 0.0000024008
Chordeiles_pusillus CAPRIMULGIFORMES Caprimulgidae 0.0000020128
Antrostomus_carolinensis CAPRIMULGIFORMES Caprimulgidae 0.0000024551
Lyncornis_macrotis CAPRIMULGIFORMES Caprimulgidae 0.0000026143
Eurostopodus_mystacalis CAPRIMULGIFORMES Caprimulgidae 0.0004451979
Tauraco_macrorhynchus MUSOPHAGIFORMES Musophagidae 0.0000020128
Tauraco_erythrolophus MUSOPHAGIFORMES Musophagidae 0.0000022784
Corythaeola_cristata MUSOPHAGIFORMES Musophagidae 0.0000021147
Crinifer_piscator MUSOPHAGIFORMES Musophagidae 0.0004612561
Ardeotis_kori OTIDIFORMES Otididae 0.0003053979
Chlamydotis_macqueenii OTIDIFORMES Otididae 0.0003492690
Lophotis_ruficrista OTIDIFORMES Otididae 0.0000021263
Cuculus_canorus CUCULIFORMES Cuculidae 0.0000023542
Cuculus_optatus CUCULIFORMES Cuculidae 0.0000022197
Phaenicophaeus_curvirostris CUCULIFORMES Cuculidae 0.0000026042
Coccyzus_americanus CUCULIFORMES Cuculidae 0.0000020128
Coccyzus_melacoryphus CUCULIFORMES Cuculidae 0.0000020128
Centropus_viridis CUCULIFORMES Cuculidae 0.0000020568
Centropus_bengalensis CUCULIFORMES Cuculidae 0.0000020723
Coua_cristata CUCULIFORMES Cuculidae 0.0000020463
Crotophaga_sulcirostris CUCULIFORMES Cuculidae 0.0000020263
Tapera_naevia CUCULIFORMES Cuculidae 0.0000027488
Geococcyx_californianus CUCULIFORMES Cuculidae 0.0000023069
Columbina_minuta COLUMBIFORMES Columbidae 0.0000026155
Columbina_passerina COLUMBIFORMES Columbidae 0.0000022019
Leptotila_rufaxilla COLUMBIFORMES Columbidae 0.0000020128
Geotrygon_montana COLUMBIFORMES Columbidae 0.0000029644
Columba_livia COLUMBIFORMES Columbidae 0.0000021833
Ptilinopus_magnificus COLUMBIFORMES Columbidae 0.0000027343
Treron_calvus COLUMBIFORMES Columbidae 0.0000020128
Treron_vernans COLUMBIFORMES Columbidae 0.0000020205
Goura_cristata COLUMBIFORMES Columbidae 0.0000025584
Goura_scheepmakeri sclaterii COLUMBIFORMES_Columbidae 0.0000028896
Goura_victoria COLUMBIFORMES Columbidae 0.0000025893
Goura_scheepmakeri COLUMBIFORMES Columbidae 0.0000020128
Didunculus_strigirostris COLUMBIFORMES Columbidae 0.0007934283
Caloenas_nicobarica COLUMBIFORMES Columbidae 0.0007931085
Otidiphaps_nobilis COLUMBIFORMES Columbidae 0.0000027924
Syrrhaptes_paradoxus PTEROCLIFORMES Pteroclidae 0.0000020128
Pterocles_gutturalis PTEROCLIFORMES Pteroclidae 0.0000020128
Pterocles_bicinctus PTEROCLIFORMES Pteroclidae 0.0000026191
Pterocles_namaqua PTEROCLIFORMES Pteroclidae 0.0000027939
Pterocles_exustus PTEROCLIFORMES Pteroclidae 0.0000024515
Monias_benschi MESITORNITHIFORMES Mesitornithidae 0.0000020128
Mesitornis_unicolor MESITORNITHIFORMES Mesitornithidae 0.0000024407
Phoenicopterus_ruber PHOENICOPTERIFORMES Phoenicopteridae 0.0000024274
Phoenicopterus_chilensis PHOENICOPTERIFORMES Phoenicopteridae 0.0000026477
Podiceps_cristatus PODICIPEDIFORMES Podicipedidae 0.0000023397
Podiceps_auritus PODICIPEDIFORMES Podicipedidae 0.0000026455
Rollandia_rolland PODICIPEDIFORMES Podicipedidae 0.0000026670
Anas_superciliosa ANSERIFORMES Anatidae 0.0000020128
Anas_platyrhynchos ANSERIFORMES Anatidae 0.0000020128
Aythya_americana ANSERIFORMES Anatidae 0.0000028024
Aythya_valisineria ANSERIFORMES Anatidae 0.0000028430
Biziura_lobata ANSERIFORMES Anatidae 0.0004512226
Anser_albifrons ANSERIFORMES Anatidae 0.0000020727
Anser_erythropus ANSERIFORMES Anatidae 0.0008790620
Anser_fabalis ANSERIFORMES Anatidae 0.0005327462
Anser_brachyrhynchus ANSERIFORMES Anatidae 0.0000024872
Anser_serrirostris ANSERIFORMES Anatidae 0.0000020128
Anser_cygnoides ANSERIFORMES Anatidae 0.0000029634
Anser_anser ANSERIFORMES Anatidae 0.0000028039
Anser_canagicus ANSERIFORMES Anatidae 0.0000028061
Anser_caerulescens ANSERIFORMES Anatidae 0.0000020128
Anser_rossii ANSERIFORMES Anatidae 0.0000022115
Anser_indicus ANSERIFORMES Anatidae 0.0000021726
Branta_ruficollis ANSERIFORMES Anatidae 0.0000022335
Branta_hutchinsii ANSERIFORMES Anatidae 0.0000020128
Branta_leucopsis ANSERIFORMES Anatidae 0.0000020128
Branta_canadensis ANSERIFORMES Anatidae 0.0000029325
Branta_sandvicensis ANSERIFORMES Anatidae 0.0000020128
Branta_bernicla ANSERIFORMES Anatidae 0.0000025027
Malacorhynchus_membranaceus ANSERIFORMES Anatidae 0.0000023888
Oxyura_jamaicensis ANSERIFORMES Anatidae 0.0000021704
Dendrocygna_viduata ANSERIFORMES Anatidae 0.0000025691
Anseranas_semipalmata ANSERIFORMES Anseranatidae 0.0000025396
Chauna_torquata ANSERIFORMES Anhimidae 0.0000020026
Lagopus_muta GALLIFORMES Phasianidae 0.0000027448
Falcipennis_canadensis GALLIFORMES Phasianidae 0.0000021828
Tetrao_urogallus GALLIFORMES Phasianidae 0.0000022736
Lyrurus_mlokosiewiczi GALLIFORMES Phasianidae 0.0000029588
Falcipennis_falcipennis GALLIFORMES Phasianidae 0.0000025973
Tympanuchus_phasianellus GALLIFORMES Phasianidae 0.0000020128
Tympanuchus_cupido GALLIFORMES Phasianidae 0.0000020128
Dendragapus_fuliginosus GALLIFORMES Phasianidae 0.0000022926
Centrocercus_urophasianus GALLIFORMES Phasianidae 0.0000026598
Centrocercus_minimus GALLIFORMES Phasianidae 0.0000020108
Tetrastes_bonasia GALLIFORMES Phasianidae 0.0004305081
Bonasa_umbellus GALLIFORMES Phasianidae 0.0000025888
Meleagris_gallopavo GALLIFORMES Phasianidae 0.0000028570
Meleagris_ocellata GALLIFORMES Phasianidae 0.0000021713
Pucrasia_macrolopha GALLIFORMES Phasianidae 0.0008189428
Crossoptilon_auritum GALLIFORMES Phasianidae 0.0000020128
Crossoptilon_crossoptilon GALLIFORMES Phasianidae 0.0000020128
Catreus_wallichii GALLIFORMES Phasianidae 0.0000020410
Lophura_nycthemera GALLIFORMES Phasianidae 0.0000020128
Lophura_leucomelanos GALLIFORMES Phasianidae 0.0000020128
Lophura_inornata GALLIFORMES Phasianidae 0.0014116653
Lophura_ignita GALLIFORMES Phasianidae 0.0000023160
Lophura_diardi GALLIFORMES Phasianidae 0.0000020065
Lophura_swinhoii GALLIFORMES Phasianidae 0.0000021015
Lophura_edwardsi GALLIFORMES Phasianidae 0.0000025222
Phasianus_colchicus GALLIFORMES Phasianidae 0.0000023233
Chrysolophus_pictus GALLIFORMES Phasianidae 0.0000020128
Chrysolophus_amherstiae GALLIFORMES Phasianidae 0.0000020128
Syrmaticus_soemmerringii GALLIFORMES Phasianidae 0.0000022023
Syrmaticus_reevesii GALLIFORMES Phasianidae 0.0000026535
Syrmaticus_ellioti GALLIFORMES Phasianidae 0.0000027844
Syrmaticus_humiae GALLIFORMES Phasianidae 0.0000020128
Syrmaticus_mikado GALLIFORMES Phasianidae 0.0000023427
Perdix_perdix GALLIFORMES Phasianidae 0.0000020128
Perdix_dauurica GALLIFORMES Phasianidae 0.0000020128
Rhizothera_longirostris GALLIFORMES Phasianidae 0.0013070527
Tragopan_satyra GALLIFORMES Phasianidae 0.0009392544
Tragopan_blythii GALLIFORMES Phasianidae 0.0000026804
Tragopan_temminckii GALLIFORMES Phasianidae 0.0004444551
Tragopan_caboti GALLIFORMES Phasianidae 0.0000022273
Tetraophasis_obscurus GALLIFORMES Phasianidae 0.0000020128
Lophophorus_impejanus GALLIFORMES Phasianidae 0.0000020517
Ithaginis_cruentus GALLIFORMES Phasianidae 0.0000022032
Lerwa_lerwa GALLIFORMES Phasianidae 0.0000024098
Gallus_varius GALLIFORMES Phasianidae 0.0000017711
Gallus_sonneratii GALLIFORMES Phasianidae 0.0004724845
Gallus_lafayettii GALLIFORMES Phasianidae 0.0000022670
Gallus_gallus GALLIFORMES Phasianidae 0.0014731951
Bambusicola_thoracicus GALLIFORMES Phasianidae 0.0000020128
Scleroptila_afra GALLIFORMES Phasianidae 0.0000026763
Francolinus_francolinus GALLIFORMES Phasianidae 0.0004689999
Coturnix_japonica GALLIFORMES Phasianidae 0.0000024369
Coturnix_coturnix GALLIFORMES Phasianidae 0.0000025814
Coturnix_pectoralis GALLIFORMES Phasianidae 0.0000027958
Coturnix_delegorguei GALLIFORMES Phasianidae 0.0000025514
Coturnix_coromandelica GALLIFORMES Phasianidae 0.0019578020
Margaroperdix_madagarensis GALLIFORMES Phasianidae 0.0000024889
Coturnix_ypsilophora GALLIFORMES Phasianidae 0.0004933545
Anurophasis_monorthonyx GALLIFORMES Phasianidae 0.0032843610
Excalfactoria_chinensis GALLIFORMES Phasianidae 0.0004895087
Excalfactoria_adansonii GALLIFORMES Phasianidae 0.0000026294
Ammoperdix_heyi GALLIFORMES Phasianidae 0.0015285098
Alectoris_chukar GALLIFORMES Phasianidae 0.0000028181
Alectoris_rufa GALLIFORMES Phasianidae 0.0000023989
Pternistis_bicalcaratus GALLIFORMES Phasianidae 0.0000026520
Pternistis_afer GALLIFORMES Phasianidae 0.0000022229
Pternistis_leucoscepus GALLIFORMES Phasianidae 0.0009405625
Pternistis_swainsonii GALLIFORMES Phasianidae 0.0000027810
Pternistis_ahantensis GALLIFORMES Phasianidae 0.0000022709
Perdicula_erythrorhyncha GALLIFORMES Phasianidae 0.0006398275
Tetraogallus_altaicus GALLIFORMES Phasianidae 0.0000023804
Tetraogallus_himalayensis GALLIFORMES Phasianidae 0.0000024235
Polyplectron_inopinatum GALLIFORMES Phasianidae 0.0008655051
Polyplectron_chalcurum GALLIFORMES Phasianidae 0.0000026385
Polyplectron_bicalcaratum GALLIFORMES Phasianidae 0.0000020959
Polyplectron_germaini GALLIFORMES Phasianidae 0.0000022745
Polyplectron_malacense GALLIFORMES Phasianidae 0.0000022033
Polyplectron_napoleonis GALLIFORMES Phasianidae 0.0000027638
Galloperdix_spadicea GALLIFORMES Phasianidae 0.0000022187
Haematortyx_sanguiniceps GALLIFORMES Phasianidae 0.0000020991
Arborophila_charltonii GALLIFORMES Phasianidae 0.0000020128
Arborophila_chloropus GALLIFORMES Phasianidae 0.0000020128
Argusianus_argus GALLIFORMES Phasianidae 0.0000028197
Rheinardia_ocellata GALLIFORMES Phasianidae 0.0000020128
Pavo_cristatus GALLIFORMES Phasianidae 0.0000020128
Pavo_muticus GALLIFORMES Phasianidae 0.0000020128
Afropavo_congensis GALLIFORMES Phasianidae 0.0000020581
Arborophila_torqueola GALLIFORMES Phasianidae 0.0000024694
Arborophila_rufogularis GALLIFORMES Phasianidae 0.0000021932
Rollulus_rouloul GALLIFORMES Phasianidae 0.0000020129
Melanoperdix_niger GALLIFORMES Phasianidae 0.0000022835
Caloperdix_oculeus GALLIFORMES Phasianidae 0.0000025955
Callipepla_californica GALLIFORMES Odontophoridae 0.0000022657
Colinus_virginianus GALLIFORMES Odontophoridae 0.0000020128
Colinus_cristatus GALLIFORMES Odontophoridae 0.0000020128
Oreortyx_pictus GALLIFORMES Odontophoridae 0.0000025131
Cyrtonyx_montezumae GALLIFORMES Odontophoridae 0.0000023922
Odontophorus_gujanensis GALLIFORMES Odontophoridae 0.0000020682
Dactylortyx_thoracicus GALLIFORMES Odontophoridae 0.0000339292
Rhynchortyx_cinctus GALLIFORMES Odontophoridae 0.0000021898
Ptilopachus_petrosus GALLIFORMES Odontophoridae 0.0000021123
Guttera_pucherani GALLIFORMES Numididae 0.0000020128
Acryllium_vulturinum GALLIFORMES Numididae 0.0000020128
Numida_meleagris GALLIFORMES Numididae 0.0000026868
Mitu_salvini GALLIFORMES Cracidae 0.0000027111
Nothocrax_urumutum GALLIFORMES Cracidae 0.0009399570
Pauxi_pauxi GALLIFORMES Cracidae 0.0000027846
Crax_rubra GALLIFORMES Cracidae 0.0000029506
Crax_daubentoni GALLIFORMES Cracidae 0.0000028066
Crax_alector GALLIFORMES Cracidae 0.0000020128
Crax_globulosa GALLIFORMES Cracidae 0.0000020128
Ortalis_vetula GALLIFORMES Cracidae 0.0000028289
Ortalis_motmot GALLIFORMES Cracidae 0.0000027794
Oreophasis_derbianus GALLIFORMES Cracidae 0.0000028164
Pipile_jacutinga GALLIFORMES Cracidae 0.0009405702
Pipile_cumanensis GALLIFORMES Cracidae 0.0000021182
Aburria_aburri GALLIFORMES Cracidae 0.0000023069
Penelope_pileata GALLIFORMES Cracidae 0.0000026234
Chamaepetes_goudotii GALLIFORMES Cracidae 0.0000020363
Penelopina_nigra GALLIFORMES Cracidae 0.0000029424
Megapodius_eremita GALLIFORMES Megapodiidae 0.0000023647
Megapodius_layardi GALLIFORMES Megapodiidae 0.0000029098
Leipoa_ocellata GALLIFORMES Megapodiidae 0.0000020208
Alectura_lathami GALLIFORMES Megapodiidae 0.0000021195
